1;15.82599687
2;16.3655712
3;16.83617485
4;17.21594535
5;17.64020766
6;2.511053077
7;0
8;55.93642948
9;46.25108057
10;45.90981509
11;45.47954846
12;44.58782677
13;43.09642128
14;43.88281204
15;42.58353282
16;41.96396432
17;42.41339046
18;42.2064957
19;42.28728132
20;46.5494499
21;63.03610893
22;62.77766687
23;62.92102796
24;20.68906013
25;0
26;0
27;0
28;0
29;1.29393558
30;1.907769889
31;0
32;0
33;0
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;0
56;0
57;0
58;0
59;0
60;0
61;0
62;0
63;0
64;0
65;0
66;0
67;0
68;0
69;0
70;0
71;0
72;0
73;0
74;0
75;0
76;0
77;0
78;0
79;0
80;0
81;0
82;0
83;0
84;0
85;0
86;0
87;0
88;0
89;0
90;0
91;0
92;0
93;0
94;0
95;0
96;0
97;0
98;0
99;0
100;0
101;0
102;0
103;0
104;23.68455388
105;12.36349189
106;10.56087664
107;10.29550131
108;8.700702693
109;6.664314779
110;3.668389237
111;1.138841018
112;1.540150312
113;1.427612954
114;4.020537855
115;9.632817504
116;12.8048407
117;13.65147153
118;13.82587675
119;15.66127901
120;0
121;3.864484763
122;3.827948565
123;4.843801674
124;5.199817696
125;6.182967477
126;0
127;0
128;41.00406986
129;30.27138734
130;28.33244927
131;27.29723235
132;24.95498028
133;22.54445688
134;19.69116684
135;16.67290596
136;19.43079014
137;19.9502482
138;19.71870362
139;21.68475413
140;22.4914509
141;23.90748919
142;23.42580634
143;25.07732816
144;0
145;2.582455525
146;3.262787536
147;3.799347417
148;4.702811651
149;5.941729882
150;0
151;0
152;41.49621722
153;30.43114626
154;28.95870646
155;28.00090357
156;23.66070665
157;19.7371323
158;23.09797076
159;20.80929737
160;20.27990766
161;23.8066453
162;24.94256517
163;25.00357632
164;25.53076348
165;29.60602468
166;30.18150879
167;32.09973026
168;5.372326084
169;21.78163287
170;22.62186887
171;23.80312549
172;25.0376743
173;26.61135382
174;9.764086472
175;0.401354508
176;63.7158274
177;53.49124573
178;51.17498736
179;47.00004027
180;42.62256744
181;40.11367295
182;40.60393017
183;41.11347584
184;41.63598105
185;42.1002425
186;42.99113579
187;44.66421979
188;44.71517959
189;49.48927041
190;49.20924982
191;48.95433544
192;10.98100019
