1;0
2;0
3;0
4;0
5;0
6;0
7;150.8632221
8;141.585575
9;138.7083942
10;131.2627021
11;131.6765282
12;131.0245289
13;128.078854
14;127.3534374
15;128.933959
16;129.3602444
17;129.3597192
18;129.0086629
19;130.1575948
20;0
21;0
22;0
23;0
24;0
25;0
26;0
27;0
28;0
29;0
30;0
31;34.51400683
32;23.72265011
33;7.651291387
34;0
35;0
36;0
37;0
38;0
39;0
40;0
41;0
42;0
43;0
44;0
45;0
46;0
47;0
48;0
49;0
50;0
51;0
52;0
53;0
54;0
55;67.3761426
56;56.98318047
57;52.41127875
58;61.64387692
59;63.25140478
60;63.39787846
61;46.53777783
62;32.78934533
63;27.49112928
64;19.78284244
65;16.53623446
66;18.79786713
67;22.71038126
68;28.75788574
69;29.30433768
70;37.56450694
71;41.83760904
72;0
73;0
74;0
75;0
76;0
77;0
78;0
79;96.08815561
80;93.80620417
81;95.59046809
82;114.979539
83;108.3218955
84;101.2026559
85;93.1708722
86;84.72574815
87;76.45296193
88;66.5587114
89;65.21811581
90;69.23685011
91;77.93504876
92;94.43566094
93;86.11155344
94;94.12799595
95;96.0640442
96;0
97;0
98;0
99;0
100;0
101;0
102;0
103;129.131104
104;124.5912403
105;124.6167106
106;144.8559302
107;142.1017287
108;139.1368723
109;132.2196093
110;124.8501048
111;117.8981288
112;110.9192515
113;112.6524107
114;117.4782108
115;118.3759325
116;120.1854368
117;99.42477273
118;104.2316343
119;107.276932
120;0
121;0
122;0
123;0
124;0
125;0
126;0
127;167.7785204
128;163.8639647
129;158.8843451
130;190.3031443
131;189.7209914
132;186.354125
133;181.0338737
134;176.5586702
135;174.3754883
136;172.5860319
137;176.1432031
138;182.2964108
139;185.6651283
140;186.8865715
141;150.3484866
142;153.2302495
143;156.7072681
144;0
