Time,QCoolTotal,QHeatTotal,weaDat.weaBus.TDryBul,weaDat.weaBus.HGloHor
2538000,0,7319.9214,267.15,78.18082
2541600,0,6993.113,268.75,149.74522
2545200,0,6321.8257,270.25,154.70372
2548800,0,5875.0903,271.25,149.16913
2552400,0,5468.8945,272.65,113.42391
2556000,0,5341.0425,272.95,78.89446
2559600,0,4892.673,272.95,80.376625
2563200,0,4228.428,272.85,41.2375
2566800,0,4387.3877,272.75,0.5125
2570400,0,4516.29,272.75,0
2574000,0,5388.39,272.85,0
2577600,0,6164.1704,273.05,0
2581200,0,6433.0645,273.25,0
2584800,0,0,273.35,0
2588400,0,0,273.45,0
2592000,0,0,273.55,0
2595600,0,0,273.75,0
2599200,0,0,273.95,0
2602800,0,0,274.15,0
2606400,0,0,274.25,0
2610000,0,0,274.15,0
2613600,0,0,273.95,0
2617200,0,0,273.65,0
2620800,0,2106.8352,273.35,7.2580647
2624400,0,5765.117,273.05,19.63777
2628000,0,6411.7896,273.25,41.135254
2631600,0,6050.251,273.55,115.441475
2635200,0,5265.544,273.65,123.70817
2638800,0,5183.4263,273.75,75.7049
2642400,0,5150.126,273.65,52.435146
2646000,0,4872.219,273.65,47.61672
2649600,0,4304.9834,273.55,28.487825
2653200,0,4326.6543,273.45,0.5746753
2656800,0,4396.2813,273.35,0
2660400,0,5277.2876,273.15,0
2664000,0,6080.9756,273.25,0
2667600,0,6453.981,272.45,0
2671200,0,0,272.25,0
2674800,0,0,272.05,0
2678400,0,0,271.45,0
2682000,0,0,271.65,0
2685600,0,0,271.85,0
2689200,0,0,271.85,0
2692800,0,0,271.85,0
2696400,0,0,271.55,0
2700000,0,0,271.55,0
2703600,0,0,271.15,0
2707200,0,2517.4807,270.95,4.962963
2710800,0,6512.29,270.75,30.908005
2714400,0,7074.6753,270.55,56.85339
2718000,0,6856.887,270.55,66.63758
2721600,0,6513.8813,270.55,82.68995
2725200,0,6229.9385,270.85,91.610344
2728800,0,6105.7026,270.55,52.837765
2732400,0,5836.196,270.65,31.096699
2736000,0,5479.2305,270.75,20.690802
2739600,0,5327.2275,270.45,3.7125
2743200,0,5425.0347,270.15,0
2746800,0,6339.0693,269.95,0
2750400,0,7170.147,269.75,0
2754000,0,7488.0225,269.75,0
2757600,0,225.47969,269.75,0
2761200,0,0,269.95,0
2764800,0,0,270.05,0
2768400,0,0,270.15,0
2772000,0,0,270.35,0
2775600,0,0,270.65,0
2779200,0,0,270.65,0
2782800,0,0,270.75,0
2786400,0,0,270.75,0
2790000,0,0,270.95,0
2793600,0,2843.8625,271.15,5.888021
2797200,0,6968.71,271.35,33.390827
2800800,0,7498.656,271.55,43.92393
2804400,0,7284.519,271.95,40.83889
2808000,0,6898.8955,272.25,46.504066
2811600,0,6608.876,272.45,59.86773
2815200,0,6370.5454,272.45,57.13588
2818800,0,5997.498,272.45,31.287615
2822400,0,5705.045,272.15,7.6822743
2826000,0,5527.637,272.25,0.48076922
2829600,0,5486.7744,272.25,0
2833200,0,6313.5015,272.05,0
2836800,0,7059.2437,272.25,0
2840400,0,7289.5313,272.45,0
2844000,0,0,272.45,0
2847600,0,0,272.25,0
2851200,0,0,272.25,0
2854800,0,0,272.15,0
2858400,0,0,271.95,0
2862000,0,0,271.95,0
2865600,0,0,271.95,0
2869200,0,0,272.05,0
2872800,0,0,272.25,0
2876400,0,0,272.35,0
2880000,0,3964.5532,272.45,5.035714
2883600,0,7933.706,272.35,28.661654
2887200,0,7836.621,272.75,44.464397
2890800,0,7316.768,272.85,54.366013
2894400,0,6797.6445,273.25,63.22222
2898000,0,6480.664,273.45,56
2901600,0,6266.539,273.65,46
2905200,0,5868.997,273.65,42.5
2908800,0,5452.6094,273.65,27.638298
2912400,0,5238.0425,273.85,3.1117022
2916000,0,5194.3306,273.65,0
2919600,0,5158.1035,273.65,0
2923200,0,5015.3877,273.75,0
2926800,0,5874.3813,273.65,0
2930400,0,0,273.55,0
