Time,sFH_FMU.E_to_grid,sFH_FMU.Q_DHW,sFH_FMU.Q_err_DHW,sFH_FMU.tot_vio_Kh,sFH_FMU.rev_elec,sFH_FMU.costs_elec,sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.table_HT_NT.y[1],sFH_FMU.ts_T_inside_max,sFH_FMU.ts_T_inside_min,sFH_FMU.TDem_DHW,sFH_FMU.mFlow_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.price_el,sFH_FMU.Electricity.P_el_dom,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.outputs.outputsDem.dch_DHW,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.dch_TES,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.outputs.outputsElec.res_elec
305100,0,14.11438,0.27281284,10.07268,0,42.95733,0.38508397,0.376,294.15,293.65,289.15,0.008888889,0,227.52998,0.000346,227.52998,314.05774,307.18137,6996.7505,0,2897.7183,0,7000,0,313.2447,305.28152,294.07697,222.46747,0,304.7386,309.7471,2914.7642,3875.3716,6947.6226,299.92108,668.41565,0,0,0,0,7.263441e-05,0,0,0.19767234,0,2456.8325,3125.2483
306000,0,14.170167,0.27281284,10.07268,0,43.18571,0.3790268,0.376,294.15,293.65,283.15,0,0,148.87708,0.000346,148.87708,313.88226,307.20557,6995.824,0,2901.2383,0,7000,0,313.27002,305.30792,294.1249,0,0,304.7683,309.77017,2909.3333,3869.1633,6938.348,299.95816,844.7779,0,0,0,0,7.263441e-05,0,0,0.19766547,0,2205.3374,3050.1152
306900,0,14.170167,0.27281284,10.074946,0,43.38858,0.3790268,0.376,294.15,293.65,283.15,0,0,96.346214,0.000346,96.346214,313.86502,308.1634,6892.5815,0,2917.287,0,7000,0,313.48306,305.63846,293.87024,0,0,305.28168,311.04868,3071.3672,3901.5488,7999.7085,300.02838,983.5995,0,0,0,0,7.263441e-05,0,0,0.19765861,0,2030.0338,3013.6333
307800,0,14.170167,0.27281284,10.076762,0,43.583344,0.3790268,0.376,294.15,293.65,283.15,0,0,125.64627,0.000346,125.64627,313.84772,309.02054,7016.8647,0,2963.5642,0,7000,0,314.1693,306.18326,293.84842,0,0,305.70468,312.0454,3134.7095,3943.8186,8795.562,300.13354,975.2884,0,0,0,0,7.263441e-05,0,0,0.19765174,0,2113.922,3089.2107
308700,0,14.170167,0.27281284,10.078512,0,43.792816,0.3790268,0.376,294.15,293.65,283.15,0,0,1495.2413,0.000346,1495.2413,313.8304,309.72437,6958.023,0,3010.3833,0,7000,0,314.8555,306.93643,293.97522,0,0,306.39273,312.71652,3336.2883,4214.771,8772.1,300.66452,858.9838,0,0,0,0,7.263441e-05,0,0,0.19764489,0,3646.6406,4505.6245
309600,0,14.170167,0.27281284,10.080419,0,44.147926,0.3777816,0.376,294.15,293.65,283.15,0,0,2758.296,0.000346,2758.296,313.8131,310.4038,6888.4434,0,3057.8962,0,7000,0,315.55212,307.71222,294.16644,0,0.016438644,298.33215,308.30453,3332.9702,4300.7876,0,300.8491,741.12134,0,0,0,0,7.263441e-05,0,0,0.19763802,0,5075.071,5816.192
310500,0,14.170167,0.27281284,10.083294,0,44.63685,0.3777816,0.376,294.15,293.65,283.15,0,0,3866.4834,0.000346,3866.4834,313.79584,311.72568,6595.1807,0,3113.977,0,7000,0,316.37027,308.86417,294.10873,0,0,296.4776,306.7629,1999.4867,2844.588,0,298.11774,621.80524,0,0,0,0,7.263441e-05,0,0,0.19763117,0,6358.6553,6980.4604
311400,0,14.170167,0.27281284,10.085793,0,45.246258,0.3777816,0.376,294.15,293.65,286.15,0.01,0,3706.6665,0.000346,3706.6665,313.7786,313.07697,6412.229,0,3186.3882,0,7000,0,317.4436,310.1457,293.83377,124.80113,0,295.17648,305.78305,1160.9524,1838.1992,0,296.1615,501.144,0,0,0,0,7.263441e-05,0,0,0.1976243,0,6391.9106,6893.0547
312300,0,14.201547,0.27281284,10.0893345,0,45.854347,0.3777816,0.376,294.15,293.65,283.15,0,0,2431.1428,0.000346,2431.1428,313.67252,313.65234,7329.3774,0,3135.7236,0,6782.968,0,318.22968,309.88797,293.60077,0,0.049233317,305.26053,316.33963,2230.7778,2844.1514,15368.436,298.07352,379.50345,0,0,0,0,7.263441e-05,0,0,0.19761744,0,5187.3633,5566.8667
313200,0,14.201547,0.27281284,10.092588,0,46.3509,0.3818549,0.376,294.15,293.65,283.15,0,0,2217.0916,0.000346,2217.0916,313.6554,313.38635,7190.866,0,3219.647,0,7000,0,317.9318,309.7477,293.9265,0,0,308.41388,316.61545,3761.5774,4639.539,11376.838,301.4685,257.80768,0,0,0,0,7.263441e-05,0,0,0.19761057,0,5178.9307,5436.7383
314100,0,14.201547,0.27281284,10.09681,0,46.839314,0.3818549,0.376,294.15,293.65,283.15,0,0,2373.2085,0.000346,2373.2085,313.63824,313.88666,6655.2046,0,3179.9263,0,6876.4243,0,318.1774,310.60297,294.224,0,0.07399968,297.78326,309.37177,2908.447,3856.3713,0,300.05548,138.26872,0,0,0,0,7.263441e-05,0,0,0.19760372,0,5414.866,5553.135
315000,0,14.201547,0.27281284,10.101344,0,47.340023,0.3818549,0.376,294.15,293.65,320.15,0.01,0,2305.1145,0.000346,2305.1145,313.6211,314.97333,5761.241,0,2781.9058,0,5981.3633,0,318.50153,311.94452,293.9872,1543.3491,0,295.68988,307.3838,1474.4354,2222.7012,0,296.94348,24.72445,0,0,0,0,7.263441e-05,0,0,0.19759685,0,5062.296,5087.02
315900,0,14.588567,0.27281284,10.105022,0,47.825874,0.3818549,0.376,294.15,293.65,283.15,0,0,1231.2179,0.000346,1231.2179,312.50748,315.60748,5274.104,0,2405.8655,0,5150.347,0,318.7577,312.7551,293.61472,0,0.035285197,303.07394,314.53482,1355.7886,1922.413,15898.037,296.3331,0,0,0,0,0,7.263441e-05,0,0,0.19759,0,3637.0833,3637.0833
316800,0,14.588567,0.27281284,10.109459,0,48.206074,0.35180122,0.376,294.15,293.65,283.15,0,0,568.37085,0.000346,568.37085,312.49167,314.47687,6558.988,0,2945.949,0,6381.016,0,318.11655,310.6516,293.86447,0,0,308.52576,317.46207,3699.7585,4523.9707,12396.064,301.28253,0,0,0,0,0,7.263441e-05,0,0,0.19758314,0,3514.3198,3514.3198
317700,0,14.588567,0.27281284,10.114144,0,48.501022,0.35180122,0.376,294.15,293.65,283.15,0,0,2400.6592,0.000346,2400.6592,312.47537,314.42307,6202.248,0,2965.171,0,6412.037,0,318.12482,311.06592,294.2356,0,0.08558635,298.05923,309.88953,3107.9463,4056.1733,0,300.46707,0,0,0,0,0,7.263441e-05,0,0,0.19757627,0,5365.83,5365.83
318600,0,14.588567,0.27281284,10.120006,0,48.953426,0.35180122,0.376,294.15,293.65,286.15,0.01,0,2330.3145,0.000346,2330.3145,312.4591,315.26263,5464.342,0,2663.3992,0,5713.533,0,318.48682,312.26773,294.04877,125.14547,0,295.8526,307.7059,1570.5209,2329.2861,0,297.19766,0,0,0,0,0,7.263441e-05,0,0,0.19756941,0,4993.7134,4993.7134
319500,0,14.6199465,0.27281284,10.124004,0,49.393753,0.35180122,0.376,294.15,293.65,283.15,0,740,2381.9177,0.000346,3121.9177,312.354,316.00555,4791.7754,0,2346.3118,0,4995.9663,0,318.82755,313.37393,293.67874,0,0,294.62875,306.50735,828.4301,1386.3292,0,295.33975,0,0,0,0,0,7.263441e-05,0,0,0.19756255,0,5468.2295,5468.2295
320400,0,14.6199465,0.27281284,10.128886,0,49.90351,0.40074396,0.376,294.15,293.65,283.15,0,3700,749.107,0.000346,4449.107,312.33786,314.91638,6463.63,0,2846.5156,0,6113.334,0,318.33377,310.97736,293.7859,0,0,308.13425,317.8197,3459.0276,4201.717,13435.235,300.72128,0,0,0,0,0,7.263441e-05,0,0,0.19755569,0,7295.6226,7295.6226
321300,0,14.6199465,0.27281284,10.1343,0,50.621723,0.40074396,0.376,294.15,293.65,283.15,0,3700,522.51697,0.000346,4222.517,312.3217,314.70462,6232.8037,0,2969.3052,0,6377.6577,0,318.2466,311.15292,294.22806,0,0.07807281,298.501,310.52368,3436.9202,4386.5605,0,301.11914,0,0,0,0,0,7.263441e-05,0,0,0.19754884,0,7191.8223,7191.8223
322200,0,14.6199465,0.27281284,10.143387,0,51.31211,0.40074396,0.376,294.15,293.65,283.15,0,3700,1462.8434,0.000346,5162.8433,312.3055,315.55493,5416.474,0,2672.0835,0,5693.758,0,318.60577,312.44116,294.17007,0,0.020080656,296.22263,308.29593,1793.2635,2597.4155,0,297.7656,0,0,0,0,0,7.263441e-05,0,0,0.19754197,0,7834.927,7834.927
323100,0,14.6199465,0.27281284,10.148749,0,52.088177,0.40074396,0.376,294.15,293.65,283.15,0,3700,401.4709,0.000346,4101.4707,312.28937,316.2766,4719.6787,0,2339.531,0,4946.9814,0,318.96246,313.5909,293.8627,0,0,294.92453,307.0382,970.5118,1594.711,0,295.8086,0,0,0,0,0,7.263441e-05,0,0,0.19753511,0,6441.002,6441.002
324000,0,14.6199465,0.27281284,10.154633,0,52.750736,0.39031804,0.376,294.15,293.65,286.15,0.01,3206.6667,378.3485,0.000346,3585.0151,312.27325,316.19785,5473.8193,0,2232.7834,0,4708.686,0,319.08893,312.85907,293.6195,124.89297,0.030488811,305.27414,317.6837,1996.7478,2544.6348,17214,297.62302,0,0,0,0,0,7.263441e-05,0,0,0.19752826,0,5817.799,5817.799
324900,0,14.651327,0.27281284,10.160514,0,53.350086,0.39031804,0.376,294.15,293.65,285.15,0.003333333,0,400.31964,0.000346,400.31964,312.1683,315.20712,6222.307,0,2830.6763,0,6036.564,0,318.43652,311.35477,293.9913,27.884338,0,309.04834,318.06833,3827.3691,4677.587,12512.146,301.66522,0,0,0,0,0,7.263441e-05,0,0,0.1975214,0,3230.9958,3230.9958
325800,0,14.6583,0.27281284,10.169027,0,53.63969,0.39031804,0.376,294.15,293.65,285.15,0.003333333,0,529.13055,0.000346,529.13055,312.13254,315.49802,5622.1694,0,2768.8318,0,5899.5913,0,318.47626,312.0775,294.28067,27.87367,0.13067713,297.44806,309.68372,2647.0903,3536.0845,0,299.58813,0,0,0,0,0,7.263441e-05,0,0,0.19751453,0,3297.9622,3297.9622
326700,0,14.665274,0.27281284,10.17814,0,53.934444,0.39031804,0.376,294.15,293.65,283.15,0,0,569.70294,0.000346,569.70294,312.0968,316.1452,4888.7656,0,2432.2813,0,5154.6543,0,318.7876,313.2236,294.11176,0,0,295.7185,307.9623,1450.7572,2188.0542,0,297.02057,0,0,0,0,0,7.263441e-05,0,0,0.19750768,0,3001.9844,3001.9844
327600,0,14.665274,0.27281284,10.184405,0,54.225613,0.3777605,0.376,294.15,293.65,286.15,0.01,0,610.99164,0.000346,610.99164,312.0808,316.6901,4269.108,0,2126.3264,0,4483.123,0,319.0606,314.20184,293.8173,125.30251,0,294.69308,306.9397,820.62946,1409.9725,0,295.46265,0,0,0,0,0,7.263441e-05,0,0,0.19750082,0,2737.318,2737.318
328500,0,14.696653,0.27281284,10.189541,0,54.520546,0.3777605,0.376,294.15,293.65,283.15,0,0,607.9543,0.000346,607.9543,311.97595,315.48434,6198.391,0,2648.588,0,5620.4824,0,318.65637,311.60184,293.67136,0,0,307.55936,318.17255,3134.965,3768.9463,14722.168,299.957,0,0,0,0,0,7.263441e-05,0,0,0.19749397,0,3256.5422,3256.5422
329400,0,14.696653,0.27281284,10.193079,0,54.841354,0.3777605,0.376,294.15,293.65,283.15,0,0,757.57416,0.000346,757.57416,311.96008,314.4855,6539.8315,0,3096.983,0,6572.15,0,318.47076,311.02762,294.11987,0,0,309.46814,317.29208,4140.0195,5075.962,10853.037,302.42065,0,0,0,0,0,7.263441e-05,0,0,0.1974871,0,3854.5571,3854.5571
330300,0,14.696653,0.27281284,10.199229,0,55.188694,0.3777605,0.376,294.15,293.65,283.15,0,0,729.5299,0.000346,729.5299,311.9442,315.27966,5977.6,0,2980.653,0,6257.372,0,318.89285,312.0896,294.15234,0,0.0023545865,296.67352,308.70474,2134.7358,2924.0356,0,298.43253,0,0,0,0,0,7.263441e-05,0,0,0.19748025,0,3710.1829,3710.1829
331200,0,14.696653,0.27281284,10.202925,0,55.533802,0.3294931,0.376,294.15,293.65,283.15,0,0,1414.2722,0.000346,1414.2722,311.92834,316.16312,5326.277,0,2671.623,0,5553.116,0,319.36127,313.29932,293.77725,0,0,295.04208,307.1212,1096.2815,1661.7211,0,295.9753,0,0,0,0,0,7.263441e-05,0,0,0.19747339,0,4085.8953,4085.8953
332100,0,14.696653,0.27281284,10.207648,0,55.88867,0.3294931,0.376,294.15,293.65,283.15,0,0,1344.7754,0.000346,1344.7754,311.91248,315.48807,6716.895,0,2970.1152,0,6208.1436,0,319.08145,311.4368,293.69727,0,0,307.90622,318.45514,3263.9397,3906.603,14633.022,300.24152,0,0,0,0,0,7.263441e-05,0,0,0.19746654,0,4314.8906,4314.8906
333000,0,14.696653,0.27281284,10.211536,0,56.24346,0.3294931,0.376,294.15,293.65,295.15,0.017777778,0,1411.1261,0.000346,1411.1261,311.8966,314.80704,6666.965,0,3189.253,0,6694.725,0,318.84293,311.2551,294.17108,888.13,0.021081652,299.29205,311.49127,4043.7437,4981.5864,0,302.27884,0,0,0,0,0,7.263441e-05,0,0,0.19745968,0,4600.379,4600.379
333900,0,14.9198,0.27281284,10.218583,0,56.599827,0.3294931,0.376,294.15,293.65,283.15,0,0,1319.4868,0.000346,1319.4868,311.24863,315.73514,5767.3696,0,2882.704,0,6024.5786,0,319.1168,312.55283,294.1345,0,0,296.43893,308.65482,1971.8984,2729.8796,0,298.08817,0,0,0,0,0,7.263441e-05,0,0,0.19745283,0,4202.191,4202.191
334800,0,14.9198,0.27281284,10.222655,0,56.939346,0.29741332,0.376,294.15,293.65,283.15,0,0,300.93723,0.000346,300.93723,311.23355,316.50833,4970.4375,0,2487.035,0,5176.521,0,319.40643,313.74948,293.7523,0,0,294.91895,307.13965,1017.8249,1556.5404,0,295.79303,0,0,0,0,0,7.263441e-05,0,0,0.19744597,0,2787.972,2787.972
335700,0,14.9198,0.27281284,10.227446,0,57.166676,0.29741332,0.376,294.15,293.65,286.15,0.01,0,243.18307,0.000346,243.18307,311.2182,315.46143,6516.912,0,2876.8958,0,6060.0537,0,318.8735,311.45645,293.72388,125.2574,0,308.20273,318.37436,3430.142,4085.6914,14109.633,300.60135,0,0,0,0,0,7.263441e-05,0,0,0.19743912,0,3120.0789,3120.0789
336600,0,14.95118,0.27281284,10.231231,0,57.395462,0.29741332,0.376,294.15,293.65,297.15,0.046666667,0,224.31837,0.000346,224.31837,311.114,314.72864,6438.1714,0,3057.749,0,6487.5825,0,318.57007,311.2426,294.18597,2732.6482,0.035984438,299.1131,311.2216,3908.3425,4827.0767,0,302.02225,0,0,0,0,0,7.263441e-05,0,0,0.19743226,0,3282.0674,3282.0674
337500,0,15.634567,0.27281284,10.237582,0,57.62359,0.29741332,0.376,294.15,293.65,283.15,0,0,224.5999,0.000346,224.5999,309.61987,315.05692,6157.1,0,3286.6077,0,7000,0,318.42593,311.4184,294.10925,0,0,296.35614,308.42773,1923.4559,2653.8552,0,297.96582,0,0,0,0,0,7.263441e-05,0,0,0.1974254,0,3511.2075,3511.2075
338400,0,15.634567,0.27281284,10.2403,0,57.897236,0.2910818,0.316,291.65,291.15,283.15,0,0,222.72186,0.000346,222.72186,313.9969,311.697,6238.603,0,3620.3809,0,7000,0,323.9483,316.84802,293.7435,0,2.093498,294.96188,305.8855,1054.9277,1576.4608,0,295.85864,0,0,0,0,0,7.263441e-05,0,0,0.19741854,0,3843.1028,3843.1028
339300,0,15.634567,0.27281284,10.585622,0,58.180874,0.2910818,0.316,291.65,291.15,283.15,0,0,65.214615,0.000346,65.214615,318.38507,311.681,5845.8965,0,3311.9229,0,5985.235,0,328.2208,321.56744,292.60794,0,0.9579523,293.00806,303.93167,96.538185,102.04232,0,292.8015,0,0,0,0,0,7.263441e-05,0,0,0.19741169,0,3377.1377,3377.1377
340200,0,15.634567,0.27281284,10.795802,0,58.387775,0.2910818,0.316,291.65,291.15,283.15,0,0,61.278954,0.000346,61.278954,321.89163,311.665,4097.358,0,2288.8547,0,4138.266,0,328.79333,324.13004,292.42523,0,0.7752397,292.82562,303.7492,36.590237,-22.71592,0,292.50122,0,0,0,0,0,7.263441e-05,0,0,0.19740483,0,2350.1335,2350.1335
341100,0,15.634567,0.27281284,10.982903,0,58.529392,0.2910818,0.316,291.65,291.15,283.15,0,0,60.145706,0.000346,60.145706,324.2927,311.64905,2752.3037,0,1520.7001,0,2750.6992,0,328.91068,325.77823,292.37723,0,0.72722656,292.793,303.7166,30.31297,-34.51666,0,292.4425,0,0,0,0,0,7.263441e-05,0,0,0.19739798,0,1580.8458,1580.8458
342000,0,15.634567,0.27281284,11.160472,0,58.62605,0.20590153,0.316,291.65,291.15,283.15,0,0,60.94976,0.000346,60.94976,325.88315,311.63312,1937.4978,0,1160.4337,0,2100,0,329.12656,326.92145,292.344,0,0.69399375,292.7749,303.69852,29.172678,-35.746586,0,292.40732,0,0,0,0,0,7.263441e-05,0,0,0.19739114,0,1221.3835,1221.3835
342900,0,15.634567,0.27281284,11.330054,0,58.688908,0.20590153,0.316,291.65,291.15,283.15,0,0,59.91721,0.000346,59.91721,327.20526,311.61716,1896.7808,0,1159.9008,0,2100,0,330.48126,328.32248,292.3128,0,0.66281974,292.75854,303.68216,28.545221,-35.9471,0,292.37506,0,0,0,0,0,7.263441e-05,0,0,0.19738428,0,1219.818,1219.818
343800,0,15.634567,0.27281284,11.491941,0,58.751682,0.20590153,0.316,291.65,291.15,283.15,0,0,133.01642,0.000346,133.01642,328.522,311.60126,1901.5979,0,1159.3678,0,2100,0,331.87164,329.7074,292.28238,0,0.63237554,292.74265,303.66623,27.990597,-36.051846,0,292.34366,0,0,0,0,0,7.263441e-05,0,0,0.19737743,0,1292.3843,1292.3843
344700,0,15.634567,0.27281284,11.646289,0,58.818195,0.20590153,0.316,291.65,291.15,283.15,0,0,150.22318,0.000346,150.22318,329.84073,311.58533,1904.9296,0,1158.8348,0,2100,0,333.23273,331.0647,292.25247,0,0.60248494,292.72705,303.65063,27.463781,-36.149857,0,292.31287,0,0,0,0,0,7.263441e-05,0,0,0.19737057,0,1309.058,1309.058
345600,0,15.634567,0.27281284,11.793227,0,58.885567,0.22225799,0.316,291.65,291.15,283.15,0,0,149.53654,0.000346,149.53654,331.1603,311.56943,1906.863,0,1158.3019,0,2100,0,334.57596,332.4057,292.22308,0,0.57309026,292.71173,303.6353,26.845871,-35.586864,0,292.28238,0,0,0,0,0,7.263441e-05,0,0,0.19736372,0,1307.8384,1307.8384
346500,0,15.634567,0.27281284,11.92534,0,58.95822,0.22225799,0.316,291.65,291.15,283.15,0,0,152.56831,0.000346,152.56831,332.4799,311.55356,1907.9968,0,1157.7689,0,2100,0,335.90875,333.7372,292.15262,0,0.5026215,292.68576,303.60938,37.38399,-44.35413,0,292.22995,0,0,0,0,0,7.263441e-05,0,0,0.19735686,0,1310.3373,1310.3373
347400,0,15.634567,0.27281284,12.0469,0,59.031013,0.22225799,0.316,291.65,291.15,283.15,0,0,128.91283,0.000346,128.91283,333.7991,311.5377,1908.6865,0,1157.236,0,2100,0,337.23535,335.06302,292.12082,0,0.47082373,292.6684,303.59198,36.314106,-46.02293,0,292.19632,0,0,0,0,0,7.263441e-05,0,0,0.19735001,0,1286.1488,1286.1488
348300,0,15.634567,0.27281284,12.160939,0,59.093227,0.22225799,0.316,291.65,291.15,283.15,0,0,92.65033,0.000346,92.65033,334.02826,315.10052,1390.4393,0,907.70795,0,2100,0,314.77628,313.1938,292.09164,0,0.4416382,292.6531,303.57672,35.777145,-46.268093,0,292.16623,0,0,0,0,0,7.263441e-05,0,0,0.19734316,0,1000.3583,1000.3583
349200,0,15.634567,0.27281284,12.267763,0,59.150772,0.20533168,0.316,291.65,291.15,283.15,0,0,128.67426,0.000346,128.67426,333.99493,316.2336,1920.2756,0,964.3255,0,2100,0,317.72214,315.53662,292.06302,0,0.4130227,292.63824,303.56183,35.318188,-46.367752,0,292.1368,0,0,0,0,0,7.263441e-05,0,0,0.1973363,0,1092.9998,1092.9998
350100,0,15.634567,0.27281284,12.367449,0,59.207447,0.20533168,0.316,291.65,291.15,283.15,0,0,136.85376,0.000346,136.85376,333.96164,317.56354,1912.4818,0,986.8056,0,2100,0,318.90643,316.7298,292.03433,0,0.38433027,292.62347,303.5471,34.998093,-46.44134,0,292.10757,0,0,0,0,0,7.263441e-05,0,0,0.19732946,0,1123.6593,1123.6593
351000,0,15.634567,0.27281284,12.459856,0,59.26578,0.20533168,0.316,291.65,291.15,283.15,0,0,136.08656,0.000346,136.08656,333.92838,318.87622,1909.3932,0,1012.40814,0,2100,0,320.23083,318.0577,292.00482,0,0.35481998,292.60852,303.5321,34.909115,-46.666027,0,292.0779,0,0,0,0,0,7.263441e-05,0,0,0.1973226,0,1148.4948,1148.4948
351900,0,15.634567,0.27281284,12.544811,0,59.277905,0.20533168,0.316,291.65,291.15,283.15,0,0,99.071365,0.000346,99.071365,333.89514,318.9864,0,0,0,0,0,0,320.36102,319.27844,291.97495,0,0.32494244,292.5934,303.51703,34.894867,-47.038963,0,292.048,0,0,0,0,0,7.263441e-05,0,0,0.19731575,0,99.071365,99.071365
352800,0,15.634567,0.27281284,12.622338,0,59.282993,0.17833824,0.316,291.65,291.15,283.15,0,0,64.08323,0.000346,64.08323,333.86194,318.96475,0,0,0,0,0,0,320.36102,319.27844,291.94537,0,0.29537746,292.57843,303.502,34.819363,-47.45564,0,292.0183,0,0,0,0,0,7.263441e-05,0,0,0.1973089,0,64.08323,64.08323
353700,0,15.634567,0.27281284,12.692564,0,59.28585,0.17833824,0.316,291.65,291.15,283.15,0,0,63.44267,0.000346,63.44267,333.82874,318.94315,0,0,0,0,0,0,320.36102,319.27844,291.9165,0,0.26649645,292.5637,303.48727,34.649647,-47.7924,0,291.98917,0,0,0,0,0,7.263441e-05,0,0,0.19730204,0,63.44267,63.44267
354600,0,15.634567,0.27281284,12.755617,0,59.288677,0.17833824,0.316,291.65,291.15,283.15,0,0,60.90611,0.000346,60.90611,333.7956,318.92154,0,0,0,0,0,0,320.36102,319.27844,291.88797,0,0.23797165,292.54913,303.47272,34.477142,-48.07233,0,291.96033,0,0,0,0,0,7.263441e-05,0,0,0.1972952,0,60.90611,60.90611
355500,0,15.634567,0.27281284,12.810864,0,59.291393,0.17833824,0.316,291.65,291.15,283.15,0,0,61.920673,0.000346,61.920673,333.76245,318.89996,0,0,0,0,0,0,320.36102,319.27844,291.85983,0,0.20983356,292.53473,303.45834,34.27671,-48.32172,0,291.93185,0,0,0,0,0,7.263441e-05,0,0,0.19728835,0,61.920673,61.920673
356400,0,15.634567,0.27281284,12.859151,0,59.294155,0.15909037,0.316,291.65,291.15,283.15,0,0,61.9183,0.000346,61.9183,333.72934,318.8784,0,0,0,0,0,0,320.36102,319.27844,291.83215,0,0.18214813,292.52054,303.44412,34.027664,-48.53355,0,291.90375,0,0,0,0,0,7.263441e-05,0,0,0.1972815,0,61.9183,61.9183
357300,0,15.634567,0.27281284,12.900884,0,59.296616,0.15909037,0.316,291.65,291.15,283.15,0,0,61.793385,0.000346,61.793385,333.69626,318.85684,0,0,0,0,0,0,320.36102,319.27844,291.8053,0,0.1552976,292.50662,303.4302,33.63712,-48.693012,0,291.87622,0,0,0,0,0,7.263441e-05,0,0,0.19727466,0,61.793385,61.793385
358200,0,15.634567,0.27281284,12.936478,0,59.299072,0.15909037,0.316,291.65,291.15,283.15,0,0,61.096317,0.000346,61.096317,333.6632,318.83533,0,0,0,0,0,0,320.36102,319.27844,291.77957,0,0.1295696,292.4931,303.41672,33.08099,-48.701534,0,291.84955,0,0,0,0,0,7.263441e-05,0,0,0.1972678,0,61.096317,61.096317
359100,0,15.634567,0.27281284,12.965365,0,59.301502,0.15909037,0.316,291.65,291.15,283.15,0,0,61.48821,0.000346,61.48821,333.6302,318.8138,0,0,0,0,0,0,320.36102,319.27844,291.7544,0,0.10440207,292.47992,303.40353,32.528606,-48.579586,0,291.82346,0,0,0,0,0,7.263441e-05,0,0,0.19726095,0,61.48821,61.48821
360000,0,15.634567,0.27281284,12.987629,0,59.303947,0.16696258,0.316,291.65,291.15,283.15,0,0,60.724957,0.000346,60.724957,333.5972,318.79233,0,0,0,0,0,0,320.36102,319.27844,291.7289,0,0.07889842,292.46674,303.39032,32.13504,-48.472145,0,291.79727,0,0,0,0,0,7.263441e-05,0,0,0.1972541,0,60.724957,60.724957
360900,0,15.634567,0.27281284,13.004095,0,59.306484,0.16696258,0.316,291.65,291.15,283.15,0,0,60.296497,0.000346,60.296497,333.5642,318.77084,0,0,0,0,0,0,320.36102,319.27844,291.7028,0,0.052786622,292.45337,303.37695,31.893284,-48.48597,0,291.77075,0,0,0,0,0,7.263441e-05,0,0,0.19724725,0,60.296497,60.296497
361800,0,15.634567,0.27281284,13.01402,0,59.309002,0.16696258,0.316,291.65,291.15,283.15,0,0,60.731777,0.000346,60.731777,333.53128,318.7494,0,0,0,0,0,0,320.36102,319.27844,291.67664,0,0.026633363,292.43994,303.36356,31.647722,-48.587894,0,291.74417,0,0,0,0,0,7.263441e-05,0,0,0.1972404,0,60.731777,60.731777
362700,0,15.634567,0.27281284,13.017425,0,59.311535,0.16696258,0.316,291.65,291.15,283.15,0,0,60.464245,0.000346,60.464245,333.49835,318.72794,0,0,0,0,0,0,320.36102,319.27844,291.65063,0,0.00062014087,292.4266,303.35022,31.400938,-48.692867,0,291.71774,0,0,0,0,0,7.263441e-05,0,0,0.19723356,0,60.464245,60.464245
363600,0,15.634567,0.27281284,13.0174265,0,59.31406,0.2000554,0.316,291.65,291.15,283.15,0,0,60.624737,0.000346,60.624737,333.46545,318.7065,0,0,0,0,0,0,320.36102,319.27844,291.62476,0,0,292.41336,303.33694,31.158236,-48.7934,0,291.69147,0,0,0,0,0,7.263441e-05,0,0,0.1972267,0,60.624737,60.624737
364500,0,15.634567,0.27281284,13.0174265,0,59.317093,0.2000554,0.316,291.65,291.15,283.15,0,0,149.7513,0.000346,149.7513,333.4326,318.68512,0,0,0,0,0,0,320.36102,319.27844,291.599,0,0,292.40018,303.32376,30.919506,-48.889244,0,291.6653,0,0,0,0,0,7.263441e-05,0,0,0.19721986,0,149.7513,149.7513
