Time,sFH_FMU.E_to_grid,sFH_FMU.Q_DHW,sFH_FMU.Q_err_DHW,sFH_FMU.tot_vio_Kh,sFH_FMU.rev_elec,sFH_FMU.costs_elec,sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.table_HT_NT.y[1],sFH_FMU.ts_T_inside_max,sFH_FMU.ts_T_inside_min,sFH_FMU.TDem_DHW,sFH_FMU.mFlow_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.price_el,sFH_FMU.Electricity.P_el_dom,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.outputs.outputsDem.dch_DHW,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.dch_TES,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.outputs.outputsElec.res_elec
144000,0,5.7952013,0.0001708451,4.1443257,0,17.54182,0.06914037,0.376,294.15,293.65,283.15,0,986.6667,425.30902,0.000346,1411.9757,314.1489,307.28748,6997.356,0,2787.2957,0,7000,0,313.35028,305.3864,294.13428,0,0,304.8413,309.85385,2931.379,3876.9492,6953.207,300.01172,0,0,0,0,0,7.263441e-05,0,0,0.19890475,0,4199.2715,4199.2715
144900,0,5.7952013,0.0001708451,4.1443257,0,17.614492,0.06914037,0.376,294.15,293.65,283.15,0,3700,466.45288,0.000346,4166.453,314.13135,308.28107,6740.341,0,2807.606,0,7000,0,313.54843,305.87708,293.914,0,0,295.61877,303.97787,1447.9656,2195.3572,0,296.8172,0,0,0,0,0,7.263441e-05,0,0,0.19889785,0,6974.059,6974.059
145800,0,5.7952013,0.0001708451,4.1469007,0,17.735312,0.06914037,0.376,294.15,293.65,286.15,0.01,3700,494.31354,0.000346,4194.3135,314.11383,308.45572,6825.9644,0,2843.9963,0,7000,0,313.97314,306.20438,294.11548,125.13892,0,296.84665,305.57333,2264.4075,3140.9985,0,298.65564,0,0,0,0,0,7.263441e-05,0,0,0.19889094,0,7038.31,7038.31
146700,0,5.8265815,0.0001708451,4.1491594,0,17.857422,0.06914037,0.376,294.15,293.65,283.15,0,1233.3334,543.7559,0.000346,1777.0892,314.00745,309.2324,6758.3228,0,2888.3804,0,7000,0,314.51678,306.825,294.11682,0,0,296.78348,305.87378,2218.256,3086.799,0,298.56445,0,0,0,0,0,7.263441e-05,0,0,0.19888404,0,4665.4697,4665.4697
147600,0,5.8265815,0.0001708451,4.1512914,0,17.938564,0.09068869,0.376,294.15,293.65,283.15,0,3700,556.93805,0.000346,4256.938,313.99005,310.2864,6633.083,0,2939.529,0,7000,0,315.2021,307.65283,294.0289,0,0,296.06342,305.5142,1728.1863,2521.8987,0,297.49396,0,0,0,0,0,7.263441e-05,0,0,0.19887713,0,7196.4673,7196.4673
148500,0,5.8265815,0.0001708451,4.153426,0,18.102335,0.09068869,0.376,294.15,293.65,283.15,0,3700,603.71857,0.000346,4303.7188,313.97263,311.70798,6463.622,0,3006.3472,0,7000,0,316.22256,308.86615,293.83026,0,0,295.05563,304.92786,1072.6233,1742.5682,0,295.9809,0,0,0,0,0,7.263441e-05,0,0,0.19887023,0,7310.066,7310.066
149400,0,5.8265815,0.0001708451,4.1562924,0,18.266748,0.09068869,0.376,294.15,293.65,283.15,0,3700,600.5082,0.000346,4300.5083,313.95523,312.68585,6623.6616,0,2695.7285,0,6204.3984,0,316.8862,309.34766,293.6006,0,0.049408827,303.35498,314.0024,1609.1305,2187.0835,14769.674,296.8269,0,0,0,0,0,7.263441e-05,0,0,0.19886331,0,6996.237,6996.237
150300,0,5.8265815,0.0001708451,4.1596637,0,18.427729,0.09068869,0.376,294.15,293.65,283.15,0,3700,541.25256,0.000346,4241.2524,313.9378,312.49005,6744.391,0,2834.3552,0,6587.676,0,316.52258,308.84665,293.8084,0,0,307.1493,315.54,3316.0195,4088.536,11639.241,300.45706,0,0,0,0,0,7.263441e-05,0,0,0.19885641,0,7075.608,7075.608
151200,0,5.8265815,0.0001708451,4.162678,0,18.583496,0.1286568,0.376,294.15,293.65,286.15,0.01,1233.3334,520.6656,0.000346,1753.9989,313.92044,312.38257,6332.964,0,2734.725,0,6367.0967,0,316.46436,309.25665,294.16345,124.91418,0.013462708,298.76932,309.68857,3655.957,4622.627,0,301.4937,0,0,0,0,0,7.263441e-05,0,0,0.19884951,0,4488.724,4488.724
152100,0,5.8579617,0.0001708451,4.1685863,0,18.720148,0.1286568,0.376,294.15,293.65,285.15,0.003333333,0,680.42303,0.000346,680.42303,313.81424,313.27863,5564.3535,0,2501.1726,0,5792.787,0,316.64978,310.31686,294.178,27.88512,0.028007392,296.50082,307.49753,1989.6157,2836.0479,0,298.1672,0,0,0,0,0,7.263441e-05,0,0,0.1988426,0,3181.5955,3181.5955
153000,0,5.864935,0.0001708451,4.1722636,0,18.818928,0.1286568,0.376,294.15,293.65,285.15,0.003333333,0,1411.8195,0.000346,1411.8195,313.77722,314.00385,4909.72,0,2226.5671,0,5119.126,0,316.92,311.33215,293.91907,27.874683,0,295.1573,306.20203,1113.4528,1795.2769,0,296.15155,0,0,0,0,0,7.263441e-05,0,0,0.1988357,0,3638.3865,3638.3865
153900,0,5.871908,0.0001708451,4.1760254,0,18.938803,0.1286568,0.376,294.15,293.65,283.15,0,0,1689.0803,0.000346,1689.0803,313.74023,314.4693,4520.5103,0,1978.7086,0,4519.622,0,317.16336,312.01846,293.62527,0,0.02471323,302.06378,313.08624,1058.8726,1599.4689,15289.912,295.74835,0,0,0,0,0,7.263441e-05,0,0,0.1988288,0,3667.7888,3667.7888
154800,0,5.871908,0.0001708451,4.180458,0,19.067484,0.12861459,0.376,294.15,293.65,286.15,0.01,0,1580.3019,0.000346,1580.3019,313.723,313.46515,5985.323,0,2451.4553,0,5663.8784,0,316.60962,309.79758,293.79608,125.310524,0,307.1886,316.16537,3232.7,3977.4912,12452.19,300.27768,0,0,0,0,0,7.263441e-05,0,0,0.19882189,0,4031.7573,4031.7573
155700,0,5.9032884,0.0001708451,4.1828365,0,19.196974,0.12861459,0.376,294.15,293.65,283.15,0,0,1603.311,0.000346,1603.311,313.61688,312.53036,6092.14,0,2638.866,0,6117.2983,0,316.43906,309.50546,294.06476,0,0,308.24377,315.26456,3854.123,4777.185,9738.934,301.79233,0,0,0,0,0,7.263441e-05,0,0,0.19881499,0,4242.177,4242.177
156600,0,5.9032884,0.0001708451,4.1861033,0,19.329748,0.12861459,0.376,294.15,293.65,283.15,0,0,1315.5948,0.000346,1315.5948,313.5998,312.67123,5888.52,0,2627.4758,0,6082.238,0,316.51602,309.81415,294.17395,0,0.02395231,297.35553,308.17404,2619.635,3490.0403,0,299.42636,0,0,0,0,0,7.263441e-05,0,0,0.19880809,0,3943.0706,3943.0706
157500,0,5.9032884,0.0001708451,4.1885753,0,19.454342,0.12861459,0.376,294.15,293.65,283.15,0,0,567.98895,0.000346,567.98895,313.58264,313.22662,5503.4355,0,2476.1868,0,5704.464,0,316.74774,310.48416,293.93503,0,0,295.7001,306.48007,1507.3608,2199.2732,0,296.9573,0,0,0,0,0,7.263441e-05,0,0,0.19880119,0,3044.1758,3044.1758
158400,0,5.9032884,0.0001708451,4.191067,0,19.555155,0.114220895,0.376,294.15,293.65,283.15,0,0,579.32416,0.000346,579.32416,313.56552,313.64862,5316.097,0,2315.365,0,5303.148,0,316.99524,310.94485,293.61618,0,0.03383424,302.33386,312.38507,1339.315,1873.3876,13942.602,296.3015,0,0,0,0,0,7.263441e-05,0,0,0.19879428,0,2894.689,2894.689
159300,0,5.9032884,0.0001708451,4.1947556,0,19.646435,0.114220895,0.376,294.15,293.65,283.15,0,0,555.026,0.000346,555.026,313.54843,312.77368,6545.1045,0,2741.078,0,6325.301,0,316.6052,309.15607,293.72147,0,0,307.06894,315.70895,3283.991,3973.1365,11985.062,300.3059,0,0,0,0,0,7.263441e-05,0,0,0.19878738,0,3296.104,3296.104
160200,0,5.9032884,0.0001708451,4.197171,0,19.738771,0.114220895,0.376,294.15,293.65,295.15,0.017777778,0,304.75803,0.000346,304.75803,313.53134,312.33264,6479.935,0,2830.6614,0,6522.703,0,316.60272,309.22775,294.03732,888.2793,0,308.1014,315.21796,3799.6187,4681.1846,9871.752,301.6556,0,0,0,0,0,7.263441e-05,0,0,0.19878048,0,3135.4194,3135.4194
161100,0,6.126435,0.0001708451,4.2006083,0,19.824194,0.114220895,0.376,294.15,293.65,283.15,0,0,263.3762,0.000346,263.3762,312.8821,312.7161,6146.926,0,2767.0332,0,6344.7827,0,316.7684,309.77243,294.18954,0,0.03955401,297.42307,308.3064,2665.2424,3523.8503,0,299.5334,0,0,0,0,0,7.263441e-05,0,0,0.19877358,0,3030.4094,3030.4094
162000,0,6.126435,0.0001708451,4.2034335,0,19.907711,0.09742122,0.376,294.15,293.65,283.15,0,0,304.12787,0.000346,304.12787,312.86578,313.5019,5612.545,0,2558.113,0,5820.8096,0,317.07114,310.68338,293.95364,0,0,295.6822,306.60577,1488.8617,2167.7998,0,296.9388,0,0,0,0,0,7.263441e-05,0,0,0.19876668,0,2862.2407,2862.2407
162900,0,6.126435,0.0001708451,4.2061014,0,19.979368,0.09742122,0.376,294.15,293.65,286.15,0.01,0,369.24988,0.000346,369.24988,312.84918,313.93054,5424.299,0,2372.2344,0,5363.2627,0,317.32614,311.15265,293.61276,125.26778,0.037241615,302.6085,312.84866,1410.6956,1925.367,14204.739,296.44122,0,0,0,0,0,7.263441e-05,0,0,0.19875976,0,2741.4844,2741.4844
163800,0,6.157815,0.0001708451,4.2098317,0,20.053547,0.09742122,0.376,294.15,293.65,328.15,0.046666667,3700,425.36203,0.000346,4125.362,312.74374,313.0252,6601.183,0,2809.7793,0,6404.7334,0,316.8947,309.38177,293.73996,8187.8237,0,307.36932,315.99167,3391.6587,4078.1191,11960.54,300.54028,0,0,0,0,0,7.263441e-05,0,0,0.19875287,0,6935.141,6935.141
164700,0,8.385758,0.2696116,4.2123566,0,20.225086,0.09742122,0.376,294.15,293.65,283.15,0,3700,400.1829,0.000346,4100.183,308.90506,310.87872,6607.9043,0,3207.1082,0,7000,0,318.94067,311.42004,294.04156,0,0,307.60706,314.13605,3724.5532,4581.5635,9056.728,301.50934,0,0,0,0,0,7.263441e-05,0,0,0.19874597,0,7307.291,7307.291
165600,0,8.385758,0.2696116,4.215101,0,20.406305,0.09769559,0.316,291.65,291.15,283.15,0,3700,370.1684,0.000346,4070.1685,313.38373,307.09326,6261.801,0,3494.4194,0,7000,0,323.54056,316.41388,294.01428,0,2.3642824,298.98193,307.134,3053.2695,3837.1743,0,300.13614,0,0,0,0,0,7.263441e-05,0,0,0.19873907,0,7564.588,7564.588
166500,0,8.385758,0.2696116,4.6455226,0,20.593746,0.09769559,0.316,291.65,291.15,283.15,0,3700,230.00958,0.000346,3930.0095,317.80313,307.08084,6049.1504,0,3357.0342,0,6222.484,0,328.106,321.2213,292.74036,0,1.0903538,293.19223,301.34427,172.46669,260.93118,0,293.08615,0,0,0,0,0,7.263441e-05,0,0,0.19873217,0,7287.044,7287.044
167400,0,8.385758,0.2696116,4.864812,0,20.75873,0.09769559,0.316,291.65,291.15,283.15,0,2220,247.8374,0.000346,2467.8374,321.45197,307.06842,4286.5,0,2340.9136,0,4334.148,0,328.75208,323.8735,292.41312,0,0.76310956,292.82837,300.9804,40.711864,-1.3813766,0,292.4962,0,0,0,0,0,7.263441e-05,0,0,0.19872527,0,4808.751,4808.751
168300,0,8.385758,0.2696116,5.046168,0,20.866318,0.09769559,0.316,291.65,291.15,283.15,0,0,214.1111,0.000346,214.1111,323.9762,307.05603,2907.2993,0,1571.7863,0,2909.13,0,328.90387,325.595,292.34906,0,0.6990616,292.7791,300.93118,28.268206,-25.98705,0,292.41083,0,0,0,0,0,7.263441e-05,0,0,0.19871837,0,1785.8975,1785.8975
169200,0,8.385758,0.2696116,5.2164497,0,20.903128,0.06949915,0.316,291.65,291.15,283.15,0,0,150.77985,0.000346,150.77985,325.6536,307.0436,1974.5262,0,1134.8512,0,2100,0,328.9759,326.72864,292.31448,0,0.6644751,292.75958,300.91162,26.658766,-28.64069,0,292.37344,0,0,0,0,0,7.263441e-05,0,0,0.19871147,0,1285.6311,1285.6311
170100,0,8.385758,0.2696116,5.3786917,0,20.925465,0.06949915,0.316,291.65,291.15,283.15,0,0,151.44589,0.000346,151.44589,326.98328,307.03122,1897.6505,0,1134.5182,0,2100,0,330.2632,328.10345,292.2838,0,0.6338055,292.74335,300.8954,25.97956,-29.15391,0,292.3416,0,0,0,0,0,7.263441e-05,0,0,0.19870457,0,1285.964,1285.964
171000,0,8.385758,0.2696116,5.533483,0,20.9478,0.06949915,0.316,291.65,291.15,283.15,0,0,79.90397,0.000346,79.90397,328.30045,307.01886,1901.7137,0,1133.6077,0,2100,0,331.65137,329.48697,292.2547,0,0.60471463,292.72794,300.87997,25.299574,-29.350681,0,292.3113,0,0,0,0,0,7.263441e-05,0,0,0.19869767,0,1213.5116,1213.5116
171900,0,8.385758,0.2696116,5.6811113,0,20.968876,0.06949915,0.316,291.65,291.15,283.15,0,0,61.15779,0.000346,61.15779,329.61942,307.00647,1904.9684,0,1132.786,0,2100,0,333.01196,330.84387,292.22638,0,0.5763676,292.71298,300.86502,24.668613,-29.44892,0,292.28186,0,0,0,0,0,7.263441e-05,0,0,0.19869077,0,1193.9438,1193.9438
172800,0,8.385758,0.2696116,5.821666,0,20.989618,0.000654261,0.316,291.65,291.15,283.15,0,0,60.75786,0.000346,60.75786,330.93915,306.99414,1906.8698,0,1132.7194,0,2100,0,334.35504,332.18478,292.198,0,0.54800355,292.69818,300.85022,24.089918,-28.903214,0,292.25247,0,0,0,0,0,7.263441e-05,0,0,0.19868387,0,1193.4773,1193.4773
173700,0,8.385758,0.2696116,5.947542,0,20.989815,0.000654261,0.316,291.65,291.15,283.15,0,0,61.822662,0.000346,61.822662,332.25894,306.98178,1907.9879,0,1133.2523,0,2100,0,335.68784,333.5163,292.12778,0,0.4777633,292.67252,300.82455,34.769184,-37.798817,0,292.20062,0,0,0,0,0,7.263441e-05,0,0,0.19867697,0,1195.075,1195.075
174600,0,8.385758,0.2696116,6.0628977,0,20.99001,0.000654261,0.316,291.65,291.15,283.15,0,0,60.644848,0.000346,60.644848,333.5783,306.96945,1908.6699,0,1133.7853,0,2100,0,337.01453,334.84222,292.09604,0,0.446041,292.6553,300.80734,33.85988,-39.688046,0,292.16736,0,0,0,0,0,7.263441e-05,0,0,0.19867007,0,1194.4302,1194.4302
175500,0,8.385758,0.2696116,6.1707463,0,20.990227,0.000654261,0.316,291.65,291.15,283.15,0,0,61.604942,0.000346,61.604942,334.02805,311.13217,3523.5093,0,1494.061,0,3781.062,0,312.01782,308.00763,292.0669,0,0.41688365,292.64014,300.7922,33.481915,-40.162426,0,292.13754,0,0,0,0,0,7.263441e-05,0,0,0.19866318,0,1555.666,1555.666
176400,0,8.385758,0.2696116,6.27138,0,20.9904,-2.11e-05,0.316,291.65,291.15,283.15,0,0,61.528397,0.000346,61.528397,333.99472,312.63913,1791.0382,0,867.662,0,2100,0,313.9154,311.87698,292.03827,0,0.38825864,292.62537,300.77744,33.182858,-40.490376,0,292.10843,0,0,0,0,0,7.263441e-05,0,0,0.19865628,0,929.1904,929.1904
177300,0,8.385758,0.2696116,6.3649006,0,20.990395,-2.11e-05,0.316,291.65,291.15,283.15,0,0,61.679188,0.000346,61.679188,333.96143,313.9475,1925.5071,0,895.7695,0,2100,0,315.32486,313.1334,292.00995,0,0.35995802,292.6108,300.76285,32.90313,-40.80073,0,292.07965,0,0,0,0,0,7.263441e-05,0,0,0.19864938,0,957.44867,957.44867
178200,0,8.385758,0.2696116,6.4513826,0,20.99039,-2.11e-05,0.316,291.65,291.15,283.15,0,0,60.89936,0.000346,60.89936,333.92816,315.26672,1907.8271,0,921.6764,0,2100,0,316.6156,314.44427,291.98193,0,0.33194125,292.59637,300.7484,32.63575,-41.10539,0,292.05118,0,0,0,0,0,7.263441e-05,0,0,0.19864248,0,982.57574,982.57574
179100,0,8.385758,0.2696116,6.530894,0,20.990385,-2.11e-05,0.316,291.65,291.15,283.15,0,0,59.98873,0.000346,59.98873,333.89493,316.58167,1910.2236,0,948.15393,0,2100,0,317.93658,315.7625,291.9542,0,0.30418554,292.5821,300.73413,32.37911,-41.40515,0,292.02298,0,0,0,0,0,7.263441e-05,0,0,0.19863558,0,1008.14264,1008.14264
180000,0,8.385758,0.2696116,6.6034966,0,20.99038,-0.000148,0.316,291.65,291.15,283.15,0,0,60.18127,0.000346,60.18127,333.86172,317.8964,1910.1453,0,973.15826,0,2100,0,319.2504,317.07642,291.92667,0,0.27667177,292.56793,300.71997,32.132248,-41.699776,0,291.99506,0,0,0,0,0,7.263441e-05,0,0,0.1986287,0,1033.3396,1033.3396
180900,0,8.385758,0.2696116,6.669274,0,20.990376,-0.000148,0.316,291.65,291.15,283.15,0,0,60.0791,0.000346,60.0791,333.82852,317.91446,0,0,0,0,0,0,319.28867,318.20587,291.8999,0,0.24990314,292.55402,300.70605,31.75316,-41.999077,0,291.96762,0,0,0,0,0,7.263441e-05,0,0,0.1986218,0,60.0791,60.0791
181800,0,8.385758,0.2696116,6.7285647,0,20.990374,-0.000148,0.316,291.65,291.15,283.15,0,0,61.891273,0.000346,61.891273,333.79538,317.89365,0,0,0,0,0,0,319.28867,318.20587,291.87463,0,0.22462362,292.54065,300.6927,31.140179,-42.1115,0,291.9413,0,0,0,0,0,7.263441e-05,0,0,0.1986149,0,61.891273,61.891273
182700,0,8.385758,0.2696116,6.781653,0,20.990372,-0.000148,0.316,291.65,291.15,283.15,0,0,111.44521,0.000346,111.44521,333.76224,317.87286,0,0,0,0,0,0,319.28867,318.20587,291.85013,0,0.2001233,292.52768,300.67972,30.502901,-42.05878,0,291.9157,0,0,0,0,0,7.263441e-05,0,0,0.198608,0,111.44521,111.44521
183600,0,8.385758,0.2696116,6.828259,0,20.990368,-0.002216038,0.316,291.65,291.15,283.15,0,0,133.80405,0.000346,133.80405,333.72913,317.8521,0,0,0,0,0,0,319.28867,318.20587,291.82544,0,0.17542733,292.51477,300.6668,30.02474,-41.985703,0,291.8902,0,0,0,0,0,7.263441e-05,0,0,0.1986011,0,133.80405,133.80405
184500,0,8.385758,0.2696116,6.868831,0,20.990294,-0.002216038,0.316,291.65,291.15,283.15,0,0,181.24313,0.000346,181.24313,333.69604,317.83136,0,0,0,0,0,0,319.28867,318.20587,291.8,0,0.14998518,292.50168,300.65372,29.74411,-42.051914,0,291.8643,0,0,0,0,0,7.263441e-05,0,0,0.19859421,0,181.24313,181.24313
185400,0,8.385758,0.2696116,6.903114,0,20.990192,-0.002216038,0.316,291.65,291.15,283.15,0,0,223.25429,0.000346,223.25429,333.663,317.81064,0,0,0,0,0,0,319.28867,318.20587,291.77426,0,0.12425549,292.48846,300.6405,29.52104,-42.230938,0,291.83817,0,0,0,0,0,7.263441e-05,0,0,0.19858731,0,223.25429,223.25429
186300,0,8.385758,0.2696116,6.930941,0,20.99007,-0.002216038,0.316,291.65,291.15,283.15,0,0,170.7715,0.000346,170.7715,333.62997,317.78992,0,0,0,0,0,0,319.28867,318.20587,291.74835,0,0.09833877,292.47522,300.62726,29.35869,-42.465282,0,291.81198,0,0,0,0,0,7.263441e-05,0,0,0.19858041,0,170.7715,170.7715
187200,0,8.385758,0.2696116,6.952264,0,20.989975,-0.00211051,0.316,291.65,291.15,283.15,0,0,147.36366,0.000346,147.36366,333.59695,317.76923,0,0,0,0,0,0,319.28867,318.20587,291.72223,0,0.07222148,292.46194,300.61398,29.260395,-42.746567,0,291.78568,0,0,0,0,0,7.263441e-05,0,0,0.19857351,0,147.36366,147.36366
188100,0,8.385758,0.2696116,6.9670362,0,20.989897,-0.00211051,0.316,291.65,291.15,283.15,0,0,88.16313,0.000346,88.16313,333.564,317.74854,0,0,0,0,0,0,319.28867,318.20587,291.69595,0,0.045945395,292.4486,300.60065,29.209072,-43.075024,0,291.75934,0,0,0,0,0,7.263441e-05,0,0,0.19856663,0,88.16313,88.16313
189000,0,8.385758,0.2696116,6.974731,0,20.989851,-0.00211051,0.316,291.65,291.15,283.15,0,0,61.072216,0.000346,61.072216,333.53104,317.72787,0,0,0,0,0,0,319.28867,318.20587,291.6696,0,0.019584378,292.4353,300.58734,29.190971,-43.42981,0,291.73294,0,0,0,0,0,7.263441e-05,0,0,0.19855973,0,61.072216,61.072216
189900,0,8.385758,0.2696116,6.976258,0,20.989819,-0.00211051,0.316,291.65,291.15,283.15,0,0,62.16782,0.000346,62.16782,333.49814,317.7072,0,0,0,0,0,0,319.28867,318.20587,291.64304,0,0,292.42194,300.57397,29.228518,-43.80701,0,291.70645,0,0,0,0,0,7.263441e-05,0,0,0.19855283,0,62.16782,62.16782
190800,0,8.385758,0.2696116,6.976258,0,20.989786,0.000675365,0.316,291.65,291.15,283.15,0,0,63.32549,0.000346,63.32549,333.46524,317.68658,0,0,0,0,0,0,319.28867,318.20587,291.61618,0,0,292.40848,300.56052,29.34307,-44.22474,0,291.6798,0,0,0,0,0,7.263441e-05,0,0,0.19854595,0,63.32549,63.32549
191700,0,8.385758,0.2696116,6.976258,0,20.989796,0.000675365,0.316,291.65,291.15,283.15,0,0,64.20409,0.000346,64.20409,333.43237,317.66595,0,0,0,0,0,0,319.28867,318.20587,291.5889,0,0,292.3949,300.54694,29.552542,-44.702408,0,291.65286,0,0,0,0,0,7.263441e-05,0,0,0.19853905,0,64.20409,64.20409
192600,0,8.385758,0.2696116,6.976258,0,20.989807,0.000675365,0.316,291.65,291.15,283.15,0,0,65.617775,0.000346,65.617775,333.3995,317.64536,0,0,0,0,0,0,319.28867,318.20587,291.5612,0,0,292.3812,300.53323,29.824142,-45.254562,0,291.62564,0,0,0,0,0,7.263441e-05,0,0,0.19853215,0,65.617775,65.617775
193500,0,8.385758,0.2696116,6.976258,0,20.989819,0.000675365,0.316,291.65,291.15,283.15,0,0,64.96698,0.000346,64.96698,333.3667,317.6248,0,0,0,0,0,0,319.28867,318.20587,291.53345,0,0,292.3674,300.51944,30.090418,-45.83998,0,291.59833,0,0,0,0,0,7.263441e-05,0,0,0.19852526,0,64.96698,64.96698
194400,0,8.385758,0.2696116,6.976258,0,20.98983,0.07924972,0.376,291.65,291.15,283.15,0,0,188.26846,0.000346,188.26846,333.33392,317.60422,0,0,0,0,0,0,319.28867,318.20587,291.50592,0,0,292.3537,300.50574,30.28914,-46.406845,0,291.57117,0,0,0,0,0,7.263441e-05,0,0,0.19851837,0,188.26846,188.26846
195300,0,8.385758,0.2696116,6.976258,0,20.993559,0.07924972,0.376,291.65,291.15,283.15,0,0,318.05417,0.000346,318.05417,333.30115,317.58365,0,0,0,0,0,0,319.28867,318.20587,291.4788,0,0,292.34015,300.4922,30.422985,-46.90544,0,291.54425,0,0,0,0,0,7.263441e-05,0,0,0.19851148,0,318.05417,318.05417
196200,0,8.385758,0.2696116,6.976258,0,20.99986,0.07924972,0.376,291.65,291.15,283.15,0,0,2435.5999,0.000346,2435.5999,333.2684,317.5631,0,0,0,0,0,0,319.28867,318.20587,291.45175,0,0,292.32663,300.47867,30.565342,-47.355576,0,291.51746,0,0,0,0,0,7.263441e-05,0,0,0.19850458,0,2435.5999,2435.5999
197100,0,8.385758,0.2696116,6.976258,0,21.048117,0.07924972,0.376,291.65,291.15,283.15,0,0,1407.671,0.000346,1407.671,333.2357,317.5426,0,0,0,0,0,0,319.28867,318.20587,291.4247,0,0,292.31314,300.46518,30.713583,-47.796623,0,291.49066,0,0,0,0,0,7.263441e-05,0,0,0.1984977,0,1407.671,1407.671
198000,0,8.385758,0.2696116,6.976258,0,21.076006,0.18732902,0.376,291.65,291.15,300.15,0.05666667,0,1392.7963,0.000346,1392.7963,333.203,317.5221,0,0,0,0,0,0,319.28867,318.20587,291.39767,5412.0264,0,292.29965,300.4517,32.88165,-59.941406,0,291.46732,0,0,0,0,0,7.263441e-05,0,0,0.1984908,0,1392.7963,1392.7963
198900,0,9.393405,0.2696116,6.9776654,0,21.141233,0.18732902,0.376,291.65,291.15,283.15,0,0,700.2359,0.000346,700.2359,330.31097,317.50162,0,0,0,0,0,0,319.28867,318.20587,291.67465,0,0.02466401,292.341,300.49304,-8.5163355,-24.649044,0,291.5527,0,0,0,0,0,7.263441e-05,0,0,0.19848391,0,700.2359,700.2359
199800,0,9.393405,0.2696116,6.9842014,0,21.174026,0.18732902,0.376,291.65,291.15,286.15,0.01,0,2146.1685,0.000346,2146.1685,330.28204,317.48114,0,0,0,0,0,0,319.28867,318.20587,291.67105,125.42041,0.021060448,292.34393,300.49597,-8.08185,-15.366527,0,291.55533,0,0,0,0,0,7.263441e-05,0,0,0.19847701,0,2146.1685,2146.1685
200700,0,9.424786,0.2696116,6.9872293,0,21.274536,0.18732902,0.376,291.65,291.15,283.15,0,0,2324.2786,0.000346,2324.2786,330.16306,317.4607,0,0,0,0,0,0,319.28867,318.20587,291.65274,0,0.0027398595,292.33646,300.4885,-7.873283,-14.087123,0,291.53998,0,0,0,0,0,7.263441e-05,0,0,0.19847013,0,2324.2786,2324.2786
201600,0,9.424786,0.2696116,6.987278,0,21.383389,0.25944522,0.376,294.15,293.65,286.15,0.01,0,2480.7815,0.000346,2480.7815,330.13312,317.44025,0,0,0,0,0,0,319.28867,318.20587,291.63327,125.40263,2.0167232,291.50443,309.45407,-7.789153,-14.543997,24899.01,291.52173,0,0,0,0,0,7.263441e-05,0,0,0.19846323,0,2480.7815,2480.7815
202500,0,9.456165,0.2696116,7.13649,0,21.601906,0.25944522,0.376,294.15,293.65,286.15,0.01,0,1065.5397,0.000346,1065.5397,330.01425,310.89954,7245.6416,0,3196.968,0,7000,0,316.79678,308.55035,293.88474,125.500206,0,307.54715,313.8162,3764.5356,4976.434,8696.122,301.43268,0,0,0,0,0,7.263441e-05,0,0,0.19845635,0,4262.508,4262.508
203400,0,9.487545,0.2696116,7.13649,0,21.875788,0.25944522,0.376,294.15,293.65,286.15,0.01,0,411.44904,0.000346,411.44904,329.8955,309.96713,7111.436,0,3122.9893,0,7000,0,315.8074,307.7137,293.88403,125.50069,0,306.74402,312.7176,3526.6106,4697.315,8286.304,300.95493,0,0,0,0,0,7.263441e-05,0,0,0.19844945,0,3534.4382,3534.4382
