Time,sFH_FMU.E_to_grid,sFH_FMU.Q_DHW,sFH_FMU.Q_err_DHW,sFH_FMU.tot_vio_Kh,sFH_FMU.rev_elec,sFH_FMU.costs_elec,sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.table_HT_NT.y[1],sFH_FMU.ts_T_inside_max,sFH_FMU.ts_T_inside_min,sFH_FMU.TDem_DHW,sFH_FMU.mFlow_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.price_el,sFH_FMU.Electricity.P_el_dom,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.outputs.outputsDem.dch_DHW,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.dch_TES,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.outputs.outputsElec.res_elec
127800,0,5.416724,0.0001723539,7.722258,0,16.861721,0.13984251,0.376,294.15,293.65,286.15,0.01,0,378.08478,0.000346,378.08478,315.54694,306.60422,6534.8413,0,3055.7131,0,6495.1577,0,318.69742,311.25998,293.39465,125.01384,0.25533938,303.7123,308.52094,2833.5002,3711.3164,6670.3296,299.07587,674.549,0,0,0,0,7.263441e-05,0,0,0.1990291,0,2759.249,3433.798
128700,0,5.4481044,0.0001723539,7.7836704,0,16.955769,0.13984251,0.376,294.15,293.65,286.15,0.01,0,677.5684,0.000346,677.5684,315.4395,306.49225,6440.224,0,2975.796,0,6397.12,0,318.41022,311.08044,293.41446,125.4857,0.23553014,303.62906,308.389,2805.111,3675.693,6602.8315,299.03876,741.12103,0,0,0,0,7.263441e-05,0,0,0.1990222,0,2912.2432,3653.3643
129600,0,5.4794846,0.0001723539,7.8394814,0,17.054152,0.13621242,0.376,294.15,293.65,283.15,0,0,125.19764,0.000346,125.19764,315.33212,306.36478,6343.224,0,2893.901,0,6297.7466,0,318.10312,310.88376,293.43945,0,0.2105565,303.53445,308.23892,2772.0457,3634.0237,6525.8633,298.99744,858.28864,0,0,0,0,7.263441e-05,0,0,0.19901529,0,2160.8098,3019.0986
130500,0,5.4794846,0.0001723539,7.8770533,0,17.124186,0.13621242,0.376,294.15,293.65,283.15,0,0,195.2331,0.000346,195.2331,315.31375,306.22726,6222.8594,0,2790.348,0,6164.952,0,317.7446,310.6622,293.5294,0,0.12061064,303.4397,308.073,2713.9063,3597.3198,6427.1333,298.9708,959.6717,0,0,0,0,7.263441e-05,0,0,0.19900838,0,2025.9092,2985.5808
131400,0,5.4794846,0.0001723539,7.903812,0,17.190529,0.13621242,0.376,294.15,293.65,283.15,0,0,236.15202,0.000346,236.15202,315.29532,306.06442,6082.5728,0,2676.07,0,6019.927,0,317.3218,310.3991,293.55408,0,0.0959165,303.3169,307.88083,2672.7993,3549.4595,6330.8916,298.9131,982.92944,0,0,0,0,7.263441e-05,0,0,0.19900146,0,1929.2926,2912.222
132300,0,5.4794846,0.0001723539,7.926064,0,17.255175,0.13621242,0.376,294.15,293.65,289.15,0.008888889,0,286.42288,0.000346,286.42288,315.27692,305.87695,5957.711,0,2576.4727,0,5900.706,0,316.9016,310.12103,293.56665,222.48506,0.08335122,303.17258,307.66296,2629.365,3496.133,6228.8623,298.83856,938.98413,0,0,0,0,7.263441e-05,0,0,0.19899456,0,1923.9115,2862.8955
133200,0,5.535271,0.0001723539,7.9460626,0,17.320452,0.099109635,0.376,294.15,293.65,283.15,0,0,317.86353,0.000346,317.86353,315.10052,305.68564,5877.2554,0,2512.0935,0,5837.1147,0,316.5588,309.86978,293.57257,0,0.07744174,303.0238,307.44327,2586.5225,3441.39,6130.513,298.75858,879.4722,0,0,0,0,7.263441e-05,0,0,0.19898765,0,1950.485,2829.9573
134100,0,5.535271,0.0001723539,7.9626226,0,17.36923,0.099109635,0.376,294.15,293.65,283.15,0,0,391.62827,0.000346,391.62827,315.08234,305.51917,5843.985,0,2479.669,0,5817.206,0,316.3298,309.67862,293.58847,0,0.06151471,302.89548,307.25345,2544.9807,3394.642,6045.1963,298.6912,805.15393,0,0,0,0,7.263441e-05,0,0,0.19898073,0,2066.1433,2871.297
135000,0,5.535271,0.0001723539,7.977587,0,17.421286,0.099109635,0.376,294.15,293.65,283.15,0,0,353.3287,0.000346,353.3287,315.0641,305.38876,5834.32,0,2464.642,0,5817.9375,0,316.18118,309.54102,293.5918,0,0.058211673,302.79398,307.10596,2515.7515,3356.0352,5981.401,298.6359,716.55853,0,0,0,0,7.263441e-05,0,0,0.19897383,0,2101.412,2817.9707
135900,0,5.535271,0.0001723539,7.9916205,0,17.474566,0.099109635,0.376,294.15,293.65,283.15,0,0,317.6216,0.000346,317.6216,315.04587,305.29495,5838.892,0,2461.164,0,5830.2993,0,316.0959,309.4505,293.59592,0,0.054072116,302.72147,307.00024,2494.3723,3327.1929,5935.304,298.59717,615.5317,0,0,0,0,7.263441e-05,0,0,0.19896692,0,2163.254,2778.7856
136800,0,5.535271,0.0001723539,8.004495,0,17.529587,0.08444157,0.376,294.15,293.65,283.15,0,0,288.89264,0.000346,288.89264,315.02765,305.23337,5850.4023,0,2464.2124,0,5847.0225,0,316.05594,309.39746,293.601,0,0.048981875,302.6745,306.93094,2479.6743,3308.3213,5904.344,298.57278,508.28412,0,0,0,0,7.263441e-05,0,0,0.19896,0,2244.8208,2753.105
137700,0,5.535271,0.0001723539,8.027778,0,17.578144,0.08444157,0.376,294.15,293.65,283.15,0,0,163.56017,0.000346,163.56017,315.00943,305.19095,5862.634,0,2467.8105,0,5860.381,0,316.0365,309.3641,293.5434,0,0.10660097,302.6353,306.88678,2491.5608,3287.4746,5897.4224,298.539,402.27554,0,0,0,0,7.263441e-05,0,0,0.1989531,0,2229.0952,2631.3706
138600,0,5.535271,0.0001723539,8.054006,0,17.626282,0.08444157,0.376,294.15,293.65,305,0.01,0,200.70021,0.000346,200.70021,314.99124,305.1644,5871.161,0,2470.9368,0,5870.5317,0,316.02615,309.34406,293.54822,909.0952,0.101775505,302.61612,306.857,2485.112,3276.7908,5882.771,298.5309,304.91034,0,0,0,0,7.263441e-05,0,0,0.1989462,0,2366.7266,2671.637
139500,0,5.763822,0.0001723539,8.078207,0,17.67732,0.08444157,0.376,294.15,293.65,283.15,0,0,200.131,0.000346,200.131,314.32562,305.15234,5879.305,0,2475.6912,0,5880.9395,0,316.0293,309.33792,293.55762,0,0.09236884,302.60886,306.84268,2480.4797,3270.0444,5872.976,298.53104,214.93944,0,0,0,0,7.263441e-05,0,0,0.1989393,0,2460.8826,2675.822
140400,0,5.763822,0.0001723539,8.099907,0,17.730343,0.061437,0.376,294.15,293.65,283.15,0,0,195.49925,0.000346,195.49925,314.30823,305.152,5891.4995,0,2484.7483,0,5896.293,0,316.05142,309.3462,293.5678,0,0.08217604,302.61087,306.8415,2478.1306,3266.8335,5868.5293,298.5365,133.0179,0,0,0,0,7.263441e-05,0,0,0.19893238,0,2547.2295,2680.2476
141300,0,5.763822,0.0001723539,8.121545,0,17.770077,0.061437,0.376,294.15,293.65,283.15,0,0,197.04425,0.000346,197.04425,314.29056,305.16116,5908.2495,0,2497.2102,0,5914.89,0,316.09164,309.3673,293.56567,0,0.08433552,302.61896,306.8519,2482.3381,3264.2847,5871.769,298.5428,69.42454,0,0,0,0,7.263441e-05,0,0,0.19892548,0,2624.8298,2694.2544
142200,0,5.763822,0.0001723539,8.1411495,0,17.810808,0.061437,0.376,294.15,293.65,286.15,0.01,0,189.00471,0.000346,189.00471,314.27292,305.17984,5925.5835,0,2510.9023,0,5933.6147,0,316.14252,309.39847,293.578,125.15837,0.07201094,302.63638,306.87216,2483.756,3265.264,5875.7007,298.55795,33.123184,0,0,0,0,7.263441e-05,0,0,0.19891857,0,2666.784,2699.907
143100,0,5.7952023,0.0001723539,8.157112,0,17.852097,0.061437,0.376,294.15,293.65,283.15,0,0,197.52081,0.000346,197.52081,314.1664,305.20712,5942.937,0,2525.4314,0,5952.0156,0,316.20203,309.43823,293.59286,0,0.057146337,302.66098,306.90176,2486.3845,3268.3594,5882.6196,298.5781,-0,-0,-0,0,0,7.263441e-05,0,0,0.19891165,-0,2722.9524,2722.9524
144000,0,5.7952023,0.0001723539,8.169261,0,17.894045,0.06914037,0.376,294.15,293.65,283.15,0,986.6667,425.30902,0.000346,1411.9757,314.1489,305.2406,5960.473,0,2540.7046,0,5970.3687,0,316.26804,309.48428,293.60883,0,0.04116272,302.69067,306.93817,2490.0942,3273.0093,5891.955,298.6015,0,0,0,0,0,7.263441e-05,0,0,0.19890475,0,3952.6802,3952.6802
144900,0,5.7952023,0.0001723539,8.177241,0,17.96259,0.06914037,0.376,294.15,293.65,283.15,0,3700,466.45288,0.000346,4166.453,314.13138,305.28116,5988.2334,0,2565.9707,0,6004.504,0,316.35925,309.5439,293.62546,0,0.024528775,302.72598,306.98276,2495.1416,3279.3496,5904.8164,298.62827,0,0,0,0,0,7.263441e-05,0,0,0.19889785,0,6732.4233,6732.4233
145800,0,5.7952023,0.0001723539,8.181124,0,18.07925,0.06914037,0.376,294.15,293.65,286.15,0.01,3700,494.31354,0.000346,4194.3135,314.11383,305.33392,6027.1494,0,2598.389,0,6046.207,0,316.48404,309.6244,293.64282,125.13961,0.0071840663,302.771,307.04153,2502.636,3288.625,5923.905,298.66064,0,0,0,0,0,7.263441e-05,0,0,0.19889094,0,6792.7026,6792.7026
146700,0,5.826582,0.0001723539,8.181479,0,18.196936,0.06914037,0.376,294.15,293.65,283.15,0,1233.3334,543.7559,0.000346,1777.0892,314.00748,305.39774,6061.2446,0,2626.813,0,6078.3413,0,316.6116,309.71317,293.66153,0,0,302.825,307.1125,2512.292,3300.8079,5947.387,298.69873,0,0,0,0,0,7.263441e-05,0,0,0.19888404,0,4403.9023,4403.9023
147600,0,5.826582,0.0001723539,8.181479,0,18.273218,0.09068869,0.376,294.15,293.65,283.15,0,3700,556.93805,0.000346,4256.938,313.99008,305.4633,6076.9395,0,2640.9766,0,6086.8237,0,316.70734,309.79102,293.68146,0,0,302.88074,307.18457,2522.3523,3312.449,5970.0884,298.73883,0,0,0,0,0,7.263441e-05,0,0,0.19887713,0,6897.9146,6897.9146
148500,0,5.826582,0.0001723539,8.181479,0,18.429472,0.09068869,0.376,294.15,293.65,283.15,0,3700,603.71857,0.000346,4303.7188,313.97266,305.52124,6051.5522,0,2623.4482,0,6045.942,0,316.7205,309.8331,293.7663,0,0,302.9384,307.2428,2508.1445,3329.82,5970.9023,298.79517,0,0,0,0,0,7.263441e-05,0,0,0.19887023,0,6927.167,6927.167
149400,0,5.826582,0.0001723539,8.181479,0,18.58613,0.09068869,0.376,294.15,293.65,283.15,0,3700,600.5082,0.000346,4300.5083,313.95523,305.54932,5997.8843,0,2587.652,0,5984.2725,0,316.64923,309.8229,293.78986,0,0,302.96518,307.26892,2509.0557,3333.8035,5969.985,298.82053,0,0,0,0,0,7.263441e-05,0,0,0.19886331,0,6888.16,6888.16
150300,0,5.826582,0.0001723539,8.181479,0,18.741928,0.09068869,0.376,294.15,293.65,283.15,0,3700,541.25256,0.000346,4241.2524,313.93784,305.54596,5950.194,0,2557.3093,0,5938.4854,0,316.55627,309.7842,293.80823,0,0,302.96643,307.26056,2504.4268,3329.4063,5956.6494,298.82962,0,0,0,0,0,7.263441e-05,0,0,0.19885641,0,6798.562,6798.562
151200,0,5.826582,0.0001723539,8.181479,0,18.895954,0.1286568,0.376,294.15,293.65,286.15,0.01,1233.3334,520.6656,0.000346,1753.9989,313.92044,305.52972,5936.2383,0,2552.5076,0,5936.8467,0,316.51196,309.7558,293.82336,124.91376,0,302.95676,307.23938,2497.557,3320.8076,5940.6655,298.83102,0,0,0,0,0,7.263441e-05,0,0,0.19884951,0,4306.507,4306.507
152100,0,5.857962,0.0001723539,8.181479,0,19.034704,0.1286568,0.376,294.15,293.65,285.15,0.003333333,0,680.42303,0.000346,680.42303,313.81424,305.5257,5955.437,0,2568.0232,0,5962.6978,0,316.543,309.76498,293.85052,27.885403,0,302.95804,307.23303,2488.8008,3316.5156,5930.0703,298.8406,0,0,0,0,0,7.263441e-05,0,0,0.1988426,0,3248.4463,3248.4463
153000,0,5.8649354,0.0001723539,8.181479,0,19.139511,0.1286568,0.376,294.15,293.65,285.15,0.003333333,0,1411.8195,0.000346,1411.8195,313.77725,305.5404,5980.1714,0,2587.0657,0,5989.9043,0,316.60373,309.79755,293.8663,27.874893,0,302.97287,307.2487,2488.3237,3315.731,5931.2383,298.85544,0,0,0,0,0,7.263441e-05,0,0,0.1988357,0,3998.8853,3998.8853
153900,0,5.8719087,0.0001723539,8.181479,0,19.268442,0.1286568,0.376,294.15,293.65,283.15,0,0,1689.0803,0.000346,1689.0803,313.74023,305.5685,6000.011,0,2602.682,0,6008.771,0,316.6691,309.84033,293.88333,0,0,302.99857,307.27914,2490.5925,3318.486,5937.8647,298.87698,0,0,0,0,0,7.263441e-05,0,0,0.1988288,0,4291.762,4291.762
154800,0,5.8719087,0.0001723539,8.181479,0,19.40662,0.12861459,0.376,294.15,293.65,286.15,0.01,0,1580.3019,0.000346,1580.3019,313.72302,305.6007,6006.559,0,2608.2847,0,6010.6094,0,316.71426,309.87808,293.90143,125.31139,0,303.02774,307.31357,2491.868,3333.973,5945.15,298.89767,0,0,0,0,0,7.263441e-05,0,0,0.19882189,0,4188.5864,4188.5864
155700,0,5.903289,0.0001723539,8.181479,0,19.541267,0.12861459,0.376,294.15,293.65,283.15,0,0,1603.311,0.000346,1603.311,313.6169,305.6048,6007.2236,0,2606.3643,0,6005.611,0,316.71893,309.882,293.6641,0,0,303.0032,307.33176,2577.1829,3306.7263,6004.392,298.83136,0,0,0,0,0,7.263441e-05,0,0,0.19881499,0,4209.6753,4209.6753
156600,0,5.903289,0.0001723539,8.181479,0,19.676561,0.12861459,0.376,294.15,293.65,283.15,0,0,1315.5948,0.000346,1315.5948,313.59982,305.5961,6003.156,0,2602.2651,0,6000.674,0,316.7029,309.87057,293.66516,0,0,302.99802,307.32266,2576.1128,3301.339,5998.9863,298.8303,0,0,0,0,0,7.263441e-05,0,0,0.19880809,0,3917.86,3917.86
157500,0,5.903289,0.0001723539,8.181479,0,19.802505,0.12861459,0.376,294.15,293.65,283.15,0,0,567.98895,0.000346,567.98895,313.58267,305.58966,6001.237,0,2601.4407,0,6001.3066,0,316.69263,309.8625,293.67368,0,0,302.9948,307.3143,2572.8208,3297.1455,5991.775,298.8322,0,0,0,0,0,7.263441e-05,0,0,0.19880119,0,3169.4297,3169.4297
158400,0,5.903289,0.0001723539,8.181479,0,19.90455,0.114220895,0.376,294.15,293.65,283.15,0,0,579.32416,0.000346,579.32416,313.56555,305.58954,6012.888,0,2612.0264,0,6019.3423,0,316.71332,309.86993,293.68246,0,0,302.99655,307.31342,2570.7502,3294.4429,5988.179,298.83685,0,0,0,0,0,7.263441e-05,0,0,0.19879428,0,3191.3506,3191.3506
159300,0,5.903289,0.0001723539,8.181479,0,19.995924,0.114220895,0.376,294.15,293.65,283.15,0,0,555.026,0.000346,555.026,313.54846,305.602,6033.6553,0,2627.6602,0,6041.368,0,316.76443,309.8974,293.6918,0,0,303.00827,307.32715,2571.278,3294.827,5990.976,298.84723,0,0,0,0,0,7.263441e-05,0,0,0.19878738,0,3182.686,3182.686
160200,0,5.903289,0.0001723539,8.181479,0,20.08701,0.114220895,0.376,294.15,293.65,295.15,0.017777778,0,304.75803,0.000346,304.75803,313.53134,305.62387,6051.1143,0,2641.6567,0,6059.1074,0,316.81894,309.932,293.70227,888.27954,0,303.0277,307.3513,2573.663,3297.7166,5997.4966,298.8625,0,0,0,0,0,7.263441e-05,0,0,0.19878048,0,2946.4148,2946.4148
161100,0,6.1264353,0.0001723539,8.181479,0,20.171345,0.114220895,0.376,294.15,293.65,283.15,0,0,263.3762,0.000346,263.3762,312.88214,305.6518,6066.0166,0,2654.547,0,6074.082,0,316.8746,309.97073,293.7136,0,0,303.05203,307.38193,2577.1853,3302.2036,6006.263,298.8809,0,0,0,0,0,7.263441e-05,0,0,0.19877358,0,2917.9233,2917.9233
162000,0,6.1264353,0.0001723539,8.181479,0,20.254877,0.09742122,0.376,294.15,293.65,283.15,0,0,304.12787,0.000346,304.12787,312.8658,305.68298,6079.2813,0,2666.727,0,6087.3433,0,316.93042,310.01147,293.72543,0,0,303.079,307.4161,2581.1985,3308.38,6016.22,298.90076,0,0,0,0,0,7.263441e-05,0,0,0.19876668,0,2970.8547,2970.8547
162900,0,6.1264353,0.0001723539,8.181479,0,20.327385,0.09742122,0.376,294.15,293.65,286.15,0.01,0,369.24988,0.000346,369.24988,312.84924,305.71146,6093.722,0,2679.3413,0,6101.64,0,316.98544,310.05005,293.68674,125.26781,0,303.098,307.45016,2602.5034,3308.3125,6037.1143,298.90482,0,0,0,0,0,7.263441e-05,0,0,0.19875976,0,3048.5913,3048.5913
163800,0,6.1578155,0.0001723539,8.181479,0,20.401794,0.09742122,0.376,294.15,293.65,328.15,0.046666667,3700,425.36203,0.000346,4125.362,312.7438,305.74042,6107.8105,0,2691.9336,0,6115.8066,0,317.0406,310.08914,293.696,8187.4385,0,303.12296,307.48233,2606.935,3313.1575,6047.136,298.92294,0,0,0,0,0,7.263441e-05,0,0,0.19875287,0,6817.2954,6817.2954
164700,0,8.385918,0.27021334,8.181479,0,20.57231,0.09742122,0.376,294.15,293.65,283.15,0,3700,400.1829,0.000346,4100.183,308.88757,304.29962,6579.9185,0,3202.7832,0,7000,0,318.86905,311.3803,293.666,0,0,302.17847,305.8164,2403.2124,3078.7239,5046.406,298.48444,0,0,0,0,0,7.263441e-05,0,0,0.19874597,0,7302.9663,7302.9663
165600,0,8.385918,0.27021334,8.217511,0,20.753479,0.09769559,0.316,291.65,291.15,283.15,0,3700,370.1684,0.000346,4070.1685,313.36084,301.2656,6261.2974,0,3493.0288,0,7000,0,323.5179,316.3918,293.33527,0,1.68526,296.40338,301.0008,1789.1647,2277.4377,0,296.92255,0,0,0,0,0,7.263441e-05,0,0,0.19873907,0,7563.1973,7563.1973
166500,0,8.385918,0.27021334,8.50976,0,20.94093,0.09769559,0.316,291.65,291.15,283.15,0,3700,230.00958,0.000346,3930.0095,317.78073,301.25882,6056.937,0,3361.6172,0,6231.6987,0,328.09885,321.2053,292.3892,0,0.7392001,292.9321,297.52954,116.81431,152.23138,0,292.6234,0,0,0,0,0,7.263441e-05,0,0,0.19873217,0,7291.627,7291.627
167400,0,8.385918,0.27021334,8.6593895,0,21.106022,0.09769559,0.316,291.65,291.15,283.15,0,2220,247.8374,0.000346,2467.8374,321.43503,301.25098,4293.86,0,2345.104,0,4341.9067,0,328.74915,323.86218,292.1707,0,0.5206984,292.699,297.29642,34.459713,-10.91508,0,292.24304,0,0,0,0,0,7.263441e-05,0,0,0.19872527,0,4812.9414,4812.9414
168300,0,8.385918,0.27021334,8.782211,0,21.213703,0.09769559,0.316,291.65,291.15,283.15,0,0,214.1111,0.000346,214.1111,323.96408,301.2431,2913.3396,0,1575.159,0,2915.3723,0,328.90298,325.58725,292.1191,0,0.46910238,292.66235,297.2598,26.661444,-26.301262,0,292.17807,0,0,0,0,0,7.263441e-05,0,0,0.19871837,0,1789.2701,1789.2701
169200,0,8.385918,0.27021334,8.89529,0,21.25057,0.06949915,0.316,291.65,291.15,283.15,0,0,150.77985,0.000346,150.77985,325.64505,301.23526,1976.3573,0,1134.8512,0,2100,0,328.9708,326.72144,292.08636,0,0.43637952,292.64435,297.2418,25.48384,-28.06517,0,292.1433,0,0,0,0,0,7.263441e-05,0,0,0.19871147,0,1285.6311,1285.6311
170100,0,8.385918,0.27021334,9.000609,0,21.272907,0.06949915,0.316,291.65,291.15,283.15,0,0,151.44589,0.000346,151.44589,326.97513,301.22742,1897.6968,0,1134.5182,0,2100,0,330.25497,328.09518,292.0565,0,0.4064764,292.62857,297.226,24.864334,-28.483591,0,292.1123,0,0,0,0,0,7.263441e-05,0,0,0.19870457,0,1285.964,1285.964
171000,0,8.385918,0.27021334,9.09865,0,21.295242,0.06949915,0.316,291.65,291.15,283.15,0,0,79.90397,0.000346,79.90397,328.2923,301.2196,1901.7073,0,1133.6077,0,2100,0,331.6431,329.47873,292.028,0,0.3780264,292.61353,297.21097,24.207678,-28.663517,0,292.0827,0,0,0,0,0,7.263441e-05,0,0,0.19869767,0,1213.5116,1213.5116
171900,0,8.385918,0.27021334,9.189683,0,21.316319,0.06949915,0.316,291.65,291.15,283.15,0,0,61.15779,0.000346,61.15779,329.61127,301.21176,1904.9634,0,1132.786,0,2100,0,333.00375,330.83566,292.0003,0,0.3502913,292.5989,297.19632,23.595612,-28.752522,0,292.0539,0,0,0,0,0,7.263441e-05,0,0,0.19869077,0,1193.9438,1193.9438
172800,0,8.385918,0.27021334,9.273763,0,21.33706,0.000654261,0.316,291.65,291.15,283.15,0,0,60.75786,0.000346,60.75786,330.931,301.20395,1906.8632,0,1132.7194,0,2100,0,334.3468,332.17657,291.97253,0,0.32252294,292.5844,297.18185,23.035131,-28.199406,0,292.02512,0,0,0,0,0,7.263441e-05,0,0,0.19868387,0,1193.4773,1193.4773
173700,0,8.385918,0.27021334,9.343341,0,21.337257,0.000654261,0.316,291.65,291.15,283.15,0,0,61.822662,0.000346,61.822662,332.25076,301.19614,1907.9838,0,1133.2523,0,2100,0,335.67963,333.50812,291.90286,0,0.252854,292.55905,297.1565,33.699398,-37.054058,0,291.9739,0,0,0,0,0,7.263441e-05,0,0,0.19867697,0,1195.075,1195.075
174600,0,8.385918,0.27021334,9.402539,0,21.337452,0.000654261,0.316,291.65,291.15,283.15,0,0,60.644848,0.000346,60.644848,333.57016,301.18832,1908.6674,0,1133.7853,0,2100,0,337.00635,334.83408,291.8717,0,0.22168885,292.54214,297.13956,32.803375,-38.93261,0,291.9412,0,0,0,0,0,7.263441e-05,0,0,0.19867007,0,1194.4302,1194.4302
175500,0,8.385918,0.27021334,9.454369,0,21.337643,0.000654261,0.316,291.65,291.15,283.15,0,0,61.604942,0.000346,61.604942,334.0282,304.93936,3865.6082,0,1514.2311,0,3841.601,0,311.92627,307.52673,291.84308,0,0.1930839,292.52728,297.12473,32.43877,-39.395943,0,291.912,0,0,0,0,0,7.263441e-05,0,0,0.19866318,0,1575.8359,1575.8359
176400,0,8.385918,0.27021334,9.499122,0,21.337872,-2.11e-05,0.316,291.65,291.15,283.15,0,0,61.528397,0.000346,61.528397,333.99487,307.29074,2828.467,0,1141.6052,0,2867.3357,0,312.3196,309.10046,291.815,0,0.16499928,292.51282,297.11023,32.15273,-39.713387,0,291.8834,0,0,0,0,0,7.263441e-05,0,0,0.19865628,0,1203.1337,1203.1337
177300,0,8.385918,0.27021334,9.536891,0,21.337868,-2.11e-05,0.316,291.65,291.15,283.15,0,0,61.679188,0.000346,61.679188,333.96158,308.97766,2014.4103,0,840.48956,0,2100,0,312.51288,310.2202,291.78723,0,0.1372289,292.4985,297.09595,31.885576,-40.0134,0,291.8552,0,0,0,0,0,7.263441e-05,0,0,0.19864938,0,902.16876,902.16876
178200,0,8.385918,0.27021334,9.567756,0,21.337862,-2.11e-05,0.316,291.65,291.15,283.15,0,0,60.89936,0.000346,60.89936,333.9283,310.3176,1907.2626,0,863.83685,0,2100,0,313.66895,311.49823,291.75974,0,0.10973276,292.48438,297.0818,31.630352,-40.30788,0,291.82724,0,0,0,0,0,7.263441e-05,0,0,0.19864248,0,924.7362,924.7362
179100,0,8.385918,0.27021334,9.591779,0,21.337858,-2.11e-05,0.316,291.65,291.15,283.15,0,0,59.98873,0.000346,59.98873,333.89508,311.6341,1906.7623,0,890.7008,0,2100,0,315.0092,312.83905,291.73248,0,0.08248892,292.47034,297.06778,31.385487,-40.597637,0,291.7996,0,0,0,0,0,7.263441e-05,0,0,0.19863558,0,950.6895,950.6895
180000,0,8.385918,0.27021334,9.60902,0,21.337852,-0.000148,0.316,291.65,291.15,283.15,0,0,60.18127,0.000346,60.18127,333.86188,312.95044,1908.0435,0,917.4176,0,2100,0,316.3423,314.1707,291.70547,0,0.055478822,292.45648,297.0539,31.15005,-40.882427,0,291.7722,0,0,0,0,0,7.263441e-05,0,0,0.1986287,0,977.5989,977.5989
180900,0,8.385918,0.27021334,9.619578,0,21.337816,-0.000148,0.316,291.65,291.15,283.15,0,0,60.0791,0.000346,60.0791,333.82867,314.26657,1908.8693,0,943.0782,0,2100,0,317.6681,315.49554,291.6792,0,0.029208092,292.44284,297.04025,30.78275,-41.170918,0,291.74527,0,0,0,0,0,7.263441e-05,0,0,0.1986218,0,1003.1573,1003.1573
181800,0,8.385918,0.27021334,9.623714,0,21.337778,-0.000148,0.316,291.65,291.15,283.15,0,0,61.891273,0.000346,61.891273,333.79553,315.5822,1909.3921,0,966.48145,0,2100,0,318.98926,316.81613,291.65442,0,0.0044174953,292.42972,297.02713,30.181149,-41.275517,0,291.71945,0,0,0,0,0,7.263441e-05,0,0,0.1986149,0,1028.3727,1028.3727
182700,0,8.385918,0.27021334,9.623815,0,21.33774,-0.000148,0.316,291.65,291.15,283.15,0,0,111.44521,0.000346,111.44521,333.7624,316.89722,1909.7452,0,989.11066,0,2100,0,320.30746,318.13394,291.6304,0,0,292.417,297.0144,29.554482,-41.213615,0,291.69437,0,0,0,0,0,7.263441e-05,0,0,0.198608,0,1100.5559,1100.5559
183600,0,8.385918,0.27021334,9.623815,0,21.337711,-0.002216038,0.316,291.65,291.15,283.15,0,0,133.80405,0.000346,133.80405,333.72928,317.76462,0,0,0,0,0,0,321.14993,320.06726,291.60617,0,0,292.40433,297.00177,29.08609,-41.126743,0,291.66934,0,0,0,0,0,7.263441e-05,0,0,0.1986011,0,133.80405,133.80405
184500,0,8.385918,0.27021334,9.623815,0,21.337637,-0.002216038,0.316,291.65,291.15,283.15,0,0,181.24313,0.000346,181.24313,333.6962,317.74396,0,0,0,0,0,0,321.14993,320.06726,291.5812,0,0,292.39148,296.9889,28.817734,-41.189228,0,291.6439,0,0,0,0,0,7.263441e-05,0,0,0.19859421,0,181.24313,181.24313
185400,0,8.385918,0.27021334,9.623815,0,21.337538,-0.002216038,0.316,291.65,291.15,283.15,0,0,223.25429,0.000346,223.25429,333.66315,317.72327,0,0,0,0,0,0,321.14993,320.06726,291.55594,0,0,292.3785,296.97595,28.60371,-41.36202,0,291.61826,0,0,0,0,0,7.263441e-05,0,0,0.19858731,0,223.25429,223.25429
