Time,sFH_FMU.E_to_grid,sFH_FMU.Q_DHW,sFH_FMU.Q_err_DHW,sFH_FMU.tot_vio_Kh,sFH_FMU.rev_elec,sFH_FMU.costs_elec,sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.table_HT_NT.y[1],sFH_FMU.ts_T_inside_max,sFH_FMU.ts_T_inside_min,sFH_FMU.TDem_DHW,sFH_FMU.mFlow_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.price_el,sFH_FMU.Electricity.P_el_dom,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.outputs.outputsDem.dch_DHW,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.dch_TES,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.outputs.outputsElec.res_elec
301500,0,14.083159,0.2734159,13.453278,0,42.16193,0.38499954,0.376,294.15,293.65,286.15,0.01,0,3248.7395,0.000346,3248.7395,314.21674,306.17294,6356.9526,0,2902.4507,0,6352.8643,0,317.93365,310.69867,293.5656,125.48336,0.084391244,303.40802,308.00937,2700.9324,3543.3003,6382.7734,298.98102,604.6913,0,0,0,0,7.263441e-05,0,0,0.1976998,0,5546.499,6151.19
302400,0,14.114539,0.2734159,13.471935,0,42.696457,0.38508397,0.376,294.15,293.65,283.15,0,0,3447.9624,0.000346,3447.9624,314.11032,306.15256,6365.015,0,2909.0332,0,6367.604,0,317.92773,310.68356,293.5842,0,0.06581216,303.39603,307.9844,2692.4316,3530.9587,6364.7847,298.98254,593.84216,0,0,0,0,7.263441e-05,0,0,0.19769293,0,5763.1533,6356.9956
303300,0,14.114539,0.2734159,13.475327,0,43.25248,0.38508397,0.376,294.15,293.65,283.15,0,0,1459.652,0.000346,1459.652,314.09286,306.1551,6376.4927,0,2918.0354,0,6380.444,0,317.95224,310.69504,293.6675,0,0,303.40976,307.98175,2666.152,3531.8093,6342.0835,299.01318,579.49915,0,0,0,0,7.263441e-05,0,0,0.19768606,0,3798.1882,4377.6875
304200,0,14.114539,0.2734159,13.475327,0,43.618717,0.38508397,0.376,294.15,293.65,283.15,0,0,391.15167,0.000346,391.15167,314.07538,306.17102,6382.8813,0,2924.3765,0,6386.9937,0,317.9803,310.7158,293.69208,0,0,303.42725,307.99673,2663.8933,3530.019,6338.605,299.03323,577.1089,0,0,0,0,7.263441e-05,0,0,0.1976792,0,2738.4192,3315.528
305100,0,14.114539,0.2734159,13.475327,0,43.879337,0.38508397,0.376,294.15,293.65,289.15,0.008888889,0,227.52998,0.000346,227.52998,314.0579,306.19235,6386.74,0,2929.5464,0,6390.898,0,318.0089,310.74002,293.72144,222.46748,0,303.45032,308.0176,2662.0525,3527.2876,6335.561,299.0589,668.41565,0,0,0,0,7.263441e-05,0,0,0.19767234,0,2488.6606,3157.0762
306000,0,14.170326,0.2734159,13.475327,0,44.110817,0.3790268,0.376,294.15,293.65,283.15,0,0,148.87708,0.000346,148.87708,313.88245,306.21887,6387.9263,0,2933.5137,0,6392.134,0,318.03784,310.7676,293.76663,0,0,303.48062,308.04272,2657.57,3522.142,6328.371,299.0951,844.7779,0,0,0,0,7.263441e-05,0,0,0.19766548,0,2237.6128,3082.3909
306900,0,14.170326,0.2734159,13.475327,0,44.315628,0.3790268,0.376,294.15,293.65,283.15,0,0,96.346214,0.000346,96.346214,313.86517,306.25204,6385.7065,0,2935.9263,0,6389.932,0,318.0672,310.79947,293.8313,0,0,303.51862,308.07318,2647.9546,3521.2148,6317.9023,299.14047,983.5995,0,0,0,0,7.263441e-05,0,0,0.19765861,0,2048.673,3032.2725
307800,0,14.170326,0.2734159,13.475327,0,44.50898,0.3790268,0.376,294.15,293.65,283.15,0,0,125.64627,0.000346,125.64627,313.84787,306.28766,6382.0215,0,2937.5698,0,6386.127,0,318.09604,310.83252,293.87613,0,0,303.55554,308.10748,2645.053,3521.6938,6314.27,299.1795,975.2884,0,0,0,0,7.263441e-05,0,0,0.19765174,0,2087.9277,3063.216
308700,0,14.170326,0.2734159,13.475327,0,44.712406,0.3790268,0.376,294.15,293.65,283.15,0,0,1495.2413,0.000346,1495.2413,313.83057,306.32135,6378.946,0,2939.4192,0,6382.9004,0,318.12396,310.86395,293.90375,0,0,303.58762,308.14127,2645.982,3525.6184,6316.6357,299.20898,858.9838,0,0,0,0,7.263441e-05,0,0,0.19764489,0,3575.6768,4434.6606
309600,0,14.170326,0.2734159,13.475327,0,45.057556,0.3777816,0.376,294.15,293.65,283.15,0,0,2758.296,0.000346,2758.296,313.8133,306.34998,6378.1396,0,2942.2712,0,6381.993,0,318.15088,310.89178,293.91693,0,0,303.61316,308.17126,2649.5208,3530.475,6322.8237,299.22925,741.12134,0,0,0,0,7.263441e-05,0,0,0.19763802,0,4959.446,5700.5674
310500,0,14.170326,0.2734159,13.475327,0,45.531784,0.3777816,0.376,294.15,293.65,283.15,0,0,3866.4834,0.000346,3866.4834,313.79602,306.3694,6381.7456,0,2946.962,0,6385.4263,0,318.17654,310.91336,293.8634,0,0,303.6235,308.19528,2674.3186,3526.3313,6341.7607,299.22543,621.80524,0,0,0,0,7.263441e-05,0,0,0.19763117,0,6191.64,6813.4453
311400,0,14.170326,0.2734159,13.475327,0,46.122513,0.3777816,0.376,294.15,293.65,286.15,0.01,0,3706.6665,0.000346,3706.6665,313.77875,306.38556,6387.102,0,2952.6394,0,6390.942,0,318.2026,310.93332,293.86948,124.80116,0,303.63828,308.21292,2677.233,3527.1226,6345.7593,299.23737,501.144,0,0,0,0,7.263441e-05,0,0,0.1976243,0,6158.162,6659.306
312300,0,14.201706,0.2734159,13.475327,0,46.710125,0.3777816,0.376,294.15,293.65,283.15,0,0,2431.1428,0.000346,2431.1428,313.6727,306.403,6392.1987,0,2958.2178,0,6396.1265,0,318.22955,310.95444,293.87875,0,0,303.6543,308.23138,2679.2878,3528.814,6349.1504,299.25073,379.50345,0,0,0,0,7.263441e-05,0,0,0.19761744,0,5009.8574,5389.361
313200,0,14.201706,0.2734159,13.475327,0,47.19043,0.3818549,0.376,294.15,293.65,283.15,0,0,2217.0916,0.000346,2217.0916,313.65555,306.421,6397.222,0,2963.7556,0,6401.171,0,318.25684,310.976,293.8851,0,0,303.67014,308.25076,2682.1016,3531.5813,6354.0547,299.26276,257.80768,0,0,0,0,7.263441e-05,0,0,0.19761057,0,4923.0396,5180.847
314100,0,14.201706,0.2734159,13.475327,0,47.666084,0.3818549,0.376,294.15,293.65,283.15,0,0,2373.2085,0.000346,2373.2085,313.6384,306.43643,6393.9346,0,2960.823,0,6392.977,0,318.26685,310.98975,293.87997,0,0,303.6828,308.26776,2688.6663,3531.7324,6360.059,299.27078,138.26872,0,0,0,0,7.263441e-05,0,0,0.19760372,0,5195.7627,5334.0317
315000,0,14.201706,0.2734159,13.475327,0,48.16716,0.3818549,0.376,294.15,293.65,320.15,0.01,0,2305.1145,0.000346,2305.1145,313.62125,306.4448,6381.3696,0,2952.1758,0,6378.588,0,318.25195,310.98917,293.8895,1543.3553,0,303.69177,308.27542,2688.792,3530.881,6358.241,299.28055,24.72445,0,0,0,0,7.263441e-05,0,0,0.19759685,0,5232.566,5257.2905
315900,0,14.588726,0.2734159,13.475327,0,48.66862,0.3818549,0.376,294.15,293.65,283.15,0,0,1231.2179,0.000346,1231.2179,312.5077,306.4478,6372.8296,0,2947.8557,0,6372.4214,0,318.23865,310.9856,293.90326,0,0,303.69727,308.2767,2686.5466,3527.872,6352.4214,299.28983,0,0,0,0,0,7.263441e-05,0,0,0.19759,0,4179.0737,4179.0737
316800,0,14.588726,0.2734159,13.475327,0,49.067898,0.35180122,0.376,294.15,293.65,283.15,0,0,568.37085,0.000346,568.37085,312.49185,306.45343,6380.0986,0,2956.8167,0,6386.17,0,318.25687,310.9955,293.91794,0,0,303.7048,308.28134,2684.459,3525.3306,6348.3774,299.30032,0,0,0,0,0,7.263441e-05,0,0,0.19758314,0,3525.1875,3525.1875
317700,0,14.588726,0.2734159,13.475327,0,49.378708,0.35180122,0.376,294.15,293.65,283.15,0,0,2400.6592,0.000346,2400.6592,312.47556,306.4698,6398.25,0,2972.0903,0,6405.837,0,318.30698,311.02496,293.9331,0,0,303.7209,308.2986,2684.559,3525.3762,6350.0503,299.31567,0,0,0,0,0,7.263441e-05,0,0,0.19757627,0,5372.7495,5372.7495
318600,0,14.588726,0.2734159,13.475327,0,49.851852,0.35180122,0.376,294.15,293.65,286.15,0.01,0,2330.3145,0.000346,2330.3145,312.4593,306.4947,6413.7305,0,2985.811,0,6421.648,0,318.36075,311.06113,293.9493,125.14551,0,303.7439,308.3253,2686.3142,3527.6733,6355.1104,299.3354,0,0,0,0,0,7.263441e-05,0,0,0.19756941,0,5316.1255,5316.1255
319500,0,14.620106,0.2734159,13.475327,0,50.32,0.35180122,0.376,294.15,293.65,283.15,0,740,2381.9177,0.000346,3121.9177,312.3542,306.52533,6426.9478,0,2998.4849,0,6434.9707,0,318.41602,311.10135,293.9663,0,0,303.7716,308.35822,2689.1604,3531.5212,6362.3604,299.35812,0,0,0,0,0,7.263441e-05,0,0,0.19756255,0,6120.403,6120.403
320400,0,14.620106,0.2734159,13.475327,0,50.858925,0.40074396,0.376,294.15,293.65,283.15,0,3700,749.107,0.000346,4449.107,312.33804,306.5592,6438.6514,0,3010.455,0,6446.6885,0,318.47162,311.14365,293.98373,0,0,303.8019,308.39462,2692.8105,3535.0159,6370.827,299.38284,0,0,0,0,0,7.263441e-05,0,0,0.19755569,0,7459.562,7459.562
321300,0,14.620106,0.2734159,13.475327,0,51.606815,0.40074396,0.376,294.15,293.65,283.15,0,3700,522.51697,0.000346,4222.517,312.32187,306.59998,6446.953,0,3020.9631,0,6455.127,0,318.52814,311.1907,294.06534,0,0,303.84518,308.43494,2675.316,3547.5588,6366.6875,299.42938,0,0,0,0,0,7.263441e-05,0,0,0.19754884,0,7243.48,7243.48
322200,0,14.620106,0.2734159,13.475327,0,52.333008,0.40074396,0.376,294.15,293.65,283.15,0,3700,1462.8434,0.000346,5162.8433,312.30573,306.64233,6454.363,0,3030.902,0,6462.38,0,318.58414,311.23828,294.08694,0,0,303.8827,308.47992,2679.4534,3554.441,6377.0825,299.45926,0,0,0,0,0,7.263441e-05,0,0,0.19754197,0,8193.745,8193.745
323100,0,14.620106,0.2734159,13.475327,0,53.154415,0.40074396,0.376,294.15,293.65,283.15,0,3700,401.4709,0.000346,4101.4707,312.28958,306.6827,6462.4224,0,3041.1572,0,6470.369,0,318.63937,311.28433,294.10635,0,0,303.9185,308.5232,2683.9146,3560.6384,6387.4414,299.4876,0,0,0,0,0,7.263441e-05,0,0,0.19753511,0,7142.628,7142.628
324000,0,14.620106,0.2734159,13.475327,0,53.870533,0.39031804,0.376,294.15,293.65,286.15,0.01,3206.6667,378.3485,0.000346,3585.0151,312.27344,306.7218,6470.9966,0,3051.6748,0,6478.9204,0,318.69427,311.3295,294.12552,124.89585,0,303.95325,308.5651,2688.2107,3566.0906,6397.349,299.5154,0,0,0,0,0,7.263441e-05,0,0,0.19752826,0,6636.69,6636.69
324900,0,14.651486,0.2734159,13.475327,0,54.515068,0.39031804,0.376,294.15,293.65,285.15,0.003333333,0,400.31964,0.000346,400.31964,312.1685,308.28326,5856.033,0,2822.3708,0,5961.5073,0,318.93936,312.27448,293.66678,27.884441,0,294.59262,302.31317,804.4027,1373.8362,0,295.27963,0,0,0,0,0,7.263441e-05,0,0,0.1975214,0,3222.6904,3222.6904
325800,0,14.65846,0.2734159,13.477369,0,54.834656,0.39031804,0.376,294.15,293.65,285.15,0.003333333,0,529.13055,0.000346,529.13055,312.13275,308.33017,5798.426,0,2789.5881,0,5901.046,0,318.87326,312.27393,293.89816,27.873697,0,295.2804,303.3403,1212.7399,1895.1721,0,296.3297,0,0,0,0,0,7.263441e-05,0,0,0.19751453,0,3318.7188,3318.7188
326700,0,14.665433,0.2734159,13.479195,0,55.1551,0.39031804,0.376,294.15,293.65,283.15,0,0,569.70294,0.000346,569.70294,312.097,308.60428,5638.9185,0,2710.2378,0,5739.937,0,318.83057,312.41278,293.9532,0,0,295.47424,303.78134,1332.4352,2039.9924,0,296.62473,0,0,0,0,0,7.263441e-05,0,0,0.19750768,0,3279.9407,3279.9407
327600,0,14.665433,0.2734159,13.4809265,0,55.471123,0.3777605,0.376,294.15,293.65,286.15,0.01,0,610.99164,0.000346,610.99164,312.081,308.94254,5465.307,0,2630.3762,0,5570.36,0,318.82663,312.60645,293.9318,125.30255,0,295.36038,303.8447,1256.6558,1960.3315,0,296.45142,0,0,0,0,0,7.263441e-05,0,0,0.19750082,0,3241.368,3241.368
328500,0,14.696813,0.2734159,13.485376,0,55.781162,0.3777605,0.376,294.15,293.65,283.15,0,0,607.9543,0.000346,607.9543,311.97617,307.79062,5917.388,0,2793.4,0,5918.8667,0,318.71094,311.97623,294.03824,0,0,304.8496,309.76898,2999.8557,3847.3916,6823.949,300.053,0,0,0,0,0,7.263441e-05,0,0,0.19749397,0,3401.3542,3401.3542
329400,0,14.696813,0.2734159,13.485376,0,56.11024,0.3777605,0.376,294.15,293.65,283.15,0,0,757.57416,0.000346,757.57416,311.9603,307.3175,6210.608,0,2953.0444,0,6229.9453,0,318.78967,311.72125,294.0224,0,0,304.41956,309.21704,2871.723,3696.3987,6654.882,299.78024,0,0,0,0,0,7.263441e-05,0,0,0.1974871,0,3710.6187,3710.6187
330300,0,14.696813,0.2734159,13.485376,0,56.466263,0.3777605,0.376,294.15,293.65,283.15,0,0,729.5299,0.000346,729.5299,311.9444,307.0963,6405.7285,0,3063.2522,0,6426.8267,0,318.93784,311.64734,293.99808,0,0,304.24194,308.9819,2828.0168,3632.6785,6575.0464,299.66827,0,0,0,0,0,7.263441e-05,0,0,0.19748025,0,3792.7822,3792.7822
331200,0,14.696813,0.2734159,13.485376,0,56.827427,0.3294931,0.376,294.15,293.65,283.15,0,0,1414.2722,0.000346,1414.2722,311.92853,307.01505,6507.4063,0,3117.19,0,6517.0576,0,319.0509,311.64468,293.99268,0,0,304.17764,308.89728,2811.0217,3606.8257,6546.8765,299.62878,0,0,0,0,0,7.263441e-05,0,0,0.19747339,0,4531.4624,4531.4624
332100,0,14.696813,0.2734159,13.485376,0,57.20149,0.3294931,0.376,294.15,293.65,283.15,0,0,1344.7754,0.000346,1344.7754,311.91266,306.9924,6541.9263,0,3133.6777,0,6545.5903,0,319.0948,311.64926,293.998,0,0,304.16135,308.87344,2804.751,3597.5435,6536.3994,299.62155,0,0,0,0,0,7.263441e-05,0,0,0.19746654,0,4478.453,4478.453
333000,0,14.696813,0.2734159,13.485376,0,57.57047,0.3294931,0.376,294.15,293.65,295.15,0.017777778,0,1411.1261,0.000346,1411.1261,311.89682,306.98898,6547.92,0,3133.669,0,6546.8794,0,319.10373,311.6514,294.0073,888.13025,0,304.16083,308.86905,2801.8943,3593.7988,6531.0435,299.62512,0,0,0,0,0,7.263441e-05,0,0,0.19745968,0,4544.795,4544.795
333900,0,14.919959,0.2734159,13.485376,0,57.944435,0.3294931,0.376,294.15,293.65,283.15,0,0,1319.4868,0.000346,1319.4868,311.24884,306.98776,6536.7256,0,3122.7341,0,6531.6973,0,319.0824,311.64282,294.01785,0,0,304.16223,308.86603,2799.3235,3590.9067,6524.9126,299.63052,0,0,0,0,0,7.263441e-05,0,0,0.19745283,0,4442.221,4442.221
334800,0,14.919959,0.2734159,13.485376,0,58.309566,0.29741332,0.376,294.15,293.65,283.15,0,0,300.93723,0.000346,300.93723,311.23376,306.98032,6515.3037,0,3104.715,0,6507.108,0,319.03558,311.6204,294.02835,0,0,304.15875,308.85553,2795.3406,3587.3755,6515.174,299.63306,0,0,0,0,0,7.263441e-05,0,0,0.19744597,0,3405.6523,3405.6523
335700,0,14.919959,0.2734159,13.485376,0,58.56187,0.29741332,0.376,294.15,293.65,286.15,0.01,0,243.18307,0.000346,243.18307,311.2184,306.95966,6485.8853,0,3078.9768,0,6472.888,0,318.96063,311.57892,293.98767,125.25743,0,304.13892,308.83282,2806.5615,3574.943,6511.1763,299.61487,0,0,0,0,0,7.263441e-05,0,0,0.19743912,0,3322.16,3322.16
336600,0,14.95134,0.2734159,13.485376,0,58.807785,0.29741332,0.376,294.15,293.65,297.15,0.046666667,0,224.31837,0.000346,224.31837,311.1142,306.92642,6451.8755,0,3050.618,0,6437.604,0,318.86435,311.5213,293.99377,2732.6697,0,304.11456,308.79343,2798.3171,3564.1274,6490.344,299.60443,0,0,0,0,0,7.263441e-05,0,0,0.19743226,0,3274.9363,3274.9363
337500,0,15.634727,0.2734159,13.485376,0,59.052486,0.29741332,0.376,294.15,293.65,283.15,0,0,224.5999,0.000346,224.5999,309.63586,306.4977,6212.5356,0,3294.3936,0,7000,0,318.55582,311.48517,293.99936,0,0,303.91403,308.341,2768.084,3529.5972,6140.9063,299.5494,0,0,0,0,0,7.263441e-05,0,0,0.19742541,0,3518.9934,3518.9934
338400,0,15.634727,0.2734159,13.485376,0,59.326378,0.2910818,0.316,291.65,291.15,283.15,0,0,222.72186,0.000346,222.72186,314.0238,302.93246,6239.8145,0,3622.2605,0,7000,0,323.9791,316.8774,293.7127,0,2.0627124,297.10452,302.6234,2076.7825,2657.4102,0,297.87668,0,0,0,0,0,7.263441e-05,0,0,0.19741854,0,3844.9824,3844.9824
339300,0,15.634727,0.2734159,13.851519,0,59.610344,0.2910818,0.316,291.65,291.15,283.15,0,0,65.214615,0.000346,65.214615,318.41385,302.9246,5854.5,0,3314.676,0,5990.21,0,328.26688,321.60373,292.6177,0,0.9676924,293.07156,298.59045,135.26378,174.73033,0,292.8889,0,0,0,0,0,7.263441e-05,0,0,0.19741169,0,3379.8906,3379.8906
340200,0,15.634727,0.2734159,14.053147,0,59.817204,0.2910818,0.316,291.65,291.15,283.15,0,0,61.278954,0.000346,61.278954,321.92197,302.91544,4094.2725,0,2285.8801,0,4132.888,0,328.81836,324.1586,292.36847,0,0.7184585,292.80313,298.32202,40.59817,-14.729076,0,292.45132,0,0,0,0,0,7.263441e-05,0,0,0.19740483,0,2347.1592,2347.1592
341100,0,15.634727,0.2734159,14.224725,0,59.95852,0.2910818,0.316,291.65,291.15,283.15,0,0,60.145706,0.000346,60.145706,324.31906,302.90628,2744.8955,0,1515.8857,0,2741.9907,0,328.92355,325.79953,292.31244,0,0.6624363,292.76233,298.28122,31.287785,-32.458645,0,292.37936,0,0,0,0,0,7.263441e-05,0,0,0.19739799,0,1576.0314,1576.0314
342000,0,15.634727,0.2734159,14.38591,0,60.05496,0.20590153,0.316,291.65,291.15,283.15,0,0,60.94976,0.000346,60.94976,325.90494,302.89713,1935.7262,0,1160.4337,0,2100,0,329.14523,326.94214,292.27798,0,0.62799233,292.74323,298.26212,29.849194,-34.268887,0,292.34247,0,0,0,0,0,7.263441e-05,0,0,0.19739114,0,1221.3835,1221.3835
342900,0,15.634727,0.2734159,14.538929,0,60.117817,0.20590153,0.316,291.65,291.15,283.15,0,0,59.91721,0.000346,59.91721,327.22668,302.888,1896.7756,0,1159.9008,0,2100,0,330.50296,328.34418,292.24634,0,0.5963469,292.72656,298.24545,29.169577,-34.537018,0,292.30966,0,0,0,0,0,7.263441e-05,0,0,0.19738428,0,1219.818,1219.818
343800,0,15.634727,0.2734159,14.684152,0,60.180595,0.20590153,0.316,291.65,291.15,283.15,0,0,133.01642,0.000346,133.01642,328.54343,302.87888,1901.6128,0,1159.3678,0,2100,0,331.89325,329.72897,292.21555,0,0.5655396,292.71042,298.2293,28.588034,-34.660553,0,292.27786,0,0,0,0,0,7.263441e-05,0,0,0.19737743,0,1292.3843,1292.3843
344700,0,15.634727,0.2734159,14.821749,0,60.247105,0.20590153,0.316,291.65,291.15,283.15,0,0,150.22318,0.000346,150.22318,329.86218,302.86975,1904.9391,0,1158.8348,0,2100,0,333.25427,331.0862,292.18533,0,0.5353287,292.69464,298.21353,28.038368,-34.773117,0,292.2467,0,0,0,0,0,7.263441e-05,0,0,0.19737057,0,1309.058,1309.058
345600,0,15.634727,0.2734159,14.951861,0,60.314476,0.22225799,0.316,291.65,291.15,283.15,0,0,149.53654,0.000346,149.53654,331.1817,302.86066,1906.8696,0,1158.3019,0,2100,0,334.59744,332.4272,292.15564,0,0.50564665,292.67914,298.19803,27.39923,-34.224964,0,292.2159,0,0,0,0,0,7.263441e-05,0,0,0.19736372,0,1307.8384,1307.8384
346500,0,15.634727,0.2734159,15.067081,0,60.38713,0.22225799,0.316,291.65,291.15,283.15,0,0,152.56831,0.000346,152.56831,332.5013,302.85153,1908.0015,0,1157.7689,0,2100,0,335.93018,333.75864,292.08493,0,0.4349205,292.653,298.1719,37.918633,-43.005802,0,292.16318,0,0,0,0,0,7.263441e-05,0,0,0.19735686,0,1310.3373,1310.3373
347400,0,15.634727,0.2734159,15.171686,0,60.459923,0.22225799,0.316,291.65,291.15,283.15,0,0,128.91283,0.000346,128.91283,333.8205,302.84244,1908.6902,0,1157.236,0,2100,0,337.25677,335.08444,292.0529,0,0.40288854,292.6355,298.1544,36.830864,-44.691628,0,292.12927,0,0,0,0,0,7.263441e-05,0,0,0.19735001,0,1286.1488,1286.1488
348300,0,15.634727,0.2734159,15.268716,0,60.533634,0.22225799,0.316,291.65,291.15,283.15,0,0,92.65033,0.000346,92.65033,334.0281,306.92462,3503.9995,0,1488.2612,0,3567.4602,0,313.18744,309.19946,292.0235,0,0.37349513,292.62012,298.139,36.27754,-44.952065,0,292.09894,0,0,0,0,0,7.263441e-05,0,0,0.19734316,0,1580.9116,1580.9116
349200,0,15.634727,0.2734159,15.35848,0,60.609386,0.20533168,0.316,291.65,291.15,283.15,0,0,128.67426,0.000346,128.67426,333.99478,309.03702,2513.305,0,1063.3251,0,2533.9297,0,313.48175,310.6213,291.9947,0,0.34469163,292.6051,298.12402,35.80304,-45.067535,0,292.0693,0,0,0,0,0,7.263441e-05,0,0,0.1973363,0,1191.9994,1191.9994
350100,0,15.634727,0.2734159,15.441061,0,60.663673,0.20533168,0.316,291.65,291.15,283.15,0,0,136.85376,0.000346,136.85376,333.9615,310.5417,1931.947,0,890.0638,0,2100,0,313.9151,311.7163,291.96582,0,0.3158294,292.59024,298.10913,35.468098,-45.15717,0,292.0399,0,0,0,0,0,7.263441e-05,0,0,0.19732946,0,1026.9175,1026.9175
351000,0,15.634727,0.2734159,15.516324,0,60.717064,0.20533168,0.316,291.65,291.15,283.15,0,0,136.08656,0.000346,136.08656,333.92822,311.86252,1905.9796,0,916.89105,0,2100,0,315.21875,313.04953,291.93616,0,0.28616688,292.5752,298.0941,35.36503,-45.397507,0,292.01004,0,0,0,0,0,7.263441e-05,0,0,0.1973226,0,1052.9777,1052.9777
351900,0,15.634727,0.2734159,15.584115,0,60.77183,0.20533168,0.316,291.65,291.15,283.15,0,0,99.071365,0.000346,99.071365,333.895,313.17792,1907.2416,0,944.7316,0,2100,0,316.55835,314.38766,291.90616,0,0.25615218,292.56,298.0789,35.337322,-45.785892,0,291.97998,0,0,0,0,0,7.263441e-05,0,0,0.19731575,0,1043.803,1043.803
352800,0,15.634727,0.2734159,15.644429,0,60.826115,0.17833824,0.316,291.65,291.15,283.15,0,0,64.08323,0.000346,64.08323,333.8618,314.49338,1908.4106,0,971.9948,0,2100,0,317.88846,315.71643,291.87646,0,0.22646528,292.54492,298.0638,35.248806,-46.21768,0,291.95013,0,0,0,0,0,7.263441e-05,0,0,0.1973089,0,1036.078,1036.078
353700,0,15.634727,0.2734159,15.6974125,0,60.87288,0.17833824,0.316,291.65,291.15,283.15,0,0,63.44267,0.000346,63.44267,333.82858,315.8086,1909.145,0,997.3904,0,2100,0,319.21204,317.0392,291.84747,0,0.197475,292.5301,298.04898,35.066772,-46.56951,0,291.92084,0,0,0,0,0,7.263441e-05,0,0,0.19730204,0,1060.833,1060.833
354600,0,15.634727,0.2734159,15.743169,0,60.92074,0.17833824,0.316,291.65,291.15,283.15,0,0,60.90611,0.000346,60.90611,333.79544,317.12323,1909.6161,0,1022.2977,0,2100,0,320.53152,318.35815,291.81885,0,0.16885293,292.51547,298.03436,34.882427,-46.864655,0,291.8919,0,0,0,0,0,7.263441e-05,0,0,0.1972952,0,1083.2039,1083.2039
355500,0,15.634727,0.2734159,15.781843,0,60.96958,0.17833824,0.316,291.65,291.15,283.15,0,0,61.920673,0.000346,61.920673,333.7623,318.4372,1909.9393,0,1046.9459,0,2100,0,321.84833,319.67456,291.7906,0,0.1406007,292.501,298.0199,34.67055,-47.132816,0,291.86328,0,0,0,0,0,7.263441e-05,0,0,0.19728835,0,1108.8666,1108.8666
356400,0,15.634727,0.2734159,15.813287,0,61.002132,0.15909037,0.316,291.65,291.15,283.15,0,0,61.9183,0.000346,61.9183,333.7292,319.29395,0,0,0,0,0,0,322.68048,321.59772,291.76282,0,0.11282377,292.48676,298.00565,34.410164,-47.360992,0,291.83508,0,0,0,0,0,7.263441e-05,0,0,0.1972815,0,61.9183,61.9183
357300,0,15.634727,0.2734159,15.838101,0,61.004597,0.15909037,0.316,291.65,291.15,283.15,0,0,61.793385,0.000346,61.793385,333.6961,319.27206,0,0,0,0,0,0,322.68048,321.59772,291.7359,0,0.08588653,292.47278,297.99167,34.007954,-47.538994,0,291.80746,0,0,0,0,0,7.263441e-05,0,0,0.19727466,0,61.793385,61.793385
358200,0,15.634727,0.2734159,15.856335,0,61.007053,0.15909037,0.316,291.65,291.15,283.15,0,0,61.096317,0.000346,61.096317,333.66306,319.2502,0,0,0,0,0,0,322.68048,321.59772,291.7101,0,0.060122892,292.45923,297.97812,33.44076,-47.553062,0,291.78073,0,0,0,0,0,7.263441e-05,0,0,0.1972678,0,61.096317,61.096317
359100,0,15.634727,0.2734159,15.868209,0,61.009483,0.15909037,0.316,291.65,291.15,283.15,0,0,61.48821,0.000346,61.48821,333.63004,319.22836,0,0,0,0,0,0,322.68048,321.59772,291.68488,0,0.034888424,292.44598,297.96487,32.878384,-47.446827,0,291.75452,0,0,0,0,0,7.263441e-05,0,0,0.19726095,0,61.48821,61.48821
360000,0,15.634727,0.2734159,15.873748,0,61.01193,0.16696258,0.316,291.65,291.15,283.15,0,0,60.724957,0.000346,60.724957,333.59702,319.20654,0,0,0,0,0,0,322.68048,321.59772,291.65936,0,0.009348225,292.43274,297.95163,32.47287,-47.343437,0,291.7283,0,0,0,0,0,7.263441e-05,0,0,0.1972541,0,60.724957,60.724957
