Time,sFH_FMU.outputs.outputsDem.T_Air,sFH_FMU.ts_T_inside_min,sFH_FMU.ts_T_inside_max,sFH_FMU.outputs.outputsDist.t_TES,sFH_FMU.outputs.outputsDist.t_DHW,sFH_FMU.outputs.outputsGen.power_HP,sFH_FMU.outputs.outputsGen.power_rod,sFH_FMU.outputs.outputsElec.power_use_PV,sFH_FMU.outputs.outputsElec.power_to_grid_PV,sFH_FMU.outputs.outputsElec.power_to_BAT_PV,sFH_FMU.outputs.outputsElec.soc_BAT,sFH_FMU.outputs.outputsElec.res_elec,sFH_FMU.outputs.outputsTra.T_supply_UFH,sFH_FMU.outputs.outputsDist.ch_TES,sFH_FMU.outputs.outputsDist.ch_DHW,sFH_FMU.outputs.outputsGen.heat_rod,sFH_FMU.outputs.outputsGen.heat_HP,sFH_FMU.outputs.outputsGen.T_return,sFH_FMU.outputs.outputsGen.T_supply,sFH_FMU.outputs.outputsTra.T_return_UFH,sFH_FMU.outputs.outputsTra.Q_conv_UFH,sFH_FMU.outputs.outputsTra.Q_rad_UFH,sFH_FMU.outputs.outputsTra.T_panel_heating1,sFH_FMU.outputs.outputsDem.dT_vio,sFH_FMU.outputs.outputsElec.power_use_BAT,sFH_FMU.outputs.outputsElec.power_to_grid_BAT,sFH_FMU.outputs.outputsElec.power_to_BAT_from_grid,sFH_FMU.outputs.outputsElec.ch_BAT,sFH_FMU.outputs.outputsElec.dch_BAT,sFH_FMU.outputs.outputsElec.power_to_grid,sFH_FMU.outputs.outputsElec.power_from_grid,sFH_FMU.mFlow_DHW,sFH_FMU.TDem_DHW,sFH_FMU.dem_e_mob,sFH_FMU.dem_elec,sFH_FMU.table_HT_NT.y[1],sFH_FMU.table_ts_price_elec.y[1],sFH_FMU.price_el
0,291.15,291.15,291.65,303.15,303.15,1596.5125,0,0,0,0,0.3,1657.2888,293.15,0,0,0,7000,298.15,298.15,303.15,2571.6958,2628.2612,296.30627,0,1657.2888,0,0,0,1657.2888,0,0,0,283.15,0,60.77634,0.316,0.10563111,0.000346
900,291.27005,291.15,291.65,302.55994,306.0059,2914.8154,0,0,0,0,0.25033703,2976.0024,297.1013,6211.0674,0,0,7000,310.46124,317.5302,292.53583,220.82802,304.1139,291.71283,0,2976.0024,0,0,0,2976.0024,0,0,0,283.15,0,61.187057,0.316,0.10563111,0.000346
1800,291.56833,291.15,291.65,300.74634,310.47543,3199.4744,0,0,0,0,0.19999896,3259.679,297.81955,6366.019,0,0,7000,314.91327,322.15857,293.19962,584.8205,798.44324,292.7409,0,0,0,7.263441e-05,0,0,0,3259.679,0,283.15,0,60.204514,0.316,0.10563111,0.000346
2700,291.58286,291.15,291.65,299.15387,314.96738,3475.0208,0,0,0,0,0.19999202,3535.5571,300.87033,6362.2646,0,0,7000,319.31546,326.5565,297.9466,1784.3843,2020.9652,295.16058,0,0,0,7.263441e-05,0,0,0,3535.5571,0,283.15,0,60.536392,0.316,0.10563111,0.000346
3600,291.15097,291.15,291.65,298.97382,319.13116,2660.7256,0,0,0,0,0.19998507,2720.269,296.04358,5105.2407,0,0,5196.929,322.55283,328.36322,292.37335,151.20036,190.09203,291.45413,0,0,0,7.263441e-05,0,0,0,2720.269,0,283.15,0,59.54356,0.316,0.08722745,0.000346
4500,291.62296,291.15,291.65,296.58237,322.21948,1896.368,0,0,0,0,0.19997813,1957.9473,297.228,3656.785,0,0,3683.8887,324.5895,328.75137,295.6211,1147.3065,1394.8586,293.9233,0,0,0,7.263441e-05,0,0,0,1957.9473,0,283.15,0,61.579277,0.316,0.08722745,0.000346
5400,291.4643,291.15,291.65,295.2162,324.3818,1301.2051,0,0,0,0,0.19997118,1361.8992,295.70633,2515.3523,0,0,2511.9434,325.9576,328.8204,294.48773,866.6372,1042.6614,293.2019,0,0,0,7.263441e-05,0,0,0,1361.8992,0,283.15,0,60.69409,0.316,0.08722745,0.000346
6300,291.3223,291.15,291.65,294.18707,325.87262,1094.6738,0,0,0,0,0.19996424,1156.7227,294.5548,1923.3646,0,0,2100,327.05243,329.24142,293.6381,667.5488,783.75146,292.66074,0,0,0,7.263441e-05,0,0,0,1156.7227,0,283.15,0,62.048843,0.316,0.08722745,0.000346
7200,291.20926,291.15,291.65,293.4113,327.19684,1100.7412,0,0,0,0,0.1999573,1164.335,293.6888,1904.1176,0,0,2100,328.40533,330.57245,292.99664,518.7593,590.4177,292.24936,0,0,0,7.263441e-05,0,0,0,1164.335,0,283.15,0,63.593704,0.316,0.09121632,0.000346
8100,291.11877,291.15,291.65,292.82465,328.51773,1106.5688,0,0,0,0,0.19995035,1169.5544,293.03473,1905.9122,0,0,2100,329.7535,331.92267,292.51035,407.24997,445.8413,291.93533,0.031216763,0,0,7.263441e-05,0,0,0,1169.5544,0,283.15,0,62.98558,0.316,0.09121632,0.000346
9000,291.0446,291.15,291.65,292.37936,329.8388,1112.4946,0,0,0,0,0.19994342,1176.7378,292.5391,1907.3135,0,0,2100,331.0903,333.26108,292.13998,323.85806,337.51218,291.69394,0.1054044,0,0,7.263441e-05,0,0,0,1176.7378,0,283.15,0,64.24319,0.316,0.09121632,0.000346
9900,290.9834,291.15,291.65,292.03967,331.15964,1117.3405,0,0,0,0,0.19993648,1219.0082,292.1617,1908.1709,0,0,2100,332.42004,334.5918,291.8564,261.24326,256.1391,291.5072,0.16658711,0,0,7.263441e-05,0,0,0,1219.0082,0,283.15,0,101.66774,0.316,0.09121632,0.000346
10800,290.9333,291.15,291.65,291.77917,332.47995,1119.9281,0,0,0,0,0.19992954,1325.6903,291.87292,1908.7131,0,0,2100,333.7454,335.91776,291.6381,213.80186,194.87665,291.36197,0.21669772,0,0,7.263441e-05,0,0,0,1325.6903,0,283.15,0,205.76218,0.316,0.09594387,0.000346
11700,290.89212,291.15,291.65,291.5782,333.79953,1120.994,0,0,0,0,0.19992259,1342.981,291.65063,1909.0771,0,0,2100,335.06787,337.24063,291.4689,177.5915,148.75616,291.24817,0.25789136,0,0,7.263441e-05,0,0,0,1342.981,0,283.15,0,221.98691,0.316,0.09594387,0.000346
12600,291.23938,291.15,291.65,296.13916,333.9964,2517.9873,0,0,0,0,0.19991565,2735.7407,297.0789,6839.4585,0,0,7000,301.11206,308.8962,295.12653,1061.7072,1186.6887,293.36813,0,0,0,7.263441e-05,0,0,0,2735.7407,0,283.15,0,217.75328,0.316,0.09594387,0.000346
13500,291.56647,291.15,291.65,298.55695,333.96307,2601.3987,0,0,0,0,0.1999087,2738.624,299.69934,6666.344,0,0,6856.9727,303.3493,310.93643,297.06314,1513.6095,1791.4987,294.60126,0,0,0,7.263441e-05,0,0,0,2738.624,0,283.15,0,137.22528,0.316,0.09594387,0.000346
14400,291.14645,291.15,291.65,301.96906,333.9298,2105.345,0,0,0,0,0.19990176,2201.564,300.4387,5339.267,0,0,5434.2964,305.66525,311.742,294.78882,307.9989,395.51135,291.764,0.0035333135,0,0,7.263441e-05,0,0,0,2201.564,0,283.15,0,96.21907,0.316,0.07950298,0.000346
15300,291.30292,291.15,291.65,303.57153,333.89658,1833.9253,0,0,0,0,0.19989483,1895.3898,297.84598,4635.2026,0,0,4703.704,306.67462,311.95004,292.77487,379.773,535.6799,292.0644,0,0,0,7.263441e-05,0,0,0,1895.3898,0,283.15,0,61.464424,0.316,0.07950298,0.000346
16200,291.45856,291.15,291.65,304.62842,333.86337,1630.847,0,0,0,0,0.19988789,1691.8323,299.16785,4113.3774,0,0,4174.1523,307.2985,311.98,293.11154,562.54706,786.6577,292.5865,0,0,0,7.263441e-05,0,0,0,1691.8323,0,283.15,0,60.985165,0.316,0.07950298,0.000346
17100,291.61478,291.15,291.65,305.2671,333.83017,1497.0352,0,0,0,0,0.19988094,1558.7223,300.2826,3768.1804,0,0,3831.0454,307.6409,311.92957,293.57703,840.0375,1134.4861,293.29907,0,0,0,7.263441e-05,0,0,0,1558.7223,0,283.15,0,61.687206,0.316,0.07950298,0.000346
18000,291.7435,291.15,291.65,305.60184,333.797,1418.3752,0,0,0,0,0.199874,1478.8461,301.36487,3566.949,0,0,3631.5063,307.79257,311.85217,294.24496,1278.2837,1635.6293,294.3065,0.0935061,0,0,7.263441e-05,0,0,0,1478.8461,0,283.15,0,60.470894,0.316,0.083787315,0.000346
18900,291.7797,291.15,291.65,305.72256,333.76385,1360.1532,0,0,0,0,0.19986707,1420.8202,302.59985,3465.5088,0,0,3487.527,307.8224,311.76657,295.22076,1982.0149,2372.6008,295.75363,0.12967919,0,0,7.263441e-05,0,0,0,1420.8202,0,283.15,0,60.666912,0.316,0.083787315,0.000346
19800,291.59836,291.15,291.65,305.81033,333.73077,1247.6489,0,0,0,0,0.19986013,1308.3809,308.4203,3339.536,0,0,3201.345,307.9555,311.75632,302.38947,2849.542,3190.291,297.3117,0,0,0,7.263441e-05,0,0,0,1308.3809,0,283.15,0,60.73194,0.316,0.083787315,0.000346
20700,291.2898,291.15,291.65,306.55386,333.69766,1085.3773,0,0,0,0,0.19985318,1147.4655,309.2347,2983.2605,0,0,2780.6223,308.4485,311.8438,301.24686,2208.947,2383.5647,295.71878,0,0,0,7.263441e-05,0,0,0,1147.4655,0,283.15,0,62.088127,0.316,0.083787315,0.000346
21600,291.14426,291.15,291.65,307.56702,333.6646,990.745,0,0,0,0,0.19984625,1052.4009,306.3665,2495.6445,0,0,2533.5637,309.06345,311.90378,296.98907,446.40106,537.6748,292.0393,0.005744243,0,0,7.263441e-05,0,0,0,1052.4009,0,283.15,0,61.655876,0.376,0.08566567,0.000346
22500,291.2459,291.15,291.65,307.45343,333.6316,1024.199,0,0,0,0,0.19983931,1221.4386,300.3187,2570.209,0,0,2619.779,308.93896,311.8642,292.65817,318.23755,455.6042,291.88397,0,0,0,7.263441e-05,0,0,0,1221.4386,0,283.15,0,197.23967,0.376,0.08566567,0.000346
23400,291.3675,291.15,291.65,307.25998,333.59857,1063.8458,0,0,0,0,0.19983236,1416.7303,300.57028,2664.2947,0,0,2721.5408,308.79764,311.82993,292.88638,435.3684,625.70325,292.24042,0,0,0,7.263441e-05,0,0,0,1416.7303,0,283.15,0,352.88446,0.376,0.08566567,0.000346
24300,291.50278,291.15,291.65,307.05014,333.5656,1107.2605,0,0,0,0,0.19982544,3146.6667,300.90073,2768.0059,0,0,2832.8672,308.64682,311.79715,293.20187,611.06274,861.16986,292.72797,0,0,0,7.263441e-05,0,0,0,3146.6667,0,283.15,0,2039.4061,0.376,0.08566567,0.000346
25200,291.63882,291.15,291.65,306.82974,333.53265,1152.5189,0,0,0,0,0.19981849,3164.805,301.343,2877.1033,0,0,2948.9531,308.4896,311.7641,293.63443,874.4542,1173.1741,293.39212,0,0,0,7.263441e-05,0,0,0,3164.805,0.05666667,328.15,0,2012.2861,0.376,0.09130074,0.000346
26100,291.174,291.15,291.65,308.56046,325.9388,827.74915,0,0,0,0,0.19981155,1818.6583,299.93823,2064.366,0,0,2100,309.74512,312.09464,292.22964,31.538338,134.83864,291.24136,0,0,0,7.263441e-05,0,0,0,1818.6583,0,283.15,0,990.90924,0.376,0.09130074,0.000346
27000,291.5368,291.15,291.65,308.26654,325.91547,888.0921,0,0,0,0,0.19980462,2598.3494,300.97983,2212.9512,0,0,2257.6575,309.4617,311.98032,292.77948,285.98434,542.3246,292.1102,0,0,0,7.263441e-05,0,0,0,2598.3494,0.01,286.15,0,1710.2572,0.376,0.09130074,0.000346
27900,291.58484,291.15,291.65,307.82825,325.80008,833.8872,0,0,0,0,0.19979768,2992.7925,310.41833,2581.7822,0,0,2100,309.43408,312.37247,302.86273,2757.0146,3082.9514,297.1127,0,0,0,7.263441e-05,0,0,0,2992.7925,0,283.15,0,2158.9053,0.376,0.09130074,0.000346
28800,291.32114,293.65,294.15,309.20294,325.7737,2783.916,0,0,0,0,0.19979075,4570.9746,310.1988,1920.2072,0,0,7000,310.1952,312.3806,291.69016,111.894684,277.73807,291.5455,2.3288515,0,0,7.263441e-05,0,0,0,4570.9746,0.01,286.15,0,1787.0587,0.376,0.10480802,0.000346
29700,292.83154,293.65,294.15,306.40652,325.65845,2420.2012,0,0,0,0,0.1997838,2741.131,308.32288,5476.568,0,0,5536.9375,310.25937,316.49237,303.49365,2947.9656,3859.1484,298.74225,0.8184611,0,0,7.263441e-05,0,0,0,2741.131,0.01,286.15,0,320.9299,0.376,0.10480802,0.000346
30600,292.83292,293.65,294.15,305.81247,325.54327,2687.1765,0,0,0,0,0.19977687,5213.8057,307.6659,6011.8726,0,0,6069.6025,310.06558,316.90784,302.9783,2785.6802,3673.6023,298.41824,0.8170812,0,0,7.263441e-05,0,0,0,5213.8057,0.01,286.15,0,2526.6292,0.376,0.10480802,0.000346
31500,292.82266,293.65,294.15,305.59753,325.42822,2838.6362,0,26.091433,0,0,0.19976993,4577.491,307.44196,6306.109,0,0,6345.223,310.07544,317.25256,302.80804,2739.079,3605.4812,298.31454,0.8273428,0,0,7.263441e-05,0,0,0,4551.4,0.01,286.15,0,1738.855,0.376,0.10480802,0.000346
32400,292.8409,293.65,294.15,305.55316,325.31323,2882.0273,0,93.934845,0,0,0.199763,3726.0942,307.39755,6413.7637,0,0,6419.6196,310.11807,317.4177,302.7776,2724.3892,3585.129,298.30334,0.8090767,0,0,7.263441e-05,0,0,0,3632.1594,0.01,286.15,0,844.0668,0.376,0.14784135,0.000346
33300,292.80838,293.65,294.15,305.5414,325.19833,2843.7947,0,180.06738,0,0,0.19975606,5215.589,307.38464,6386.424,0,0,6365.9053,310.09137,317.3599,302.7678,2737.2373,3568.1292,298.2966,0.8416063,0,0,7.263441e-05,0,0,0,5035.5215,0,283.15,0,2371.7942,0.376,0.14784135,0.000346
34200,292.83792,293.65,294.15,305.50403,325.17245,2770.353,0,257.16345,0,0,0.19974913,3659.9568,307.33615,6298.7393,0,0,6263.6113,309.9928,317.16156,302.74496,2722.851,3551.7817,298.29727,0.8120704,0,0,7.263441e-05,0,0,0,3402.7935,0.01,286.15,0,889.6039,0.376,0.14784135,0.000346
35100,292.8656,293.65,294.15,305.43073,325.05765,2691.5576,0,317.62076,0,0,0.19974218,3088.2856,307.24622,6197.46,0,0,6158.7783,309.84665,316.90012,302.69315,2700.8186,3526.6729,298.28076,0.78440577,0,0,7.263441e-05,0,0,0,2770.6648,0,283.15,0,396.72815,0.376,0.14784135,0.000346
36000,292.8893,293.65,294.15,305.33286,325.03183,2630.9875,0,373.9794,0,0,0.19973525,3044.6648,307.1298,6117.367,0,0,6086.065,309.68982,316.65213,302.62106,2674.1465,3494.9685,298.251,0.7606883,0,0,7.263441e-05,0,0,0,2670.6853,0,283.15,0,413.67728,0.376,0.16206619,0.000346
36900,292.91043,293.65,294.15,305.23065,325.00604,2582.2117,0,427.21063,0,0,0.19972831,2806.3167,307.01007,6058.8447,0,0,6028.6064,309.54575,316.44144,302.5451,2647.0168,3461.8357,298.21774,0.7395628,0,0,7.263441e-05,0,0,0,2379.106,0,283.15,0,224.10497,0.376,0.16206619,0.000346
37800,292.93106,293.65,294.15,305.13004,324.98022,2535.2349,0,478.2235,0,0,0.19972138,2715.2483,306.89236,6002.116,0,0,5973.0654,309.4046,316.23575,302.47034,2620.3813,3429.1582,298.18497,0.71892744,0,0,7.263441e-05,0,0,0,2237.0247,0.003333333,285.15,0,180.01332,0.376,0.16206619,0.000346
38700,292.94913,293.65,294.15,305.0322,324.93472,2492.8564,0,473.15552,0,0,0.19971445,2662.1528,306.7781,5950.623,0,0,5923.99,309.2698,316.04236,302.3972,2594.8691,3398.1538,298.1519,0.70086473,0,0,7.263441e-05,0,0,0,2188.9973,0,283.15,0,169.29643,0.376,0.16206619,0.000346
39600,292.96198,293.65,294.15,304.9391,324.909,2457.4153,0,402.4631,0,0,0.19970751,3048.4312,306.6701,5907.877,0,0,5884.8887,309.14587,315.86978,302.32675,2571.6948,3369.1094,298.11826,0.6880314,0,0,7.263441e-05,0,0,0,2645.968,0,283.15,0,591.0159,0.376,0.17749403,0.000346
40500,292.97324,293.65,294.15,304.8573,324.88327,2443.5012,0,333.48584,0,0,0.19970058,5019.486,306.5759,5890.692,0,0,5880.284,309.05032,315.75464,302.2648,2551.2864,3342.7769,298.0886,0.6767559,0,0,7.263441e-05,0,0,0,4686,0,283.15,0,2575.9849,0.376,0.17749403,0.000346
41400,292.9869,293.65,294.15,304.79913,324.85757,2445.007,0,332.77588,0,0,0.19969365,6570.7275,306.50937,5897.85,0,0,5894.2754,308.99713,315.7096,302.22195,2535.4177,3321.5635,298.07047,0.66308624,0,0,7.263441e-05,0,0,0,6237.9517,0.01,286.15,0,4125.7207,0.376,0.17749403,0.000346
42300,293.0103,293.65,294.15,304.76584,324.74304,2444.2886,0,466.0157,0,0,0.1996867,7870.6343,306.4701,5902.8237,0,0,5898.495,308.9684,315.68655,302.20074,2522.817,3304.6624,298.0686,0.6396756,0,0,7.263441e-05,0,0,0,7404.6187,0.01,286.15,0,5426.3457,0.376,0.17749403,0.000346
43200,293.04788,293.65,294.15,304.74622,324.6286,2425.4724,0,699.5669,0,0,0.19967978,6636.0205,306.44366,5882.508,0,0,5869.5435,308.9361,315.6311,302.19308,2510.0603,3288.1782,298.0806,0.60210264,0,0,7.263441e-05,0,0,0,5936.4536,0,283.15,0,4210.5483,0.376,0.19994989,0.000346
44100,293.15887,293.65,294.15,304.7254,324.60312,2373.0364,0,946.25745,0,0,0.19967285,4600.8506,306.4091,5813.398,0,0,5784.9507,308.86844,315.4848,302.19388,2472.2456,3278.3865,298.11575,0.49111658,0,0,7.263441e-05,0,0,0,3654.5933,0,283.15,0,2227.8145,0.376,0.19994989,0.000346
45000,293.20798,293.65,294.15,304.67865,324.57764,2305.9602,0,1119.1788,0,0,0.1996659,4550.4023,306.34665,5717.4546,0,0,5682.7773,308.7532,315.26038,302.16672,2450.4885,3256.9932,298.12122,0.44203138,0,0,7.263441e-05,0,0,0,3431.2234,0,283.15,0,2244.442,0.376,0.19994989,0.000346
45900,293.25204,293.65,294.15,304.60504,324.55215,2250.023,0,1227.7623,0,0,0.19965898,4598.41,306.25534,5634.3677,0,0,5604.9155,308.6187,315.0313,302.1178,2424.4878,3226.2236,298.1132,0.39795318,0,0,7.263441e-05,0,0,0,3370.6477,0.008888889,289.15,0,2348.3872,0.376,0.19994989,0.000346
46800,293.30292,293.65,294.15,304.52866,324.3687,2226.2078,0,1307.3506,0,0,0.19965205,2831.0002,306.1617,5595.0645,0,0,5582.9033,308.51172,314.8796,302.06772,2395.642,3193.637,298.1062,0.34708387,0,0,7.263441e-05,0,0,0,1523.6498,0,283.15,0,604.79254,0.376,0.20429754,0.000346
47700,293.36328,293.65,294.15,304.4776,324.34344,2224.5723,0,1330.587,0,0,0.19964512,2477.0627,306.0981,5594.3105,0,0,5590.3496,308.45993,314.82693,302.03842,2368.4473,3169.188,298.11203,0.2867219,0,0,7.263441e-05,0,0,0,1146.4757,0,283.15,0,252.49046,0.376,0.20429754,0.000346
48600,293.4031,293.65,294.15,304.45483,324.31818,2231.131,0,1278.7628,0,0,0.19963819,4023.945,306.06805,5603.9736,0,0,5606.518,308.44397,314.822,302.0283,2353.8079,3153.4473,298.12253,0.24687912,0,0,7.263441e-05,0,0,0,2745.1824,0,283.15,0,1792.814,0.376,0.20429754,0.000346
49500,293.42972,293.65,294.15,304.45523,324.2929,2246.5605,0,1171.5693,0,0,0.19963124,4342.3003,306.0659,5624.816,0,0,5633.5225,308.45905,314.86078,302.0339,2347.733,3145.8794,298.13696,0.2202785,0,0,7.263441e-05,0,0,0,3170.7312,0,283.15,0,2095.74,0.376,0.20429754,0.000346
50400,293.45178,293.65,294.15,304.4766,324.26764,2271.092,0,1043.9011,0,0,0.19962431,4297.106,306.0884,5657.15,0,0,5671.9126,308.50323,314.94177,302.05533,2347.3086,3145.6987,298.15817,0.19821869,0,0,7.263441e-05,0,0,0,3253.2046,0,283.15,0,2026.0138,0.376,0.20507842,0.000346
51300,293.40668,293.65,294.15,304.51184,324.2424,2298.5176,0,900.8688,0,0,0.19961739,3760.515,306.13095,5695.381,0,0,5711.038,308.56592,315.04797,302.07953,2373.366,3142.8945,298.16528,0.24333575,0,0,7.263441e-05,0,0,0,2859.646,0,283.15,0,1461.9973,0.376,0.20507842,0.000346
52200,293.4138,293.65,294.15,304.55817,324.2172,2324.3918,0,747.65393,0,0,0.19961046,2385.8687,306.18335,5729.47,0,0,5745.462,308.63693,315.15778,302.11786,2382.404,3151.7935,298.19055,0.23620419,0,0,7.263441e-05,0,0,0,1638.2147,0.01,286.15,0,61.476746,0.376,0.20507842,0.000346
53100,293.4182,293.65,294.15,304.61176,324.10318,2349.0774,0,549.6494,0,0,0.19960353,2418.0159,306.24396,5760.406,0,0,5776.458,308.71274,315.2688,302.1612,2393.58,3163.7834,298.21738,0.23177448,0,0,7.263441e-05,0,0,0,1868.3665,0,283.15,0,68.93847,0.376,0.20507842,0.000346
54000,293.41226,293.65,294.15,304.66766,324.0781,2373.3215,0,309.5287,0,0,0.1995966,2521.6777,306.3081,5790.102,0,0,5806.083,308.78986,315.3797,302.2042,2407.7146,3179.228,298.23978,0.23773079,0,0,7.263441e-05,0,0,0,2212.149,0,283.15,0,148.35605,0.376,0.21316169,0.000346
54900,293.39386,293.65,294.15,304.72226,324.053,2397.8281,0,108.6469,0,0,0.19958967,2544.003,306.37192,5820.2246,0,0,5836.139,308.8658,315.48996,302.245,2426.297,3191.1965,298.2586,0.2561455,0,0,7.263441e-05,0,0,0,2435.356,0,283.15,0,146.17474,0.376,0.21316169,0.000346
55800,293.3991,293.65,294.15,304.7781,324.02792,2422.219,0,-0,-0,-0,0.19958274,2563.4697,306.43542,5849.635,0,0,5865.6074,308.94272,315.6003,302.2904,2437.9465,3202.4495,298.2872,0.25090155,0,0,7.263441e-05,0,0,-0,2563.4697,0.01,286.15,0,141.25066,0.376,0.21316169,0.000346
56700,293.41653,293.65,294.15,304.8377,323.91403,2445.9932,0,-0,-0,-0,0.1995758,2582.5696,306.50168,5877.2197,0,0,5893.2446,309.0221,315.7111,302.3409,2447.1458,3213.349,298.3231,0.23346488,0,0,7.263441e-05,0,0,-0,2582.5696,0,283.15,0,136.57639,0.376,0.21316169,0.000346
57600,293.4363,293.65,294.15,304.90063,323.8891,2469.1553,0,0,0,0,0.19956887,2740.231,306.57114,5903.1094,0,0,5919.1284,309.10358,315.82202,302.39432,2456.3816,3225.216,298.3614,0.21369146,0,0,7.263441e-05,0,0,0,2740.231,0,283.15,0,271.07565,0.376,0.26719078,0.000346
58500,293.45398,293.65,294.15,304.9873,323.86414,2605.4392,0,0,0,0,0.19956194,2911.9158,306.6706,6051.2656,0,0,6137.264,309.28592,316.173,302.465,2470.4666,3241.9448,298.4073,0.19602029,0,0,7.263441e-05,0,0,0,2911.9158,0,283.15,0,306.47662,0.376,0.26719078,0.000346
59400,293.47247,293.65,294.15,305.1846,323.8392,2846.887,0,0,0,0,0.19955501,3150.5657,306.90222,6352.3916,0,0,6477.782,309.69592,316.92575,302.62277,2507.9172,3284.8928,298.5009,0.17752703,0,0,7.263441e-05,0,0,0,3150.5657,0.01,286.15,0,303.6786,0.376,0.26719078,0.000346
60300,293.50214,293.65,294.15,305.50552,323.72543,3087.633,0,0,0,0,0.19954808,3419.8596,307.27286,6649.1714,0,0,6769.0313,310.2334,317.80096,302.88058,2570.271,3359.8005,298.65558,0.14785111,0,0,7.263441e-05,0,0,0,3419.8596,0,283.15,0,332.2265,0.376,0.26719078,0.000346
61200,293.54462,293.65,294.15,305.87894,323.70065,3217.9277,0,0,0,0,0.19954115,3536.979,307.69595,6807.6147,0,0,6874.509,310.7293,318.4772,303.1829,2642.294,3448.9565,298.84247,0.10537928,0,0,7.263441e-05,0,0,0,3536.979,0,283.15,0,319.05145,0.376,0.31651345,0.000346
62100,293.6564,293.65,294.15,306.2138,323.67584,3275.4287,0,0,0,0,0.19953424,3674.415,308.06433,6843.651,0,0,6896.5264,311.0902,318.87912,303.4632,2682.4995,3537.4558,299.03485,0,0,0,7.263441e-05,0,0,0,3674.415,0,283.15,0,398.9865,0.376,0.31651345,0.000346
63000,293.703,293.65,294.15,306.49072,323.65106,3326.5454,0,0,0,0,0.19952731,4797.3296,308.37054,6875.143,0,0,6918.795,311.38885,319.21362,303.6896,2732.2947,3604.8308,299.1813,0,0,0,7.263441e-05,0,0,0,4797.3296,0,283.15,986.6667,484.1174,0.376,0.31651345,0.000346
63900,293.74304,293.65,294.15,306.71793,323.62628,3365.9312,0,0,0,0,0.19952038,7546.4014,308.6217,6898.1167,0,0,6932.075,311.6322,319.4831,303.87604,2772.981,3659.1401,299.30292,0,0,0,7.263441e-05,0,0,0,7546.4014,0,283.15,3700,480.4705,0.376,0.31651345,0.000346
64800,293.7794,293.65,294.15,306.9013,323.60153,3388.239,0,0,0,0,0.19951345,7490.5815,308.82358,6905.7246,0,0,6928.5435,311.82117,319.68073,304.02744,2805.0356,3701.755,299.4035,0,0,0,7.263441e-05,0,0,0,7490.5815,0.01,292,3700,402.34268,0.376,0.3088312,0.000346
65700,293.82568,293.65,294.15,307.04413,323.31458,3396.086,0,0,0,0,0.19950652,7438.1514,308.9788,6897.9585,0,0,6913.0005,311.95825,319.809,304.1479,2824.3137,3735.6426,299.4885,0,0,0,7.263441e-05,0,0,0,7438.1514,0.003333333,285.15,3700,342.06546,0.376,0.3088312,0.000346
66600,293.85605,293.65,294.15,307.15094,323.27045,3402.2786,0,0,0,0,0.19949959,7531.8687,309.0945,6890.2466,0,0,6902.5435,312.05878,319.90073,304.23785,2840.8606,3758.8413,299.552,0,0,0,7.263441e-05,0,0,0,7531.8687,0.003333333,285.15,3700,429.5902,0.376,0.3088312,0.000346
67500,293.88293,293.65,294.15,307.2347,323.22623,3417.2708,0,0,0,0,0.19949266,7220.599,309.18524,6894.562,0,0,6909.231,312.14447,319.99133,304.30905,2853.1035,3775.8157,299.60345,0,0,0,7.263441e-05,0,0,0,7220.599,0,283.15,2960,843.32837,0.376,0.3088312,0.000346
68400,293.90765,293.65,294.15,307.3108,323.20178,3451.0142,0,0,0,0,0.19948573,4917.686,309.26855,6921.956,0,0,6943.856,312.23874,320.11676,304.37372,2862.3037,3801.909,299.6466,0,0,0,7.263441e-05,0,0,0,4917.686,0.01,286.15,0,1466.6721,0.376,0.2960626,0.000346
69300,293.67548,293.65,294.15,307.3718,323.08847,3502.98,0,0,0,0,0.1994788,5015.3867,309.35242,6982.415,0,0,7000,312.34262,320.28946,304.39462,2958.5972,3787.8152,299.6075,0,0,0,7.263441e-05,0,0,0,5015.3867,0,283.15,0,1512.4069,0.376,0.2960626,0.000346
70200,293.6817,293.65,294.15,307.4273,323.06418,3523.7063,0,0,0,0,0.19947189,4977.0327,309.41577,6992.033,0,0,7000,312.40652,320.36432,304.44125,2970.699,3798.402,299.638,0,0,0,7.263441e-05,0,0,0,4977.0327,0,283.15,0,1453.3267,0.376,0.2960626,0.000346
71100,293.6943,293.65,294.15,307.47318,323.03986,3542.561,0,0,0,0,0.19946496,4360.473,309.46567,6993.719,0,0,7000,312.4535,320.4132,304.48013,2978.2632,3807.2266,299.66574,0,0,0,7.263441e-05,0,0,0,4360.473,0,283.15,0,817.9121,0.376,0.2960626,0.000346
72000,293.7067,293.65,294.15,307.51077,323.01556,3557.5857,0,0,0,0,0.19945803,3973.355,309.5063,6994.835,0,0,7000,312.49176,320.45273,304.5124,2983.9807,3813.92,299.6896,0,0,0,7.263441e-05,0,0,0,3973.355,0,283.15,0,415.76935,0.376,0.25722918,0.000346
72900,293.7195,293.65,294.15,307.5419,322.99127,3567.0151,0,0,0,0,0.1994511,3879.3296,309.53967,6995.666,0,0,7000,312.5234,320.48532,304.53964,2988.0747,3818.9382,299.71066,0,0,0,7.263441e-05,0,0,0,3879.3296,0,283.15,0,312.31448,0.376,0.25722918,0.000346
