# #1
# double dch_TES(1344, 2)
0.000000000000000000e+00	4.678808666574934250e+03
9.000000000000000000e+02	4.678808666574934250e+03
9.000000000000000000e+02	7.046778794040951652e+02
1.800000000000000000e+03	7.046778794040951652e+02
1.800000000000000000e+03	1.608299195905914530e+03
2.700000000000000000e+03	1.608299195905914530e+03
2.700000000000000000e+03	2.848570078438904602e+03
3.600000000000000000e+03	2.848570078438904602e+03
3.600000000000000000e+03	2.685922403117130671e+03
4.500000000000000000e+03	2.685922403117130671e+03
4.500000000000000000e+03	1.966058519995380493e+03
5.400000000000000000e+03	1.966058519995380493e+03
5.400000000000000000e+03	2.477218980097910389e+03
6.300000000000000000e+03	2.477218980097910389e+03
6.300000000000000000e+03	2.468730519104166888e+03
7.200000000000000000e+03	2.468730519104166888e+03
7.200000000000000000e+03	1.640917870373535152e+03
8.100000000000000000e+03	1.640917870373535152e+03
8.100000000000000000e+03	2.571601248101605961e+03
9.000000000000000000e+03	2.571601248101605961e+03
9.000000000000000000e+03	3.122298731848597527e+03
9.900000000000000000e+03	3.122298731848597527e+03
9.900000000000000000e+03	2.275103430831804872e+03
1.080000000000000000e+04	2.275103430831804872e+03
1.080000000000000000e+04	1.662353002165406906e+03
1.170000000000000000e+04	1.662353002165406906e+03
1.170000000000000000e+04	5.560108850087155588e+03
1.260000000000000000e+04	5.560108850087155588e+03
1.260000000000000000e+04	1.866108853987650946e+03
1.350000000000000000e+04	1.866108853987650946e+03
1.350000000000000000e+04	2.504222308769356459e+03
1.440000000000000000e+04	2.504222308769356459e+03
1.440000000000000000e+04	1.562490480031739025e+03
1.530000000000000000e+04	1.562490480031739025e+03
1.530000000000000000e+04	4.404062681037120456e+03
1.620000000000000000e+04	4.404062681037120456e+03
1.620000000000000000e+04	3.666322555491758976e+03
1.710000000000000000e+04	3.666322555491758976e+03
1.710000000000000000e+04	2.201079844421008602e+03
1.800000000000000000e+04	2.201079844421008602e+03
1.800000000000000000e+04	1.491005927682115725e+03
1.890000000000000000e+04	1.491005927682115725e+03
1.890000000000000000e+04	4.502455497783213104e+03
1.980000000000000000e+04	4.502455497783213104e+03
1.980000000000000000e+04	1.058606615745346062e+03
2.070000000000000000e+04	1.058606615745346062e+03
2.070000000000000000e+04	1.216630173139739782e+03
2.160000000000000000e+04	1.216630173139739782e+03
2.160000000000000000e+04	7.105839281045073221e+02
2.250000000000000000e+04	7.105839281045073221e+02
2.250000000000000000e+04	3.224434649144307969e+03
2.340000000000000000e+04	3.224434649144307969e+03
2.340000000000000000e+04	7.324107072766637430e+02
2.430000000000000000e+04	7.324107072766637430e+02
2.430000000000000000e+04	-2.770884245840134099e+03
2.520000000000000000e+04	-2.770884245840134099e+03
2.520000000000000000e+04	4.771924106796727756e+02
2.610000000000000000e+04	4.771924106796727756e+02
2.610000000000000000e+04	3.066626921801839671e+03
2.700000000000000000e+04	3.066626921801839671e+03
2.700000000000000000e+04	5.213833696793590207e+03
2.790000000000000000e+04	5.213833696793590207e+03
2.790000000000000000e+04	6.111979353736736812e+03
2.880000000000000000e+04	6.111979353736736812e+03
2.880000000000000000e+04	4.957808270219211408e+03
2.970000000000000000e+04	4.957808270219211408e+03
2.970000000000000000e+04	8.477089577035418188e+03
3.060000000000000000e+04	8.477089577035418188e+03
3.060000000000000000e+04	7.893263907479005866e+03
3.150000000000000000e+04	7.893263907479005866e+03
3.150000000000000000e+04	7.952926063215534668e+03
3.240000000000000000e+04	7.952926063215534668e+03
3.240000000000000000e+04	7.072583466691412468e+03
3.330000000000000000e+04	7.072583466691412468e+03
3.330000000000000000e+04	6.542447421961119289e+03
3.420000000000000000e+04	6.542447421961119289e+03
3.420000000000000000e+04	5.405040349255083129e+03
3.510000000000000000e+04	5.405040349255083129e+03
3.510000000000000000e+04	5.828600105009623803e+03
