#1
double Internals(8760, 4)
0000	1	0.1	0
3600	1	0.1	0
7200	1	0.1	0
10800	1	0.1	0
14400	1	0.1	0
18000	1	0.1	0
21600	1	0.1	0
25200	0.8	0.5	1
28800	0.6	1	1
32400	0.4	0.5	1
36000	0.4	0.5	1
39600	0.4	0.5	1
43200	0.6	1	1
46800	0.8	1	1
50400	0.6	0.5	1
54000	0.4	0.5	1
57600	0.4	0.5	1
61200	0.6	1	1
64800	0.8	1	1
68400	0.8	1	0
72000	0.8	1	0
75600	0.8	0.5	0
79200	1	0.5	0
82800	1	0.5	0
86400	1	0.1	0
90000	1	0.1	0
93600	1	0.1	0
97200	1	0.1	0
100800	1	0.1	0
104400	1	0.1	0
108000	1	0.1	0
111600	0.8	0.5	1
115200	0.6	1	1
118800	0.4	0.5	1
122400	0.4	0.5	1
126000	0.4	0.5	1
129600	0.6	1	1
133200	0.8	1	1
136800	0.6	0.5	1
140400	0.4	0.5	1
144000	0.4	0.5	1
147600	0.6	1	1
151200	0.8	1	1
154800	0.8	1	0
158400	0.8	1	0
162000	0.8	0.5	0
165600	1	0.5	0
169200	1	0.5	0
172800	1	0.1	0
176400	1	0.1	0
180000	1	0.1	0
183600	1	0.1	0
187200	1	0.1	0
190800	1	0.1	0
194400	1	0.1	0
198000	0.8	0.5	1
201600	0.6	1	1
205200	0.4	0.5	1
208800	0.4	0.5	1
212400	0.4	0.5	1
216000	0.6	1	1
219600	0.8	1	1
223200	0.6	0.5	1
226800	0.4	0.5	1
230400	0.4	0.5	1
234000	0.6	1	1
237600	0.8	1	1
241200	0.8	1	0
244800	0.8	1	0
248400	0.8	0.5	0
252000	1	0.5	0
255600	1	0.5	0
259200	1	0.1	0
262800	1	0.1	0
266400	1	0.1	0
270000	1	0.1	0
273600	1	0.1	0
277200	1	0.1	0
280800	1	0.1	0
284400	0.8	0.5	1
288000	0.6	1	1
291600	0.4	0.5	1
295200	0.4	0.5	1
298800	0.4	0.5	1
302400	0.6	1	1
306000	0.8	1	1
309600	0.6	0.5	1
313200	0.4	0.5	1
316800	0.4	0.5	1
320400	0.6	1	1
324000	0.8	1	1
327600	0.8	1	0
331200	0.8	1	0
334800	0.8	0.5	0
338400	1	0.5	0
342000	1	0.5	0
345600	1	0.1	0
349200	1	0.1	0
352800	1	0.1	0
356400	1	0.1	0
360000	1	0.1	0
363600	1	0.1	0
367200	1	0.1	0
370800	0.8	0.5	1
374400	0.6	1	1
378000	0.4	0.5	1
381600	0.4	0.5	1
385200	0.4	0.5	1
388800	0.6	1	1
392400	0.8	1	1
396000	0.6	0.5	1
399600	0.4	0.5	1
403200	0.4	0.5	1
406800	0.6	1	1
410400	0.8	1	1
414000	0.8	1	0
417600	0.8	1	0
421200	0.8	0.5	0
424800	1	0.5	0
428400	1	0.5	0
432000	1	0.1	0
435600	1	0.1	0
439200	1	0.1	0
442800	1	0.1	0
446400	1	0.1	0
450000	1	0.1	0
453600	1	0.1	0
457200	1	0.1	0
460800	0.8	0.5	0.5
464400	0.6	0.5	1
468000	0.4	0.5	1
471600	0.4	0.5	1
475200	0.6	1	1
478800	0.8	1	1
482400	0.6	0.5	1
486000	0.4	0.5	1
489600	0.4	0.5	1
493200	0.6	1	1
496800	0.8	1	1
500400	0.8	1	1
504000	0.8	1	1
507600	0.8	0.5	0
511200	0.8	0.5	0
514800	0.8	0.5	0
518400	1	0.1	0
522000	1	0.1	0
525600	1	0.1	0
529200	1	0.1	0
532800	1	0.1	0
536400	1	0.1	0
540000	1	0.1	0
543600	1	0.1	0
547200	0.8	0.5	0.5
550800	0.6	0.5	1
554400	0.4	0.5	1
558000	0.4	0.5	1
561600	0.6	1	1
565200	0.8	1	1
568800	0.6	0.5	1
572400	0.4	0.5	1
576000	0.4	0.5	1
579600	0.6	1	1
583200	0.8	1	1
586800	0.8	1	1
590400	0.8	1	1
594000	0.8	0.5	0
597600	0.8	0.5	0
601200	0.8	0.5	0
604800	1	0.1	0
608400	1	0.1	0
612000	1	0.1	0
615600	1	0.1	0
619200	1	0.1	0
622800	1	0.1	0
626400	1	0.1	0
630000	0.8	0.5	1
633600	0.6	1	1
