Electricity.Timestep;Sum [kWh]
77310;0.679178171
77325;0.563088964
77340;0.584186151
77355;0.580867839
77370;0.608604494
77385;0.661857122
77400;0.606650718
77415;0.115804586
77430;0.085154412
77445;0.093939259
77460;0.125734764
77475;0.150368818
77490;0.199476852
77505;0.382521221
77520;0.361460706
77535;0.366643068
77550;0.166001198
77565;0.089861221
77580;0.089011062
77595;0.084781357
77610;0.346438073
77625;0.519446973
77640;0.512226142
77655;0.546155843
77670;0.362015614
77685;0.046560682
77700;0.033242004
77715;0.018874991
77730;0.015506734
77745;0.01497438
77760;0.01554574
77775;0.015301078
77790;0.015171168
77805;0.015086588
77820;0.014986853
77835;0.015475892
77850;0.015126785
77865;0.015069564
77880;0.015422553
77895;0.015489915
77910;0.022968498
77925;0.037508561
77940;0.037628397
77955;0.041192799
77970;0.05475197
77985;0.033398436
78000;0.03239745
78015;0.02992861
78030;0.015165677
78045;0.015918545
78060;0.015828306
78075;0.015985128
78090;0.01622812
78105;0.016103227
78120;0.0155005
78135;0.01549279
78150;0.019325245
78165;0.066520222
78180;0.278701015
78195;0.44622336
78210;0.251593904
78225;0.137032417
78240;0.341598562
78255;0.159703386
78270;0.098694245
78285;0.070932183
78300;0.054680251
78315;0.046967351
78330;0.040035593
78345;0.049365841
78360;0.03176618
78375;0.031122871
78390;0.035251967
78405;0.035466658
78420;0.03091045
78435;0.03968503
78450;0.036813469
78465;0.034055647
78480;0.04108841
78495;0.339472451
78510;0.824538612
78525;0.514218034
78540;0.085933289
78555;0.053934703
78570;0.0549107
78585;0.037543933
78600;0.054695279
78615;0.551785165
78630;0.091421226
78645;0.099980369
78660;0.114923882
78675;0.113914473
78690;0.368969178
78705;0.15409058
78720;0.014936578
78735;0.015352311
78750;0.014895099
78765;0.015271986
78780;0.018323496
78795;0.03857739
78810;0.091567365
78825;0.137794481
78840;0.112378769
78855;0.104969205
78870;0.325768441
78885;0.338520067
78900;0.344440708
78915;0.310920305
78930;0.152692565
78945;0.136148451
78960;0.147347137
78975;0.125535795
78990;0.128781715
79005;0.084760124
79020;0.083585491
79035;0.101371077
79050;0.105612901
79065;0.106587352
79080;0.128588893
79095;0.051136122
79110;0.016205654
79125;0.016154428
79140;0.01558047
79155;0.015337194
79170;0.015222392
79185;0.015437068
79200;0.015164813
79215;0.017687049
79230;0.062782188
79245;0.073230183
79260;0.074264414
79275;0.068560001
79290;0.056370948
79305;0.056155843
79320;0.056688866
79335;0.056202615
79350;0.055869602
79365;0.056776122
79380;0.061324405
79395;0.080781626
79410;0.082969136
79425;0.081865121
79440;0.07759212
79455;0.068342332
79470;0.055495534
79485;0.055902404
79500;0.055475788
79515;0.08808736
79530;0.13272097
79545;0.121999211
79560;0.079726598
79575;0.356506712
79590;0.505610017
79605;0.269874915
79620;0.600685242
79635;0.445414419
79650;0.121498665
79665;0.042584608
79680;0.041529781
79695;0.055616387
79710;0.57902596
79725;0.4854549
79740;0.064132471
79755;0.296910964
79770;0.170380214
79785;0.088646651
79800;0.119100089
79815;0.541203393
79830;0.438175876
79845;0.176678637
79860;0.180747338
79875;0.057834022
79890;0.016996679
79905;0.020271676
79920;0.043520571
79935;0.042768738
79950;0.041420448
79965;0.041240836
79980;0.043207089
79995;0.043360707
80010;0.042383825
80025;0.033446848
80040;0.022352562
80055;0.038080031
80070;0.037620257
80085;0.037964915
80100;0.072291204
80115;0.640920429
80130;0.663559678
80145;0.565173986
80160;0.552317533
80175;0.518309028
80190;0.521879009
80205;0.468953481
80220;0.04564324
80235;0.045679651
80250;0.071952509
80265;0.113018851
80280;0.121845173
80295;0.119156196
80310;0.275234081
80325;0.351711681
80340;0.376444855
80355;0.4032147
80370;0.39414911
80385;0.169423928
80400;0.138908637
80415;0.108253643
80430;0.082770218
80445;0.09357611
80460;0.095026415
80475;0.093917045
80490;0.09569128
80505;0.081260452
80520;0.061913796
80535;0.040103879
80550;0.040623528
80565;0.040218816
80580;0.040091568
80595;0.015353861
80610;0.014803072
80625;0.030097831
80640;0.037693645
80655;0.037847231
80670;0.029168516
80685;0.014961576
80700;0.014834503
80715;0.015080526
80730;0.015188054
80745;0.015267683
80760;0.01552898
80775;0.024782943
80790;0.032614909
80805;0.031535456
80820;0.031867449
80835;0.031199301
80850;0.015883624
80865;0.022264639
80880;0.039279455
80895;0.038599843
80910;0.038731052
80925;0.030860966
80940;0.015280675
80955;0.0153326
80970;0.015438305
80985;0.015440212
81000;0.015201237
81015;0.015148455
81030;0.042954391
81045;0.428938455
81060;0.424959096
81075;0.189932757
81090;0.015567429
81105;0.28700788
81120;0.468495539
81135;0.077528667
81150;0.053344061
81165;0.059055512
81180;0.057888225
81195;0.058469738
81210;0.058014853
81225;0.05656118
81240;0.036429636
81255;0.025833587
81270;0.356148281
81285;0.558654454
81300;0.10663743
81315;0.080484708
81330;0.08500559
81345;0.388179746
81360;0.802462327
81375;0.485852055
81390;0.059891072
81405;0.017343046
81420;0.033438462
81435;0.033690167
81450;0.239682764
81465;0.677059908
81480;0.677733237
81495;0.547963907
81510;0.706852528
81525;0.524385017
81540;0.572582837
81555;0.576228012
81570;0.278725371
81585;0.074185127
81600;0.5048725
81615;0.51318728
81630;0.454056164
81645;0.03081533
81660;0.030922334
81675;0.045159843
81690;0.072220539
81705;0.129322799
81720;0.12226812
81735;0.135923643
81750;0.12913275
81765;0.169891337
81780;0.344336534
81795;0.379252085
81810;0.369457753
81825;0.370037151
81840;0.300140297
81855;0.130861334
81870;0.131389292
81885;0.129608593
81900;0.116422992
81915;0.111908091
81930;0.106194648
81945;0.09944183
81960;0.090377437
81975;0.080436741
81990;0.064797819
82005;0.062004065
82020;0.015364759
82035;0.026668354
82050;0.033435651
82065;0.032776462
82080;0.032936815
82095;0.029159756
82110;0.032986116
82125;0.037354367
82140;0.037562871
82155;0.018539603
82170;0.015072248
82185;0.01529264
82200;0.015002706
82215;0.01493311
82230;0.015420778
82245;0.015441817
82260;0.015128607
82275;0.015251857
82290;0.01516651
82305;0.015220084
82320;0.015087374
82335;0.037784705
82350;0.038420021
82365;0.041989335
82380;0.056354264
82395;0.050330454
82410;0.034036082
82425;0.027128975
82440;0.029618112
82455;0.057987696
82470;0.35855736
82485;0.498256093
82500;0.204403174
82515;0.452593519
82530;0.46012336
82545;0.066759104
82560;0.040070761
82575;0.060409225
82590;0.071263469
82605;0.071599394
82620;0.06736166
82635;0.046801618
82650;0.031781199
82665;0.044057426
82680;0.058654654
82695;0.093275427
82710;0.079424784
82725;0.059785408
82740;0.060664866
82755;0.432398934
82770;0.825281767
82785;0.365859245
82800;0.095265148
82815;0.070851449
82830;0.03737895
82845;0.049301533
82860;0.314748875
82875;0.3141473
82890;0.111641638
82905;0.109668631
82920;0.109539519
82935;0.149880561
82950;0.384251569
82965;0.059832807
82980;0.070277129
82995;0.066513209
83010;0.040933626
83025;0.052625436
83040;0.06014584
83055;0.064770062
83070;0.057516266
83085;0.029111476
83100;0.020476969
83115;0.014972921
83130;0.054694353
83145;0.166600138
83160;0.153359725
83175;0.166004821
83190;0.166696502
83205;0.17622526
83220;0.132626213
83235;0.125766857
83250;0.154260912
83265;0.164261116
83280;0.166520066
83295;0.172746208
83310;0.299369572
83325;0.413398954
83340;0.393690805
83355;0.400785203
83370;0.206321761
83385;0.127135436
83400;0.090163963
83415;0.050346054
83430;0.037199014
83445;0.015086218
83460;0.015487439
83475;0.01509868
83490;0.015185554
83505;0.014983615
83520;0.015384952
83535;0.015280341
83550;0.01519477
83565;0.031385182
83580;0.037283841
83595;0.043953226
83610;0.051150682
83625;0.033601872
83640;0.03245228
83655;0.029818239
83670;0.014826046
83685;0.015400365
83700;0.01514603
83715;0.015010486
83730;0.015054618
83745;0.015329711
83760;0.015100777
83775;0.01532312
83790;0.016336686
83805;0.015788559
83820;0.015795405
83835;0.032704495
83850;0.037651306
83865;0.072443386
83880;0.357025546
83895;0.459205189
83910;0.264958479
83925;0.068355674
83940;0.407393218
83955;0.479192446
83970;0.353922542
83985;0.103858395
84000;0.546024001
84015;0.410433325
84030;0.037418994
84045;0.288820111
84060;0.530174899
84075;0.409180074
84090;0.277886884
84105;0.060664583
84120;0.087774822
84135;0.082391931
84150;0.071678025
84165;0.08012718
84180;0.094463424
84195;0.560632007
84210;0.81588115
84225;0.324778214
84240;0.041636791
84255;0.016244482
84270;0.031769461
84285;0.031152955
84300;0.483261541
84315;0.647367412
84330;0.844665206
84345;1.027391455
84360;0.68286713
84375;0.575833651
84390;0.57021334
84405;0.538184164
84420;0.043757041
84435;0.031891535
84450;0.031392208
84465;0.052129029
84480;0.057162984
84495;0.069705557
84510;0.071384578
84525;0.05257662
84540;0.041341498
84555;0.039880331
84570;0.039694678
84585;0.16391074
84600;0.13432971
84615;0.13648316
84630;0.153995496
84645;0.158401835
84660;0.172549021
84675;0.323961454
84690;0.401254552
84705;0.41416317
84720;0.39769746
84735;0.155407892
84750;0.149566512
84765;0.118685778
84780;0.127111567
84795;0.122234944
84810;0.114793193
84825;0.075407184
84840;0.055795758
84855;0.043554923
84870;0.030328704
84885;0.030544242
84900;0.031096396
84915;0.015133558
84930;0.015370829
84945;0.015432369
84960;0.015124627
84975;0.015170041
84990;0.015397207
85005;0.015448088
85020;0.015333457
85035;0.015296409
85050;0.037198973
85065;0.038098795
85080;0.03992039
85095;0.054905556
85110;0.048184361
85125;0.032043878
85140;0.031066417
85155;0.015257455
85170;0.015161895
85185;0.015298184
85200;0.015053448
85215;0.015419789
85230;0.014925935
85245;0.015250128
85260;0.015926141
85275;0.01609449
85290;0.015948745
85305;0.016103418
85320;0.015954331
85335;0.047037314
85350;0.437588941
85365;0.459536729
85380;0.343407159
85395;0.254527781
85410;0.544893709
85425;0.365306162
85440;0.075154443
85455;0.052124888
85470;0.039906321
85485;0.154448051
85500;0.645250654
85515;0.835002943
85530;1.115279255
85545;0.586339564
85560;0.587938401
85575;0.534547517
85590;0.561570851
85605;0.526025177
85620;0.128742502
85635;0.498590615
85650;0.801526269
85665;0.494950679
85680;0.062082898
85695;0.063173573
85710;0.055031346
85725;0.124992533
85740;0.54059634
85755;0.513377414
85770;0.505141425
85785;0.289686157
85800;0.015108949
85815;0.028407808
85830;0.051457432
85845;0.066219573
85860;0.065938195
85875;0.065793002
85890;0.061203997
85905;0.061083359
85920;0.269030892
85935;0.680640199
85950;0.647675396
85965;0.632844746
85980;0.501560982
85995;0.538566168
86010;0.50419922
86025;0.655308212
86040;0.703097065
86055;0.680592339
86070;0.193540947
86085;0.14632184
86100;0.127244663
86115;0.147246759
86130;0.300712132
86145;0.410477481
86160;0.429160177
86175;0.398066485
86190;0.248907055
86205;0.12568578
86220;0.085832632
86235;0.087167183
86250;0.127208509
86265;0.177390909
86280;0.06639662
86295;0.101875306
86310;0.143009519
86325;0.218170723
86340;0.104700501
86355;0.106901018
86370;0.075609901
86385;0.036195255
86400;0.016123221
86415;0.015710108
86430;0.015428526
86445;0.015325124
86460;0.015186929
86475;0.015416692
86490;0.015339672
86505;0.01540323
86520;0.015264614
86535;0.015205876
86550;0.015158337
86565;0.014966435
86580;0.015364958
86595;0.019599669
86610;0.032987692
86625;0.049251447
86640;0.055390149
86655;0.041957542
86670;0.03670574
86685;0.015342523
86700;0.015306919
86715;0.015313268
86730;0.015441929
86745;0.015058536
86760;0.015412425
86775;0.0495593
86790;0.06665648
86805;0.424381657
86820;0.407754335
86835;0.357221508
86850;0.068868456
86865;0.280710785
86880;0.453938055
86895;0.457375189
86910;0.361708358
86925;0.053744555
86940;0.05302396
86955;0.680670694
86970;0.151351277
86985;0.111590051
87000;0.111614023
87015;0.106390883
87030;0.081721744
87045;0.33464121
87060;0.215390935
87075;0.020566162
87090;0.036317003
87105;0.037854138
87120;0.033664124
87135;0.03337178
87150;0.044671898
87165;0.682802261
87180;0.745668083
87195;0.067624854
87210;0.035371065
87225;0.052973266
87240;0.053430425
87255;0.053298422
87270;0.050553809
87285;0.034620485
87300;0.034245239
87315;0.03432484
87330;0.034187334
87345;0.034956405
87360;0.015872163
87375;0.016008522
87390;0.015300069
87405;0.014998345
87420;0.049044757
87435;0.067566817
87450;0.070207364
87465;0.156717596
87480;0.175682988
87495;0.177136206
87510;0.188685877
87525;0.155617863
87540;0.231191944
87555;0.428510354
87570;0.427688543
87585;0.36628716
87600;0.285274567
87615;0.105745392
87630;0.105637731
87645;0.087370301
87660;0.059162273
87675;0.058225463
87690;0.084315837
87705;0.085537911
87720;0.084228298
87735;0.072046315
87750;0.065710258
87765;0.066886298
87780;0.067499757
87795;0.067888998
87810;0.036792803
87825;0.018097992
87840;0.038541637
87855;0.038868599
87870;0.03869535
87885;0.038593573
87900;0.023854839
87915;0.01576551
87930;0.015114797
87945;0.015074079
87960;0.015138163
87975;0.028837251
87990;0.033252946
88005;0.032492591
88020;0.031480981
88035;0.025615137
88050;0.015203398
88065;0.014797796
88080;0.015226737
88095;0.015005029
88110;0.015170268
88125;0.015351489
88140;0.015076103
88155;0.015404989
88170;0.027204843
88185;0.037207412
88200;0.04985703
88215;0.457198867
88230;0.474743376
88245;0.165496086
88260;0.03006546
88275;0.042088654
88290;0.04251736
88305;0.055439388
88320;0.05883522
88335;0.059740474
88350;0.060410829
88365;0.045699055
88380;0.04271055
88395;0.04387283
88410;0.036625409
88425;0.038017457
88440;0.053542994
88455;0.052020852
88470;0.179555455
88485;0.052353996
88500;0.053231532
88515;0.053729354
88530;0.053666661
88545;0.035633267
88560;0.031855513
88575;0.034203432
88590;0.037032508
88605;0.048165181
88620;0.054941771
88635;0.04923403
88650;0.054051273
88665;0.044937585
88680;0.036820329
88695;0.036170784
88710;0.033632338
88725;0.120522528
88740;0.033513154
88755;0.18064698
88770;0.034880716
88785;0.038610784
88800;0.060123517
88815;0.059870992
88830;0.059714436
88845;0.042782191
88860;0.04611449
88875;0.053189221
88890;0.052720693
88905;0.147167448
88920;0.182702528
88935;0.293860225
88950;0.365619217
88965;0.358808266
88980;0.362383257
88995;0.318560795
89010;0.152377716
89025;0.151920512
89040;0.092697941
89055;0.103438998
89070;0.120490323
89085;0.258435805
89100;0.109424898
89115;0.072195629
89130;0.064418577
89145;0.064988454
89160;0.04979633
89175;0.015396115
89190;0.015311091
89205;0.032598126
89220;0.032534512
89235;0.033292973
89250;0.025793132
89265;0.015098224
89280;0.015897614
89295;0.015977706
89310;0.015994895
89325;0.016025868
89340;0.023860614
89355;0.038644785
89370;0.038493686
89385;0.038630004
89400;0.024140079
89415;0.014997292
89430;0.015581754
89445;0.015343902
89460;0.015233819
89475;0.03262587
89490;0.032643945
89505;0.032588361
89520;0.028868253
89535;0.015444218
89550;0.015211726
89565;0.015084781
89580;0.015302549
89595;0.015545396
89610;0.015266782
89625;0.027174874
89640;0.037229845
89655;0.037507399
89670;0.056651291
89685;0.59605731
89700;0.387307835
89715;0.420875124
89730;0.442289889
89745;0.094983484
89760;0.029742723
89775;0.033943833
89790;0.033780057
89805;0.034366281
89820;0.04472311
89835;0.081311226
89850;0.080024855
89865;0.082792363
89880;0.06782086
89895;0.031854158
89910;0.033406025
89925;0.040144601
89940;0.039602341
89955;0.041621352
89970;0.059756769
89985;0.055610401
90000;0.138767983
90015;0.113437491
90030;0.063435853
90045;0.059747381
90060;0.063748648
90075;0.021265269
90090;0.014980311
90105;0.046439337
90120;0.054810102
90135;0.054538991
90150;0.06868359
90165;0.059604164
90180;0.031762298
90195;0.031157372
90210;0.030368117
90225;0.030213562
90240;0.031081503
90255;0.031558894
90270;0.03553974
90285;0.061063468
90300;0.05980616
90315;0.059697333
90330;0.053869458
90345;0.105480822
90360;0.13192492
90375;0.105464336
90390;0.10618896
90405;0.106295798
90420;0.211872892
90435;0.392908324
90450;0.406444218
90465;0.404594014
90480;0.396261694
90495;0.213635068
90510;0.142983422
90525;0.093289974
90540;0.091708163
90555;0.073602721
90570;0.067394457
90585;0.072691319
90600;0.064773584
90615;0.049063129
90630;0.037704714
90645;0.038174062
90660;0.038157857
90675;0.028517263
90690;0.015351459
90705;0.016015888
90720;0.015760523
90735;0.016051918
90750;0.016305411
90765;0.016183401
90780;0.015480857
90795;0.015307229
90810;0.025886133
90825;0.032546787
90840;0.032998124
90855;0.032686343
90870;0.032443608
90885;0.01641941
90900;0.015078558
90915;0.01544709
90930;0.034969748
90945;0.037813804
90960;0.038019987
90975;0.038020787
90990;0.019893791
91005;0.015076117
91020;0.015409612
91035;0.015193613
91050;0.015078395
91065;0.015200915
91080;0.015191115
91095;0.065404755
91110;0.062222467
91125;0.461404408
91140;0.437015682
91155;0.355997724
91170;0.057779009
91185;0.058055727
91200;0.058234019
91215;0.046694885
91230;0.051340934
91245;0.056898129
91260;0.058795427
91275;0.070271147
91290;0.056043995
91305;0.051326248
91320;0.052117959
91335;0.052788727
91350;0.051905557
91365;0.050836796
91380;0.046664336
91395;0.032049687
91410;0.516095058
91425;0.570233623
91440;0.228743205
91455;0.087233583
91470;0.050595753
91485;0.035912878
91500;0.697169477
91515;0.712604398
91530;0.700341837
91545;1.346704782
91560;1.295646687
91575;0.597420925
91590;0.402214192
91605;0.051280883
91620;0.057938225
91635;0.06884429
91650;0.295067566
91665;0.54803602
91680;0.877627781
91695;0.446876128
91710;0.044050733
91725;0.171298787
91740;0.575984715
91755;0.214802395
91770;0.097751208
91785;0.131203204
91800;0.144171444
91815;0.330474036
91830;0.390072824
91845;0.397016758
91860;0.28682458
91875;0.165475735
91890;0.140588953
91905;0.141959079
91920;0.334003006
91935;0.789474412
91950;0.739561843
91965;0.689479596
91980;0.594402079
91995;0.567048538
92010;0.562276203
92025;0.557048092
92040;0.556680983
92055;0.300082925
92070;0.060624475
92085;0.066979631
92100;0.08485236
92115;0.063262753
92130;0.038214199
92145;0.023883575
92160;0.015273498
92175;0.016109503
92190;0.016142235
92205;0.01634704
92220;0.016015548
92235;0.015831986
92250;0.026815221
92265;0.032490529
92280;0.031754367
92295;0.032655614
92310;0.024833987
92325;0.015313053
92340;0.015401874
92355;0.015098773
92370;0.03486858
92385;0.037303233
92400;0.037956633
92415;0.03724097
92430;0.01993381
92445;0.015140724
92460;0.015021355
92475;0.015409574
92490;0.014925077
92505;0.015153794
92520;0.018846247
92535;0.066635625
92550;0.033702561
92565;0.0287349
92580;0.032281281
92595;0.366071658
92610;0.467945915
92625;0.590223094
92640;0.467899972
92655;0.426878522
92670;0.647546857
92685;0.755704812
92700;0.575294046
92715;0.486563997
92730;0.620001035
92745;0.163370036
92760;0.131495344
92775;0.553494693
92790;0.033509886
92805;0.03740342
92820;0.0364852
92835;0.036420193
92850;0.05308105
92865;0.056578362
92880;0.394357285
92895;0.787128888
92910;1.305316874
92925;1.369015901
92940;0.634280379
92955;0.562693779
92970;0.485737528
92985;0.074631985
93000;0.074491691
93015;0.064314005
93030;0.146903649
93045;0.621907277
93060;0.3016218
93075;0.068667911
93090;0.329011151
93105;0.665662404
93120;0.594419676
93135;0.527880798
93150;0.172927846
93165;0.039879859
93180;0.030924309
93195;0.031401934
93210;0.030343113
93225;0.051670909
93240;0.356457489
93255;0.827745406
93270;0.987749379
93285;0.899966011
93300;0.980607387
93315;0.897227456
93330;0.863231521
93345;0.654424809
93360;0.3271849
93375;0.187699951
93390;0.197944577
93405;0.178772708
93420;0.135868047
93435;0.099000629
93450;0.074643026
93465;0.074945644
93480;0.075166523
93495;0.076416551
93510;0.077033877
93525;0.068731979
93540;0.030681683
93555;0.02152345
93570;0.035769618
93585;0.036994933
93600;0.03758565
93615;0.037315752
93630;0.023473222
93645;0.026565892
93660;0.032162562
93675;0.032763055
93690;0.033297865
93705;0.015473324
93720;0.01592944
93735;0.016212102
93750;0.016041454
93765;0.01609522
93780;0.015979701
93795;0.015376689
93810;0.015431385
93825;0.015270819
93840;0.015328585
93855;0.015263405
93870;0.015265105
93885;0.030415341
93900;0.038105783
93915;0.044759949
93930;0.054747448
93945;0.041156369
93960;0.033571792
93975;0.03616651
93990;0.046825831
94005;0.015032652
94020;0.015306584
94035;0.01490085
94050;0.529031354
94065;0.428488952
94080;0.286835386
94095;0.652834284
94110;0.598744115
94125;0.261217226
94140;0.234551889
94155;0.730867099
94170;0.352024189
94185;0.044834437
94200;0.080253046
94215;0.468805918
94230;0.457312458
94245;0.096825284
94260;0.098046532
94275;0.045797219
94290;0.033647787
94305;0.039373617
94320;0.211176939
94335;0.670841818
94350;1.126412989
94365;1.418076771
94380;0.889261733
94395;0.590358408
94410;0.544595027
94425;0.542514475
94440;0.520995502
94455;0.371499226
94470;0.518058277
94485;0.522047919
94500;0.531024156
94515;0.330992033
94530;0.038228152
94545;0.022592342
94560;0.015366104
94575;0.030893505
94590;0.019634661
94605;0.020928423
94620;0.040517905
94635;0.031002106
94650;0.032935508
94665;0.046914855
94680;0.155481422
94695;0.155567702
94710;0.156000725
94725;0.158388136
94740;0.191107618
94755;0.21320135
94770;0.453032706
94785;0.450000555
94800;0.40780277
94815;0.376439035
94830;0.244591852
94845;0.10503788
94860;0.105447535
94875;0.106533606
94890;0.124203448
94905;0.086186154
94920;0.070020532
94935;0.061740857
94950;0.040066586
94965;0.015232712
94980;0.015294894
94995;0.015006274
95010;0.024989684
95025;0.038248269
95040;0.036614304
95055;0.035985832
95070;0.025894862
95085;0.03257109
95100;0.03251265
95115;0.032390134
95130;0.025729672
95145;0.014958518
95160;0.015463455
95175;0.015031105
95190;0.01545392
95205;0.015216312
95220;0.01556876
95235;0.015523508
95250;0.015332304
95265;0.038096887
95280;0.038576201
95295;0.038708707
95310;0.038625789
95325;0.035804048
95340;0.016166366
95355;0.015893565
95370;0.015295364
95385;0.025967948
95400;0.033951606
95415;0.325843066
95430;0.52894839
95445;0.449833791
95460;0.362981386
95475;0.499512258
95490;0.405179246
95505;0.035154465
95520;0.030796978
95535;0.234953587
95550;0.455924211
95565;0.092926246
95580;0.091743365
95595;0.091639984
95610;0.092411877
95625;0.291072316
95640;0.255402997
95655;0.051832721
95670;0.065296721
95685;0.083244927
95700;0.06139163
95715;0.054746151
95730;0.044456399
95745;0.125358962
95760;0.800831577
95775;0.815120557
95790;0.170808588
95805;0.064581952
95820;0.021498889
95835;0.015733456
95850;0.017367693
95865;0.036231349
95880;0.036192861
95895;0.041123796
95910;0.054756938
95925;0.053290512
95940;0.054953048
95955;0.054709597
95970;0.049293939
95985;0.056191625
96000;0.06870693
96015;0.060534679
96030;0.067237712
96045;0.049186966
96060;0.03410381
96075;0.031502314
96090;0.034336698
96105;0.050816992
96120;0.114489031
96135;0.219781687
96150;0.397281405
96165;0.399530297
96180;0.393749945
96195;0.151419506
96210;0.150991406
96225;0.149357193
96240;0.153445394
96255;0.134012901
96270;0.137180679
96285;0.128690652
96300;0.150774969
96315;0.150165374
96330;0.106474299
96345;0.073187903
96360;0.027085235
96375;0.01615522
96390;0.015598247
96405;0.015293343
96420;0.015537414
96435;0.015080633
96450;0.015325623
96465;0.015183459
96480;0.015134609
96495;0.015437112
96510;0.01536644
96525;0.015255701
96540;0.015409118
96555;0.01527739
96570;0.015497202
96585;0.015173098
96600;0.033453624
96615;0.038003972
96630;0.042990656
96645;0.05439127
96660;0.041729655
96675;0.032868083
96690;0.024636573
96705;0.015169535
96720;0.014942843
96735;0.015426982
96750;0.015243395
96765;0.015371974
96780;0.015141066
96795;0.033167366
96810;0.055354894
96825;0.034573744
96840;0.053303267
96855;0.60123334
96870;0.561328708
96885;0.269920249
96900;0.036476736
96915;0.52541858
96930;0.490927282
96945;0.075332605
96960;0.075170204
96975;0.063452456
96990;0.035823213
97005;0.042477691
97020;0.445681107
97035;0.445849887
97050;0.09832545
97065;0.119328226
97080;0.066297209
97095;0.059177372
97110;0.060321168
97125;0.050810467
97140;0.536421243
97155;0.677814507
97170;0.666194259
97185;0.532822397
97200;0.546117562
97215;0.590705243
97230;0.532760821
97245;0.532361969
97260;0.541836531
97275;0.311669502
97290;0.815840336
97305;0.666459025
97320;0.090910078
97335;0.049974335
97350;0.042091771
97365;0.041373707
97380;0.042414624
97395;0.051473266
97410;0.057270497
97425;0.055982752
97440;0.033435162
97455;0.048585638
97470;0.047575846
97485;0.049394844
97500;0.049225236
97515;0.081506464
97530;0.051249006
97545;0.014884357
97560;0.138959179
97575;0.181857497
97590;0.187180617
97605;0.16521228
97620;0.155695432
97635;0.133236365
97650;0.133542578
97665;0.149901102
97680;0.154785313
97695;0.145607571
97710;0.215726139
97725;0.345761035
97740;0.340667992
97755;0.34079761
97770;0.340940948
97785;0.21825697
97800;0.076346401
97815;0.042853761
97830;0.05732769
97845;0.066086304
97860;0.081051624
97875;0.06551335
97890;0.037483358
97905;0.027789142
97920;0.015394626
97935;0.015171666
97950;0.015267816
97965;0.015352581
97980;0.015235411
97995;0.015323294
98010;0.01514745
98025;0.015381422
98040;0.015215919
98055;0.015212939
98070;0.015150031
98085;0.015132614
98100;0.021197856
98115;0.0326869
98130;0.032287231
98145;0.042240803
98160;0.042650478
98175;0.038251274
98190;0.038145575
98205;0.017367803
98220;0.015806387
98235;0.016045948
98250;0.015340436
98265;0.015275998
98280;0.037033303
98295;0.339057169
98310;0.453460213
98325;0.203003447
98340;0.015095007
98355;0.022517003
98370;0.303590861
98385;0.515361382
98400;0.41978738
98415;0.074542289
98430;0.05487695
98445;0.039679184
98460;0.057582236
98475;0.335233141
98490;0.478247621
98505;0.070574912
98520;0.088232555
98535;0.047468511
98550;0.051553819
98565;0.052444421
98580;0.068651973
98595;0.599256623
98610;0.801780981
98625;0.170619219
98640;0.043128821
98655;0.015909904
98670;0.015497569
98685;0.01570694
98700;0.682484059
98715;0.693185787
98730;0.645846242
98745;0.600769122
98760;0.579933379
98775;0.845650701
98790;0.505836409
98805;0.515415342
98820;0.189055825
98835;0.015248912
98850;0.290266768
98865;0.513100544
98880;0.33835905
98895;0.035824396
98910;0.035375989
98925;0.04507159
98940;0.052612848
98955;0.05019588
98970;0.052828048
98985;0.057273703
99000;0.12419665
99015;0.168826984
99030;0.144536874
99045;0.361289088
99060;0.365148505
99075;0.353409426
99090;0.369156194
99105;0.204110445
99120;0.154394045
99135;0.206743032
99150;0.154876416
99165;0.202928384
99180;0.316951281
99195;0.124965259
99210;0.081906882
99225;0.058263623
99240;0.056447272
99255;0.0556317
99270;0.056005331
99285;0.058107809
99300;0.072687235
99315;0.096891813
99330;0.096132008
99345;0.073383765
99360;0.035250679
99375;0.015045594
99390;0.015478007
99405;0.015294012
99420;0.015419917
99435;0.015375593
99450;0.015499602
99465;0.015459682
99480;0.015333408
99495;0.015098841
99510;0.014991531
99525;0.015364564
99540;0.015603505
99555;0.015176348
99570;0.015287809
99585;0.031101952
99600;0.042015577
99615;0.056737718
99630;0.050090986
99645;0.037987664
99660;0.038343747
99675;0.020228824
99690;0.015649856
99705;0.015610146
99720;0.015493201
99735;0.014941695
99750;0.015162661
99765;0.015130014
99780;0.015030919
99795;0.015349644
99810;0.015269819
99825;0.015165694
99840;0.570273303
99855;0.449670341
99870;0.11385392
99885;0.388615381
99900;0.465175644
99915;0.364815734
99930;0.03523866
99945;0.043298762
99960;0.146920353
99975;0.322546494
99990;0.069941062
100005;0.379642471
100020;0.26870618
100035;0.512525348
100050;0.845374273
100065;0.577815647
100080;0.136981527
100095;0.453686972
100110;0.034418922
100125;0.041253827
100140;0.05278912
100155;0.05240914
100170;0.032948669
100185;0.115654384
100200;0.03477733
100215;0.044630945
100230;0.053787818
100245;0.061745101
100260;0.052515929
100275;0.034816927
100290;0.050238587
100305;0.049669376
100320;0.046345119
100335;0.031242985
100350;0.043627356
100365;0.053112228
100380;0.052288929
100395;0.046938333
100410;0.037106658
100425;0.056465828
100440;0.121514535
100455;0.150651553
100470;0.143766671
100485;0.335569781
100500;0.366095919
100515;0.368817259
100530;0.369295666
100545;0.210007932
100560;0.113505903
100575;0.098124834
100590;0.073510213
