Time,QHeatTotal
1137600,1711.167
1141200,1872.6669
1144800,2031.1417
1148400,2177.1072
1152000,6485.9106
1155600,6881.5386
1159200,5980.4478
1162800,5468.47
1166400,5090.6743
1170000,4815.381
1173600,4564.821
1177200,4427.6553
1180800,4774.3926
1184400,4885.5874
1188000,4989.095
1191600,5028.137
1195200,5033.465
1198800,5575.584
1202400,1266.464
1206000,359.9286
1209600,820.0681
1213200,1179.8164
1216800,1461.0614
1220400,1721.5924
1224000,1954.1517
1227600,2177.5635
1231200,2373.5476
1234800,1960.225
1238400,6245.6313
1242000,6926.066
1245600,6223.2544
1249200,5789.7676
1252800,5454.672
1256400,5186.275
1260000,4897.7275
1263600,4790.0635
1267200,5115.493
1270800,5220.74
1274400,5341.748
1278000,5854.5283
1281600,6082.7285
1285200,6245.7397
1288800,1884.3634
1292400,990.7561
1296000,1364.178
1299600,1681.1224
1303200,1940.8802
1306800,2160.4377
1310400,2370.9768
1314000,2604.65
1317600,2796.992
1321200,2365.3486
1324800,6644.4766
1328400,6930.3623
1332000,6592.419
1335600,6127.786
1339200,5747.2705
1342800,5460.748
1346400,5167.945
1350000,5024.9326
1353600,5339.3467
1357200,5420.0503
1360800,5507.4375
1364400,5979.182
1368000,6193.728
1371600,6336.419
1375200,1993.5339
1378800,1109.5627
1382400,1461.3943
1386000,1746.5912
1389600,1987.239
1393200,2208.176
1396800,2393.2368
1400400,2580.4912
1404000,2757.0464
1407600,2314.6555
1411200,6575.2007
1414800,6930.3623
1418400,6555.505
1422000,6066.631
1425600,5667.6787
1429200,5363.729
1432800,5212.8623
1436400,5121.387
1440000,5353.905
1443600,5338.7573
1447200,5407.9824
1450800,5823.1494
1454400,5971.185
1458000,6053.3057
1461600,1598.9063
1465200,613.8082
1468800,890.1763
1472400,1120.8981
1476000,1313.0214
1479600,1484.9747
1483200,1640.8314
1486800,1776.5803
1490400,1899.0696
1494000,1432.1422
1497600,5685.0195
1501200,6631.976
1504800,6458.6396
1508400,6337.042
1512000,6199.1055
1515600,6171.8022
1519200,6132.228
1522800,5996.3677
1526400,5895.3145
1530000,5825.7695
1533600,5848.6284
1537200,6246.205
1540800,6354.767
1544400,6424.4116
1548000,1965.3342
1551600,976.3316
1555200,1248.2007
1558800,1473.2852
1562400,1652.0331
1566000,1799.7484
1569600,1965.9197
1573200,2127.0051
1576800,2275.8174
1580400,1820.4272
1584000,6090.533
1587600,6930.3623
1591200,6877.383
1594800,6628.4907
1598400,6463.617
1602000,6412.659
1605600,6269.8027
1609200,6078.7754
1612800,5984.0835
1616400,5933.0044
1620000,5959.7466
1623600,6354.3604
1627200,6473.1455
1630800,6520.64
1634400,2060.977
1638000,1064.6189
1641600,1362.2742
1645200,1620.2021
1648800,1826.0619
1652400,1999.6982
1656000,2163.5215
1659600,2316.594
1663200,2442.2942
1666800,2554.9941
1670400,6842.893
1674000,6930.3623
1677600,6930.3623
1681200,6768.0386
1684800,6589.745
1688400,6488.7354
1692000,6353.3975
1695600,6116.117
1699200,5946.4365
1702800,5818.2803
1706400,5782.2056
1710000,5662.9854
1713600,5466.004
1717200,5830.3267
1720800,1356.4603
1724400,284.97913
1728000,587.07526
1731600,792.43396
1735200,939.50146
1738800,1088.7761
1742400,1249.8075
1746000,1401.6305
1749600,1537.0698
1753200,1664.3452
1756800,6031.3887
1760400,6561.57
1764000,6030.6807
1767600,5875.4688
1771200,5676.867
1774800,5610.968
1778400,5505.646
1782000,5312.153
1785600,5221.542
1789200,5172.8496
1792800,5217.396
1796400,5200.024
1800000,5269.4194
1803600,5941.7666
1807200,1709.2649
1810800,840.08984
1814400,1292.0243
1818000,1612.3225
1821600,1891.5808
1825200,2169.72
1828800,2441.5479
1832400,2728.1777
1836000,2983.7363
1839600,2591.048
1843200,6869.447
1846800,6930.3623
1850400,6829.2007
1854000,6418.5986
1857600,6200.9385
1861200,6121.142
1864800,5880.189
1868400,5628.291
1872000,5807.6504
1875600,6136.9727
1879200,6377.465
1882800,6930.3623
1886400,6930.3623
1890000,6930.3623
1893600,3133.9387
1897200,2310.6057
1900800,2711.8445
1904400,3043.481
1908000,3330.1086
1911600,3595.128
1915200,3857.8623
1918800,4114.0684
1922400,4334.872
1926000,3890.2717
1929600,6930.3623
1933200,6930.3623
1936800,6930.3623
1940400,6930.3623
1944000,6930.3623
1947600,6930.3623
1951200,6930.3623
1954800,6930.3623
1958400,6930.3623
1962000,6930.3623
1965600,6930.3623
1969200,6930.3623
1972800,6930.3623
1976400,6930.3623
1980000,4262.6675
1983600,3394.4392
1987200,3725.205
1990800,3993.837
1994400,4218.0923
1998000,4447.82
2001600,4670.2964
2005200,4866.8374
2008800,5047.719
2012400,4556.0347
2016000,6930.3623
2019600,6930.3623
2023200,6930.3623
2026800,6930.3623
2030400,6930.3623
2034000,6930.3623
2037600,6930.3623
2041200,6930.3623
2044800,6930.3623
2048400,6930.3623
2052000,6930.3623
2055600,6930.3623
2059200,6930.3623
2062800,6930.3623
2066400,3974.6233
2070000,3011.1355
2073600,3219.8848
2077200,3378.5728
2080800,3497.0796
2084400,3613.2363
2088000,3719.9336
2091600,3789.939
2095200,3843.1118
2098800,3299.7048
2102400,6930.3623
2106000,6930.3623
2109600,6930.3623
2113200,6930.3623
2116800,6930.3623
2120400,6930.3623
2124000,6930.3623
2127600,6930.3623
2131200,6930.3623
2134800,6927.3184
2138400,6930.3623
2142000,6930.3623
2145600,6930.3623
2149200,6930.3623
2152800,3083.8694
2156400,2087.4624
2160000,2358.5735
2163600,2622.7637
2167200,2838.099
2170800,3027.1538
2174400,3161.517
2178000,3283.8433
2181600,3415.266
2185200,2953.055
2188800,6930.3623
2192400,6930.3623
2196000,6930.3623
2199600,6822.3125
2203200,6439.55
2206800,6222.1987
2210400,5898.131
2214000,5674.8604
2217600,5782.3267
2221200,6027.7593
2224800,6176.292
2228400,6619.833
2232000,6790.628
2235600,6911.998
2239200,2539.9832
2242800,1662.8
2246400,2040.2528
2250000,2333.222
2253600,2566.6006
2257200,2804.9932
2260800,3026.785
2264400,3280.4004
2268000,3515.7878
2271600,3746.3196
2275200,6930.3623
2278800,6930.3623
2282400,6930.3623
2286000,6860.7505
2289600,6462.4917
2293200,6186.8853
2296800,5819.659
2300400,5472.3604
2304000,5617.821
2307600,5956.506
2311200,6161.9233
2314800,6271.04
2318400,6314.571
2322000,6829.5835
2325600,2556.0732
2329200,1666.2749
2332800,2100.8074
2336400,2454.3057
2340000,2729.9727
2343600,2930.9912
2347200,3224.0762
2350800,3464.9849
2354400,3678.1716
2358000,3874.465
2361600,6930.3623
2365200,6930.3623
2368800,6930.3623
2372400,6787.3574
2376000,6332.812
2379600,6063.453
2383200,5710.92
2386800,5353.752
2390400,5459.2563
2394000,5828.693
2397600,6051.4966
2401200,6171.165
2404800,6215.8223
2408400,6772.2144
2412000,2467.984
2415600,1545.441
2419200,2004.8514
2422800,2316.861
2426400,2569.6853
2430000,2799.3428
2433600,3028.4731
2437200,3242.9766
2440800,3420.7498
2444400,2969.4224
2448000,6930.3623
2451600,6930.3623
2455200,6928.661
2458800,6596.262
2462400,6362.8545
2466000,6152.6357
2469600,5721.7705
2473200,5214.688
2476800,5183.944
2480400,5558.9116
2484000,5739.069
2487600,6286.7515
2491200,6491.5415
2494800,6635.1206
2498400,2257.6477
2502000,1270.0083
2505600,1538.7146
2509200,1713.3539
2512800,1942.978
2516400,2123.7036
2520000,2360.2986
2523600,2589.0413
2527200,2821.5024
2530800,2351.9998
2534400,6569.8784
2538000,6930.3623
2541600,6814.202
2545200,6544.4395
2548800,6353.5513
2552400,6172.243
2556000,6089.307
2559600,5819.421
2563200,5576.7603
2566800,5662.5825
2570400,5664.156
2574000,6042.872
2577600,6128.3833
2581200,6140.762
2584800,1632.4568
2588400,618.6155
2592000,864.6724
2595600,1056.6692
2599200,1205.604
2602800,1341.359
2606400,1471.8457
2610000,1609.113
2613600,1748.819
2617200,1319.2864
2620800,5599.347
2624400,6539.584
2628000,6394.869
2631600,6097.7646
2635200,5772.632
2638800,5791.3677
2642400,5716.6978
2646000,5523.3555
2649600,5302.138
2653200,5331.571
2656800,5334.2876
2660400,5741.531
2664000,5845.6797
2667600,5934.5825
2671200,1487.4681
2674800,519.9982
2678400,842.5421
2682000,1065.0386
2685600,1232.4257
2689200,1400.2317
2692800,1562.4363
2696400,1730.537
2700000,1877.9731
2703600,1455.1228
2707200,5745.1465
2710800,6714.1333
2714400,6530.6943
2718000,6352.0527
2721600,6195.49
2725200,6089.455
2728800,6035.0713
2732400,5873.89
2736000,5741.159
2739600,5698.93
2743200,5758.386
2746800,6185.74
2750400,6322.2217
2754000,6375.527
2757600,1920.0226
2761200,931.68304
2764800,1198.4971
2768400,1419.2118
2772000,1594.5977
2775600,1744.6285
2779200,1901.2694
2782800,2048.244
2786400,2188.8594
2790000,1724.4036
2793600,5965.1245
2797200,6894.196
2800800,6699.0576
2804400,6516.6714
2808000,6335.1934
2811600,6232.553
2815200,6111.52
2818800,5926.3374
2822400,5834.1543
2826000,5752.6104
2829600,5745.305
2833200,6143.64
2836800,6232.237
2840400,6247.47
2844000,1749.078
2847600,763.2959
2851200,1024.9329
2854800,1242.0631
2858400,1431.6067
2862000,1597.3048
2865600,1747.4503
2869200,1882.1543
2872800,1996.6414
2876400,2105.8
2880000,6390.4526
2883600,6918.5576
2887200,6588.044
2890800,6359.881
2894400,6148.152
2898000,6052.065
2901600,5936.4443
2905200,5733.529
2908800,5582.5015
2912400,5499.0684
2916000,5496.718
2919600,5439.6895
2923200,5353.7227
2926800,5817.547
2930400,1429.8224
2934000,420.01837
2937600,763.958
2941200,1021.265
2944800,1220.0964
2948400,1394.2688
2952000,1558.4742
2955600,1707.8711
2959200,1845.3092
2962800,1968.0375
2966400,6247.1777
2970000,6769.488
2973600,6408.344
2977200,6176.7485
2980800,6004.8643
2984400,5727.7695
2988000,5417.545
2991600,4994.5635
2995200,5024.8916
2998800,5271.3657
3002400,5419.444
3006000,5454.729
3009600,5453.1094
3013200,6014.4487
3016800,1742.7737
3020400,847.8279
3024000,1305.9042
3027600,1683.6738
3031200,1960.088
3034800,2225.6855
3038400,2480.3008
3042000,2677.547
3045600,2822.6194
3049200,2330.2715
3052800,6555.21
3056400,6930.3623
3060000,6654.8115
3063600,6367.3076
3067200,6357.6416
3070800,6322.2725
3074400,6079.2793
3078000,5759.8955
3081600,5688.863
3085200,5827.6484
3088800,6027.101
3092400,6580.1924
3096000,6783.1265
3099600,6819.0596
3103200,2479.691
3106800,1616.1769
3110400,1996.4211
3114000,2300.436
3117600,2575.1887
3121200,2819.0425
3124800,3062.779
3128400,3299.1628
3132000,3488.6042
3135600,2979.345
3139200,6930.3623
3142800,6930.3623
3146400,6930.3623
3150000,6928.818
3153600,6715.7383
3157200,6664.399
3160800,6488.9
3164400,6254.8267
3168000,6221.086
3171600,6186.9023
3175200,6243.164
3178800,6670.8853
3182400,6770.4365
3186000,6763.879
3189600,2209.4316
3193200,1133.6688
3196800,1299.7869
3200400,1423.7249
3204000,1565.9398
3207600,1696.3857
3211200,1796.4524
3214800,1865.7568
3218400,1933.0396
3222000,1426.2415
3225600,5656.6436
3229200,6579.048
3232800,6340.924
3236400,6118.365
3240000,5869.0015
3243600,5722.304
3247200,5572.0254
3250800,5321.4404
3254400,5188.875
3258000,5069.517
3261600,4992.757
3265200,5337.356
3268800,5429.335
3272400,5441.674
3276000,927.94916
3279600
3283200,224.90005
3286800,461.70572
3290400,656.27203
3294000,810.4626
3297600,982.9988
3301200,1178.138
3304800,1351.0938
3308400,932.50146
3312000,5222.155
3315600,6151.565
3319200,5910.8164
3322800,5741.863
3326400,5627.803
3330000,5636.1484
3333600,5513.09
3337200,5192.1323
3340800,5034.6104
3344400,5154.6475
3348000,5300.709
3351600,5698.474
3355200,5799.303
3358800,5852.652
3362400,1411.8606
3366000,427.1016
3369600,716.4281
3373200,930.064
3376800,1110.2631
3380400,1280.998
3384000,1397.382
3387600,1493.7443
3391200,1661.0107
3394800,1181.0096
3398400,5411.305
3402000,6131.0225
3405600,5628.5654
3409200,5383.2563
3412800,5033.731
3416400,5191.5615
3420000,5194.317
3423600,4968.9785
3427200,5001.0845
3430800,5126.2646
3434400,5315.882
3438000,5773.721
3441600,5895.4473
3445200,5943.3975
3448800,1516.5511
3452400,509.18216
3456000,769.05414
3459600,990.164
3463200,1165.234
3466800,1341.3787
3470400,1522.5807
3474000,1677.048
3477600,1833.0754
3481200,1949.6309
3484800,6181.862
3488400,6622.72
3492000,6125.5464
3495600,5928.6455
3499200,5858.0723
3502800,5920.797
3506400,5802.415
3510000,5506.482
3513600,5346.5874
3517200,5356.9175
3520800,5478.734
3524400,5470.793
3528000,5422.994
3531600,5857.152
3535200,1408.8685
3538800,372.8578
3542400,774.97504
3546000,1042.3073
3549600,1223.7754
3553200,1405.9923
3556800,1575.9651
3560400,1714.968
3564000,1881.1888
3567600,2015.2856
3571200,6270.8516
3574800,6689.954
3578400,6141.9346
3582000,5946.5396
3585600,5792.556
3589200,5712.8633
3592800,5617.1274
3596400,5390.252
3600000,5277.2417
3603600,5305.2515
3607200,5437.688
3610800,5425.7036
3614400,5361.2324
3618000,5819.2124
3621600,1418.3298
3625200,407.1371
3628800,783.6462
3632400,1033.2153
3636000,1203.0537
3639600,1367.4099
3643200,1554.0328
3646800,1700.1941
3650400,1848.2653
3654000,1394.9249
3657600,5566.933
3661200,6174.3154
3664800,5906.8633
3668400,5736.9873
3672000,5473.4424
3675600,5241.085
3679200,5125.2197
3682800,5005.5186
3686400,4953.616
3690000,4963.282
3693600,5026.424
3697200,5499.125
3700800,5680.4214
3704400,5796.256
3708000,1359.4763
3711600,339.39328
3715200,593.4943
3718800,803.31067
3722400,978.5214
3726000,1151.9944
3729600,1314.8774
3733200,1472.6588
3736800,1610.4453
3740400,1215.6292
3744000,5486.9624
3747600,6323.552
3751200,6076.7725
3754800,5852.7583
3758400,5621.594
3762000,5523.912
3765600,5412.7207
3769200,5134.4873
3772800,4993.803
3776400,5025.3936
3780000,5135.1563
3783600,5686.91
3787200,5887.38
3790800,5999.1147
3794400,1594.4836
3798000,639.733
3801600,942.55005
3805200,1237.9779
3808800,1496.4071
3812400,1715.2955
3816000,1933.3804
3819600,2141.9065
3823200,2319.3015
3826800,1916.6267
3830400,6093.216
3834000,6364.868
3837600,5654.1113
3841200,5199.8765
3844800,4850.449
3848400,4595.2397
3852000,4253.8164
3855600,3923.2078
3859200,3935.4377
3862800,4310.739
3866400,4508.1
3870000,5022.54
3873600,5253.686
3877200,5390.74
3880800,1025.0437
3884400,153.06512
3888000,533.14026
3891600,754.4519
3895200,923.2817
3898800,1085.5251
3902400,1240.5193
3906000,1393.7748
3909600,1527.5073
3913200,1069.7305
3916800,5282.675
3920400,6084.167
3924000,5878.083
3927600,5659.943
3931200,5281.935
3934800,4952.6187
3938400,4927.644
3942000,4831.0615
3945600,4749.3804
3949200,4709.2256
3952800,4753.8774
3956400,5201.4688
3960000,5338.646
3963600,5372.1934
3967200,888.21454
3970800
3974400,171.11719
3978000,405.44806
3981600,604.56573
3985200,796.88074
3988800,1023.95
3992400,1222.781
3996000,1362.5729
3999600,888.16345
4003200,4997.345
4006800,5511.8467
4010400,5109.2207
4014000,4860.3257
4017600,4650.4224
4021200,4841.698
4024800,4831.6475
4028400,4638.219
4032000,4540.465
4035600,4554.7974
4039200,4707.828
4042800,5159.348
4046400,5306.336
4050000,5371.1245
4053600,931.64087
4057200,29.815594
4060800,420.75525
4064400,671.4881
4068000,858.9294
4071600,1048.2616
4075200,1210.0359
4078800,1345.0723
4082400,1458.906
4086000,1560.3977
4089600,5822.7607
4093200,6285.8574
4096800,5827.197
4100400,5596.0986
4104000,5465.33
4107600,5513.7373
4111200,5303.0903
4114800,4928.496
4118400,4609.0566
4122000,4673.383
4125600,5020.8203
4129200,5022.8574
4132800,4938.8105
4136400,5387.399
4140000,967.5593
4143600
4147200,285.84772
4150800,576.1749
4154400,811.0458
4158000,997.4909
4161600,1164.7944
4165200,1313.0819
4168800,1424.7638
4172400,1562.6696
4176000,5781.1343
4179600,5761.4023
4183200,4771.6465
4186800,4266.3955
4190400,3824.0635
4194000,3710.2793
4197600,3736.1228
4201200,3859.09
4204800,3854.8198
4208400,4042.6682
4212000,4394.681
4215600,4519.1504
4219200,4574.6055
4222800,5094.1123
4226400,613.02924
4230000
4233600,85.2469
4237200,358.87747
4240800,609.412
4244400,841.0312
4248000,1051.5681
4251600,1248.6097
4255200,1363.055
4258800,756.7181
4262400,4885.4155
4266000,5538.5234
4269600,5287.446
4273200,5133.1064
4276800,5063.9834
4280400,5236.1304
4284000,4921.972
4287600,4440.999
4291200,3978.66
4294800,4080.008
4298400,4750.065
4302000,5495.8135
4305600,5823.724
4309200,5974.4927
4312800,1620.3398
4316400,651.3004
4320000,970.1431
4323600,1255.8253
4327200,1466.2692
4330800,1653.5204
4334400,1723.0452
4338000,1814.4973
4341600,1979.8708
4345200,1491.1475
4348800,5614.1577
4352400,6373.5503
4356000,6038.6147
4359600,5680.9033
4363200,5457.1025
4366800,5526.459
4370400,5409.352
4374000,5095.316
4377600,4987.8027
4381200,4998.404
4384800,5181.7793
4388400,5634.644
4392000,5783.381
4395600,5865.4897
4399200,1453.2887
4402800,427.29092
4406400,683.6344
4410000,919.77155
4413600,1111.228
4417200,1286.1377
4420800,1477.4489
4424400,1620.8514
4428000,1729.3385
4431600,1226.4915
4435200,5339.9897
4438800,6049.1475
4442400,5851.6445
4446000,5736.928
4449600,5648.527
4453200,5687.4043
4456800,5532.371
4460400,5208.602
4464000,5032.359
4467600,5034.7046
4471200,5183.3354
4474800,5661.032
4478400,5818.8438
4482000,5924.334
4485600,1496.6411
4489200,493.23495
4492800,736.8964
4496400,942.26166
4500000,1124.258
4503600,1279.6243
4507200,1433.1738
4510800,1602.9417
4514400,1729.9955
4518000,1214.8832
4521600,5402.9424
4525200,6243.991
4528800,6057.5566
4532400,5885.9233
4536000,5762.346
4539600,5753.132
4543200,5635.679
4546800,5385.8604
4550400,5252.906
4554000,5215.7075
4557600,5284.2935
4561200,5706.589
4564800,5821.9097
4568400,5886.5264
4572000,1429.2484
4575600,432.7112
4579200,714.54297
4582800,930.848
4586400,1106.528
4590000,1294.7644
4593600,1463.3816
4597200,1622.4053
4600800,1779.96
4604400,1348.796
4608000,5446.5464
4611600,5445.2163
4615200,5015.6504
4618800,5160.7104
4622400,5162.035
4626000,4954.205
4629600,4666.102
4633200,4396.6665
4636800,4274.964
4640400,4444.3516
4644000,4579.1177
4647600,5087.043
4651200,5274.0596
4654800,5395.52
4658400,943.47064
4662000,38.586407
4665600,375.4851
4669200,676.8829
4672800,935.7507
4676400,1179.7009
4680000,1385.2521
4683600,1622.7883
4687200,1830.1332
4690800,1988.6058
4694400,6125.234
4698000,6010.069
4701600,5087.5776
4705200,4559.6216
4708800,4179.4443
4712400,3874.5396
4716000,3488.02
4719600,3072.9502
4723200,2963.6357
4726800,3279.518
4730400,3724.0122
4734000,3851.5977
4737600,3967.9258
4741200,4581.3086
4744800,309.75427
4748400
4752000
4755600,145.63252
4759200,396.69586
4762800,615.7637
4766400,824.2819
4770000,1014.5329
4773600,1209.7079
4777200,1393.6057
4780800,5712.7876
4784400,6304.769
4788000,5940.279
4791600,5765.089
4795200,5624.258
4798800,5573.995
4802400,5495.3794
4806000,5317.7515
4809600,5221.9546
4813200,5176.57
4816800,5226.1245
4820400,5202.922
4824000,5149.4375
4827600,5623.9043
4831200,1242.0927
4834800,247.98465
4838400,599.0649
4842000,866.4332
4845600,1062.8508
4849200,1243.8394
4852800,1412.2122
4856400,1583.2614
4860000,1750.1423
4863600,1323.2966
4867200,5561.829
4870800,6463.208
4874400,6265.1885
4878000,6029.6587
4881600,5729.0146
4885200,5422.0635
4888800,5008.2744
4892400,4815.5596
4896000,4507.8057
4899600,4669.979
4903200,4934.6636
4906800,5413.9434
4910400,5601.81
4914000,5742.519
4917600,1377.6876
4921200,559.8015
4924800,994.69226
4928400,1342.3173
4932000,1638.4288
4935600,1921.159
4939200,2171.5144
4942800,2410.8525
4946400,2582.2441
4950000,2163.8708
4953600,6198.5186
4957200,6210.9673
4960800,5572.976
4964400,5119.0493
4968000,4761.7437
4971600,4683.8604
4975200,4488.5264
4978800,4036.6091
4982400,4008.123
4986000,4133.5503
4989600,4538.6943
4993200,5064.6646
4996800,5282.9844
5000400,5435.6685
5004000,1058.6616
5007600,161.83559
5011200,539.2878
5014800,871.9263
5018400,1194.3818
5022000,1413.8398
5025600,1640.936
5029200,1887.2197
5032800,2060.8948
5036400,1598.3992
5040000,5661.7437
5043600,6181.3535
5047200,5724.849
5050800,5739.107
5054400,5585.37
5058000,5556.994
5061600,5385.542
5065200,4944.0933
5068800,4575.2944
5072400,4627.2974
5076000,4821.0015
5079600,5231.0337
5083200,5398.9106
5086800,5510.0415
5090400,1061.1628
5094000,115.37519
5097600,430.6799
5101200,688.9661
5104800,912.9767
5108400,1116.7383
5112000,1280.9192
5115600,1419.3871
5119200,1555.8995
5122800,1127.004
5126400,5360.252
5130000,6198.3223
5133600,5858.2256
5137200,5504.8403
5140800,5141.7485
5144400,5110.0254
5148000,5097.0425
5151600,4827.176
5155200,4864.696
5158800,4866.9326
5162400,5036.166
5166000,5514.585
5169600,5640.891
5173200,5685.634
5176800,1222.5385
5180400,247.55482
5184000,548.9111
5187600,837.77594
5191200,1112.6138
5194800,1374.0426
5198400,1594.8396
5202000,1743.1086
5205600,1866.519
5209200,1417.9537
5212800,5562.178
5216400,6177.3496
5220000,5603.597
5223600,5487.955
5227200,5334.5503
5230800,5095.7285
5234400,4970.023
5238000,4604.171
5241600,4502.303
5245200,4599.7236
5248800,4762.397
5252400,5189.208
5256000,5354.4014
5259600,5498.9727
5263200,1095.579
5266800,180.05838
5270400,525.38055
5274000,818.26086
5277600,1083.7635
5281200,1315.4601
5284800,1536.6058
5288400,1721.9653
5292000,1912.1727
5295600,2093.5127
5299200,6316.5894
5302800,6671.7974
5306400,5972.34
5310000,5475.468
5313600,5260.017
5317200,4900.0605
5320800,4538.253
5324400,4321.7764
5328000,4282.453
5331600,4437.3643
5335200,4593.096
5338800,4682.233
5342400,4719.146
5346000,5225.1406
5349600,937.2943
5353200,13.869611
5356800,351.12158
5360400,648.849
5364000,878.1002
5367600,1091.1141
5371200,1319.1879
5374800,1542.8169
5378400,1734.9935
5382000,1882.8597
5385600,5898.3896
5389200,6356.9883
5392800,6034.7505
5396400,5703.955
5400000,4979.7373
5403600,4658.318
5407200,4339.673
5410800,4009.917
5414400,4024.5896
5418000,4023.1113
5421600,4318.343
5425200,4437.973
5428800,4484.522
5432400,5058.235
5436000,777.86755
5439600
5443200,311.6369
5446800,650.58704
5450400,925.89197
5454000,1148.6771
5457600,1353.6028
5461200,1535.6029
5464800,1682.2899
5468400,1198.442
5472000,5062.3965
5475600,5682.5264
5479200,5625.3945
5482800,5480.693
5486400,5028.8745
5490000,4644.881
5493600,4583.172
5497200,4140.701
5500800,3979.3804
5504400,3877.8003
5508000,4413.572
5511600,4963.9873
5515200,5136.435
5518800,5238.388
5522400,810.1998
5526000
5529600,213.54282
5533200,599.1622
5536800,936.78705
5540400,1254.7983
5544000,1559.4504
5547600,1885.7068
5551200,2198.361
5554800,1824.827
5558400,5799.1836
5562000,6256.373
5565600,6018.8184
5569200,5792.3447
5572800,5544.4727
5576400,5457.074
5580000,5353.1626
5583600,5010.436
5587200,4697.674
5590800,4551.4917
5594400,4881.3213
5598000,5356.9604
5601600,5517.983
5605200,5605.3794
5608800,1147.9652
5612400,184.61084
5616000,447.75653
5619600,665.3644
5623200,894.3922
5626800,1097.0344
5630400,1310.2314
5634000,1477.1638
5637600,1622.9539
5641200,1180.2471
5644800,5349.583
5648400,5968.0103
5652000,5565.9717
5655600,5534.523
5659200,5392.728
5662800,5233.51
5666400,5113.7886
5670000,5000.3354
5673600,4958.554
5677200,4890.7695
5680800,4975.5176
5684400,5443.231
5688000,5690.3438
5691600,5875.7217
5695200,1512.486
5698800,624.01294
5702400,999.91284
5706000,1290.4521
5709600,1505.4703
5713200,1717.698
5716800,1954.5332
5720400,2199.6384
5724000,2421.4104
5727600,1983.9004
5731200,6010.139
5734800,6713.4116
5738400,6277.562
5742000,5665.575
5745600,5084.474
5749200,4948.22
5752800,4618.2363
5756400,4175.7295
5760000,4126.2607
5763600,4111.1406
5767200,4474.3696
5770800,4999.716
5774400,5217.664
5778000,5337.788
5781600,934.70105
5785200,21.302538
5788800,359.2304
5792400,638.0872
5796000,860.397
5799600,1052.4379
5803200,1244.2072
5806800,1415.9225
5810400,1598.3381
5814000,1183.5298
5817600,5417.235
5821200,6301.587
5824800,6005.8677
5828400,5711.8823
5832000,5392.5845
5835600,5216.9653
5839200,5107.535
5842800,5011.2007
5846400,5019.666
5850000,4987.1855
5853600,5055.101
5857200,5468.482
5860800,5581.508
5864400,5643.1104
5868000,1180.9789
5871600,212.18767
5875200,493.6845
5878800,725.20856
5882400,909.4172
5886000,1092.6842
5889600,1267.8319
5893200,1432.8147
5896800,1588.1921
5900400,1724.7634
5904000,5994.2607
5907600,6573.6357
5911200,6142.2886
5914800,5886.539
5918400,5702.417
5922000,5651.518
5925600,5558.8833
5929200,5381.1396
5932800,5283.03
5936400,5209.5264
5940000,5236.1147
5943600,5201.755
5947200,5143.5176
5950800,5610.5576
5954400,1220.6069
5958000,234.64795
5961600,590.32043
5965200,850.6472
5968800,1067.5977
5972400,1273.722
5976000,1492.8079
5979600,1688.303
5983200,1896.4425
5986800,2056.4302
5990400,6349.4233
5994000,6886.9697
5997600,6510.4653
6001200,6232.3916
6004800,6001.0957
6008400,5940.686
6012000,5845.5386
6015600,5639.057
6019200,5540.452
6022800,5521.9214
6026400,5586.394
6030000,5565.4224
6033600,5527.163
6037200,6037.9175
6040800,1690.1746
6044400,761.0372
6048000,1160.429
6051600,1455.6499
6055200,1677.9996
6058800,1862.021
6062400,2029.9113
6066000,2182.553
6069600,2325.854
6073200,1871.6609
6076800,6060.3525
6080400,6818.05
6084000,6444.7285
6087600,6255.408
6091200,5990.157
6094800,5786.646
6098400,5588.7324
6102000,5467.894
6105600,5449.6094
6109200,5337.315
6112800,5445.2603
6116400,5956.2114
6120000,6141.995
6123600,6228.39
6127200,1803.8853
6130800,925.2049
6134400,1304.1743
6138000,1639.8143
6141600,1917.9443
6145200,2308.74
6148800,2548.473
6152400,2768.7644
6156000,3044.7532
6159600,2457.2205
6163200,6112.444
6166800,6508.079
6170400,6068.812
6174000,5846.1665
6177600,5593.2656
6181200,5535.541
6184800,5587.5723
6188400,5325.8174
6192000,5145.6743
6195600,5050.2476
6199200,5249.2446
6202800,5806.0435
6206400,6023.448
6210000,6123.6035
6213600,1790.3516
6217200,896.52277
6220800,1245.4489
6224400,1541.1243
6228000,1839.729
6231600,1976.0352
6235200,2186.1733
6238800,2319.0754
6242400,2496.5894
6246000,1912.3606
6249600,5688.049
6253200,6192.8657
6256800,5722.2344
6260400,5481.1885
6264000,5103.299
6267600,4807.6084
6271200,4486.848
6274800,4103.255
6278400,3900.7751
6282000,4001.4038
6285600,4427.6313
6289200,5053.066
6292800,5344.211
6296400,5475.3643
6300000,1117.1328
6303600,166.0984
6307200,487.09375
6310800,753.97296
6314400,1002.0756
6318000,1231.3832
6321600,1423.4154
6325200,1572.3862
6328800,1707.017
6332400,1239.985
6336000,5349.0933
6339600,6188.1733
6343200,5848.111
6346800,5668.7856
6350400,5493.8022
6354000,5391.7554
6357600,5264.1743
6361200,5104.8506
6364800,4993.677
6368400,4909.8237
6372000,4926.928
6375600,5360.8457
6379200,5470.0913
6382800,5514.1
6386400,1042.6421
6390000,78.57248
6393600,457.25037
6397200,648.7713
6400800,827.83484
