Time,sFH_FMU_UFH.mFlow_DHW,sFH_FMU_UFH.TDem_DHW
18830700,283.15,0
18831600,283.15,0
18832500,283.15,0
18833400,283.15,0
18834300,283.15,0
18835200,283.15,0
18836100,283.15,0
18837000,283.15,0
18837900,283.15,0
18838800,283.15,0
18839700,283.15,0
18840600,283.15,0
18841500,283.15,0
18842400,283.15,0
18843300,283.15,0
18844200,283.15,0
18845100,283.15,0
18846000,283.15,0
18846900,283.15,0
18847800,283.15,0
18848700,283.15,0
18849600,283.15,0
18850500,283.15,0
18851400,283.15,0
18852300,283.15,0
18853200,283.15,0
18854100,283.15,0
18855000,283.15,0
18855900,283.15,0
18856800,283.15,0
18857700,283.15,0
18858600,283.15,0
18859500,283.15,0
18860400,300.15,0.056666667
18861300,283.15,0
18862200,286.15,0.01
18863100,283.15,0
18864000,286.15,0.01
18864900,286.15,0.01
18865800,286.15,0.01
18866700,286.15,0.01
18867600,286.15,0.01
18868500,283.15,0
18869400,286.15,0.01
18870300,283.15,0
18871200,283.15,0
18872100,283.15,0
18873000,285.15,0.003333333
18873900,283.15,0
18874800,283.15,0
18875700,283.15,0
18876600,286.15,0.01
18877500,286.15,0.01
18878400,283.15,0
18879300,283.15,0
18880200,283.15,0
18881100,289.15,0.008888889
18882000,283.15,0
18882900,283.15,0
18883800,283.15,0
18884700,283.15,0
18885600,283.15,0
18886500,283.15,0
18887400,305,0.01
18888300,283.15,0
18889200,283.15,0
18890100,283.15,0
18891000,286.15,0.01
18891900,283.15,0
18892800,283.15,0
18893700,283.15,0
18894600,286.15,0.01
18895500,283.15,0
18896400,283.15,0
18897300,283.15,0
18898200,283.15,0
18899100,283.15,0
18900000,286.15,0.01
18900900,285.15,0.003333333
18901800,285.15,0.003333333
18902700,283.15,0
18903600,286.15,0.01
18904500,283.15,0
18905400,283.15,0
18906300,283.15,0
18907200,283.15,0
18908100,283.15,0
18909000,295.15,0.017777779
18909900,283.15,0
18910800,283.15,0
18911700,286.15,0.01
18912600,328.15,0.046666667
18913500,283.15,0
18914400,283.15,0
18915300,283.15,0
18916200,283.15,0
18917100,283.15,0
18918000,283.15,0
18918900,283.15,0
18919800,283.15,0
18920700,283.15,0
18921600,283.15,0
18922500,283.15,0
18923400,283.15,0
18924300,283.15,0
18925200,283.15,0
18926100,283.15,0
18927000,283.15,0
18927900,283.15,0
18928800,283.15,0
18929700,283.15,0
18930600,283.15,0
18931500,283.15,0
18932400,283.15,0
18933300,283.15,0
18934200,283.15,0
18935100,283.15,0
18936000,283.15,0
18936900,283.15,0
18937800,283.15,0
18938700,283.15,0
18939600,283.15,0
18940500,283.15,0
18941400,283.15,0
18942300,283.15,0
18943200,283.15,0
18944100,283.15,0
18945000,283.15,0
18945900,283.15,0
18946800,300.15,0.056666667
18947700,283.15,0
18948600,286.15,0.01
18949500,283.15,0
18950400,286.15,0.01
18951300,286.15,0.01
18952200,286.15,0.01
18953100,286.15,0.01
18954000,286.15,0.01
18954900,283.15,0
18955800,286.15,0.01
18956700,283.15,0
18957600,283.15,0
18958500,283.15,0
18959400,285.15,0.003333333
18960300,283.15,0
18961200,283.15,0
18962100,283.15,0
18963000,286.15,0.01
18963900,286.15,0.01
18964800,283.15,0
18965700,283.15,0
18966600,283.15,0
18967500,328.15,0.008888889
18968400,283.15,0
18969300,283.15,0
18970200,283.15,0
18971100,283.15,0
18972000,283.15,0
18972900,283.15,0
18973800,286.15,0.01
18974700,283.15,0
18975600,283.15,0
18976500,283.15,0
18977400,286.15,0.01
18978300,283.15,0
18979200,283.15,0
18980100,283.15,0
18981000,286.15,0.01
18981900,283.15,0
18982800,283.15,0
18983700,283.15,0
18984600,283.15,0
18985500,283.15,0
18986400,286.15,0.01
18987300,285.15,0.003333333
18988200,318.15,0.003333333
18989100,283.15,0
18990000,286.15,0.01
18990900,283.15,0
18991800,283.15,0
18992700,283.15,0
18993600,283.15,0
18994500,283.15,0
18995400,328.15,0.017777779
18996300,283.15,0
18997200,283.15,0
18998100,286.15,0.01
18999000,297.15,0.046666667
18999900,283.15,0
19000800,283.15,0
19001700,283.15,0
19002600,283.15,0
19003500,283.15,0
19004400,283.15,0
19005300,283.15,0
19006200,283.15,0
19007100,283.15,0
19008000,283.15,0
19008900,283.15,0
19009800,283.15,0
19010700,283.15,0
19011600,283.15,0
19012500,283.15,0
19013400,283.15,0
19014300,283.15,0
19015200,283.15,0
19016100,283.15,0
19017000,283.15,0
19017900,283.15,0
19018800,283.15,0
19019700,283.15,0
19020600,283.15,0
19021500,283.15,0
19022400,283.15,0
19023300,283.15,0
19024200,283.15,0
19025100,283.15,0
19026000,283.15,0
19026900,283.15,0
19027800,283.15,0
19028700,283.15,0
19029600,283.15,0
19030500,283.15,0
19031400,283.15,0
19032300,283.15,0
19033200,300.15,0.056666667
19034100,283.15,0
19035000,286.15,0.01
19035900,283.15,0
19036800,286.15,0.01
19037700,286.15,0.01
19038600,286.15,0.01
19039500,286.15,0.01
19040400,286.15,0.01
19041300,283.15,0
19042200,286.15,0.01
19043100,283.15,0
19044000,283.15,0
19044900,283.15,0
19045800,285.15,0.003333333
19046700,283.15,0
19047600,283.15,0
19048500,283.15,0
19049400,286.15,0.01
19050300,286.15,0.01
19051200,283.15,0
19052100,283.15,0
19053000,283.15,0
19053900,289.15,0.008888889
19054800,283.15,0
19055700,283.15,0
19056600,283.15,0
19057500,283.15,0
19058400,283.15,0
19059300,283.15,0
19060200,286.15,0.01
19061100,283.15,0
19062000,283.15,0
19062900,283.15,0
19063800,286.15,0.01
19064700,283.15,0
19065600,283.15,0
19066500,283.15,0
19067400,286.15,0.01
19068300,283.15,0
19069200,283.15,0
19070100,283.15,0
19071000,283.15,0
19071900,283.15,0
19072800,286.15,0.01
19073700,285.15,0.003333333
19074600,285.15,0.003333333
19075500,283.15,0
19076400,286.15,0.01
19077300,283.15,0
19078200,283.15,0
19079100,283.15,0
19080000,283.15,0
19080900,283.15,0
19081800,295.15,0.017777779
19082700,283.15,0
19083600,283.15,0
19084500,286.15,0.01
19085400,297.15,0.046666667
19086300,283.15,0
19087200,283.15,0
19088100,283.15,0
19089000,283.15,0
19089900,283.15,0
19090800,283.15,0
19091700,283.15,0
19092600,283.15,0
19093500,283.15,0
19094400,283.15,0
19095300,283.15,0
19096200,283.15,0
19097100,283.15,0
19098000,283.15,0
19098900,283.15,0
19099800,283.15,0
19100700,283.15,0
19101600,283.15,0
19102500,283.15,0
19103400,283.15,0
19104300,283.15,0
19105200,283.15,0
19106100,283.15,0
19107000,283.15,0
19107900,283.15,0
19108800,283.15,0
19109700,283.15,0
19110600,283.15,0
19111500,283.15,0
19112400,283.15,0
19113300,283.15,0
19114200,283.15,0
19115100,283.15,0
19116000,283.15,0
19116900,283.15,0
19117800,283.15,0
19118700,283.15,0
19119600,300.15,0.056666667
19120500,283.15,0
19121400,286.15,0.01
19122300,283.15,0
19123200,286.15,0.01
19124100,286.15,0.01
19125000,286.15,0.01
19125900,286.15,0.01
19126800,286.15,0.01
19127700,283.15,0
19128600,286.15,0.01
19129500,283.15,0
19130400,283.15,0
19131300,283.15,0
19132200,285.15,0.003333333
19133100,283.15,0
19134000,283.15,0
19134900,283.15,0
19135800,286.15,0.01
19136700,328.15,0.01
19137600,283.15,0
19138500,283.15,0
19139400,283.15,0
19140300,289.15,0.008888889
19141200,283.15,0
19142100,283.15,0
19143000,283.15,0
19143900,283.15,0
19144800,283.15,0
19145700,283.15,0
19146600,286.15,0.01
19147500,283.15,0
19148400,283.15,0
19149300,283.15,0
19150200,286.15,0.01
19151100,283.15,0
19152000,283.15,0
19152900,283.15,0
19153800,286.15,0.01
19154700,283.15,0
19155600,283.15,0
19156500,283.15,0
19157400,283.15,0
19158300,283.15,0
19159200,286.15,0.01
19160100,285.15,0.003333333
19161000,285.15,0.003333333
19161900,283.15,0
19162800,286.15,0.01
19163700,283.15,0
19164600,283.15,0
19165500,283.15,0
19166400,283.15,0
19167300,283.15,0
19168200,295.15,0.017777779
19169100,283.15,0
19170000,283.15,0
19170900,286.15,0.01
19171800,297.15,0.046666667
19172700,283.15,0
19173600,283.15,0
19174500,283.15,0
19175400,283.15,0
19176300,283.15,0
19177200,283.15,0
19178100,283.15,0
19179000,283.15,0
19179900,283.15,0
19180800,283.15,0
19181700,283.15,0
19182600,283.15,0
19183500,283.15,0
19184400,283.15,0
19185300,283.15,0
19186200,283.15,0
19187100,283.15,0
19188000,283.15,0
19188900,283.15,0
19189800,283.15,0
19190700,283.15,0
19191600,283.15,0
19192500,283.15,0
19193400,283.15,0
19194300,283.15,0
19195200,283.15,0
19196100,283.15,0
19197000,283.15,0
19197900,283.15,0
19198800,283.15,0
19199700,283.15,0
19200600,283.15,0
19201500,283.15,0
19202400,283.15,0
19203300,283.15,0
19204200,283.15,0
19205100,283.15,0
19206000,300.15,0.056666667
19206900,283.15,0
19207800,286.15,0.01
19208700,283.15,0
19209600,286.15,0.01
19210500,286.15,0.01
19211400,286.15,0.01
19212300,286.15,0.01
19213200,286.15,0.01
19214100,283.15,0
19215000,286.15,0.01
19215900,283.15,0
19216800,283.15,0
19217700,283.15,0
19218600,285.15,0.003333333
19219500,283.15,0
19220400,283.15,0
19221300,283.15,0
19222200,286.15,0.01
19223100,328.15,0.01
19224000,312.15,0
19224900,328.15,0
19225800,283.15,0
19226700,289.15,0.008888889
19227600,283.15,0
19228500,283.15,0
19229400,283.15,0
19230300,283.15,0
19231200,283.15,0
19232100,283.15,0
19233000,286.15,0.01
19233900,283.15,0
19234800,283.15,0
19235700,283.15,0
19236600,286.15,0.01
19237500,283.15,0
19238400,283.15,0
19239300,283.15,0
19240200,286.15,0.01
19241100,283.15,0
19242000,283.15,0
19242900,283.15,0
19243800,283.15,0
19244700,283.15,0
19245600,286.15,0.01
19246500,285.15,0.003333333
19247400,285.15,0.003333333
19248300,283.15,0
19249200,286.15,0.01
19250100,283.15,0
19251000,283.15,0
19251900,283.15,0
19252800,283.15,0
19253700,283.15,0
19254600,328.15,0.017777779
19255500,283.15,0
19256400,283.15,0
19257300,286.15,0.01
19258200,297.15,0.046666667
19259100,283.15,0
19260000,283.15,0
19260900,283.15,0
19261800,283.15,0
19262700,283.15,0
19263600,283.15,0
19264500,283.15,0
19265400,283.15,0
19266300,283.15,0
19267200,283.15,0
19268100,283.15,0
19269000,283.15,0
19269900,283.15,0
19270800,283.15,0
19271700,283.15,0
19272600,283.15,0
19273500,283.15,0
19274400,283.15,0
19275300,283.15,0
19276200,283.15,0
19277100,283.15,0
19278000,283.15,0
19278900,283.15,0
19279800,283.15,0
19280700,283.15,0
19281600,283.15,0
19282500,283.15,0
19283400,283.15,0
19284300,283.15,0
19285200,283.15,0
19286100,283.15,0
19287000,283.15,0
19287900,283.15,0
19288800,283.15,0
19289700,283.15,0
19290600,283.15,0
19291500,283.15,0
19292400,300.15,0.056666667
19293300,283.15,0
19294200,286.15,0.01
19295100,283.15,0
19296000,286.15,0.01
19296900,286.15,0.01
19297800,286.15,0.01
19298700,286.15,0.01
19299600,286.15,0.01
19300500,283.15,0
19301400,286.15,0.01
19302300,283.15,0
19303200,283.15,0
19304100,283.15,0
19305000,285.15,0.003333333
19305900,283.15,0
19306800,283.15,0
19307700,283.15,0
19308600,286.15,0.01
19309500,286.15,0.01
19310400,283.15,0
19311300,283.15,0
19312200,283.15,0
19313100,328.15,0.008888889
19314000,283.15,0
19314900,283.15,0
19315800,283.15,0
19316700,283.15,0
19317600,283.15,0
19318500,283.15,0
19319400,286.15,0.01
19320300,283.15,0
19321200,283.15,0
19322100,283.15,0
19323000,286.15,0.01
19323900,283.15,0
19324800,283.15,0
19325700,283.15,0
19326600,286.15,0.01
19327500,283.15,0
19328400,283.15,0
19329300,283.15,0
19330200,283.15,0
19331100,283.15,0
19332000,295,0.01
19332900,285.15,0.003333333
19333800,285.15,0.003333333
19334700,283.15,0
19335600,286.15,0.01
19336500,283.15,0
19337400,283.15,0
19338300,283.15,0
19339200,283.15,0
19340100,283.15,0
19341000,295.15,0.017777779
19341900,283.15,0
19342800,283.15,0
19343700,286.15,0.01
19344600,297.15,0.046666667
19345500,283.15,0
19346400,283.15,0
19347300,283.15,0
19348200,283.15,0
19349100,283.15,0
19350000,283.15,0
19350900,283.15,0
19351800,283.15,0
19352700,283.15,0
19353600,283.15,0
19354500,283.15,0
19355400,283.15,0
19356300,283.15,0
19357200,283.15,0
19358100,283.15,0
19359000,283.15,0
19359900,283.15,0
19360800,283.15,0
19361700,283.15,0
19362600,283.15,0
19363500,283.15,0
19364400,283.15,0
19365300,283.15,0
19366200,283.15,0
19367100,283.15,0
19368000,283.15,0
19368900,283.15,0
19369800,283.15,0
19370700,283.15,0
19371600,283.15,0
19372500,283.15,0
19373400,283.15,0
19374300,283.15,0
19375200,283.15,0
19376100,283.15,0
19377000,283.15,0
19377900,283.15,0
19378800,328.15,0.056666667
19379700,283.15,0
19380600,286.15,0.01
19381500,283.15,0
19382400,286.15,0.01
19383300,286.15,0.01
19384200,286.15,0.01
19385100,286.15,0.01
19386000,286.15,0.01
19386900,283.15,0
19387800,286.15,0.01
19388700,283.15,0
19389600,283.15,0
19390500,283.15,0
19391400,285.15,0.003333333
19392300,283.15,0
19393200,283.15,0
19394100,283.15,0
19395000,286.15,0.01
19395900,286.15,0.01
19396800,283.15,0
19397700,283.15,0
19398600,283.15,0
19399500,289.15,0.008888889
19400400,283.15,0
19401300,283.15,0
19402200,283.15,0
19403100,283.15,0
19404000,283.15,0
19404900,283.15,0
19405800,286.15,0.01
19406700,283.15,0
19407600,283.15,0
19408500,283.15,0
19409400,286.15,0.01
19410300,283.15,0
19411200,283.15,0
19412100,283.15,0
19413000,286.15,0.01
19413900,283.15,0
19414800,283.15,0
19415700,283.15,0
19416600,283.15,0
19417500,283.15,0
19418400,292,0.01
19419300,285.15,0.003333333
19420200,285.15,0.003333333
19421100,283.15,0
19422000,286.15,0.01
19422900,283.15,0
19423800,283.15,0
19424700,283.15,0
19425600,283.15,0
19426500,283.15,0
19427400,295.15,0.017777779
19428300,283.15,0
19429200,283.15,0
19430100,286.15,0.01
19431000,297.15,0.046666667
19431900,283.15,0
19432800,283.15,0
19433700,283.15,0
19434600,283.15,0
19435500,283.15,0
19436400,283.15,0
19437300,283.15,0
19438200,283.15,0
19439100,283.15,0
19440000,283.15,0
19440900,283.15,0
19441800,283.15,0
19442700,283.15,0
19443600,283.15,0
19444500,283.15,0
19445400,283.15,0
19446300,283.15,0
19447200,283.15,0
19448100,283.15,0
19449000,283.15,0
19449900,283.15,0
19450800,283.15,0
19451700,283.15,0
19452600,283.15,0
19453500,283.15,0
19454400,283.15,0
19455300,283.15,0
19456200,283.15,0
19457100,283.15,0
19458000,283.15,0
19458900,283.15,0
19459800,283.15,0
19460700,283.15,0
19461600,283.15,0
19462500,283.15,0
19463400,283.15,0
19464300,283.15,0
19465200,300.15,0.056666667
19466100,283.15,0
19467000,286.15,0.01
19467900,283.15,0
19468800,286.15,0.01
19469700,286.15,0.01
19470600,286.15,0.01
19471500,286.15,0.01
19472400,286.15,0.01
19473300,283.15,0
19474200,286.15,0.01
19475100,283.15,0
19476000,283.15,0
19476900,283.15,0
19477800,285.15,0.003333333
19478700,283.15,0
19479600,283.15,0
19480500,283.15,0
19481400,286.15,0.01
19482300,286.15,0.01
19483200,283.15,0
19484100,283.15,0
19485000,283.15,0
19485900,289.15,0.008888889
19486800,283.15,0
19487700,283.15,0
19488600,283.15,0
19489500,283.15,0
19490400,283.15,0
19491300,283.15,0
19492200,305,0.01
19493100,283.15,0
19494000,283.15,0
19494900,283.15,0
19495800,286.15,0.01
19496700,283.15,0
19497600,283.15,0
19498500,283.15,0
19499400,286.15,0.01
19500300,283.15,0
19501200,283.15,0
19502100,283.15,0
19503000,283.15,0
19503900,283.15,0
19504800,286.15,0.01
19505700,285.15,0.003333333
19506600,285.15,0.003333333
19507500,283.15,0
19508400,286.15,0.01
19509300,283.15,0
19510200,283.15,0
19511100,283.15,0
19512000,283.15,0
19512900,283.15,0
19513800,295.15,0.017777779
19514700,283.15,0
19515600,283.15,0
19516500,286.15,0.01
19517400,328.15,0.046666667
19518300,283.15,0
19519200,283.15,0
19520100,283.15,0
19521000,283.15,0
19521900,283.15,0
19522800,283.15,0
19523700,283.15,0
19524600,283.15,0
19525500,283.15,0
19526400,283.15,0
19527300,283.15,0
19528200,283.15,0
19529100,283.15,0
19530000,283.15,0
19530900,283.15,0
19531800,283.15,0
19532700,283.15,0
19533600,283.15,0
19534500,283.15,0
19535400,283.15,0
19536300,283.15,0
19537200,283.15,0
19538100,283.15,0
19539000,283.15,0
19539900,283.15,0
19540800,283.15,0
19541700,283.15,0
19542600,283.15,0
19543500,283.15,0
19544400,283.15,0
19545300,283.15,0
19546200,283.15,0
19547100,283.15,0
19548000,283.15,0
19548900,283.15,0
19549800,283.15,0
19550700,283.15,0
19551600,300.15,0.056666667
19552500,283.15,0
19553400,286.15,0.01
19554300,283.15,0
19555200,286.15,0.01
19556100,286.15,0.01
19557000,286.15,0.01
19557900,286.15,0.01
19558800,286.15,0.01
19559700,283.15,0
19560600,286.15,0.01
19561500,283.15,0
19562400,283.15,0
19563300,283.15,0
19564200,285.15,0.003333333
19565100,283.15,0
19566000,283.15,0
19566900,283.15,0
19567800,286.15,0.01
19568700,286.15,0.01
19569600,283.15,0
19570500,283.15,0
19571400,283.15,0
19572300,328.15,0.008888889
19573200,283.15,0
19574100,283.15,0
19575000,283.15,0
19575900,283.15,0
19576800,283.15,0
19577700,283.15,0
19578600,286.15,0.01
19579500,283.15,0
19580400,283.15,0
19581300,283.15,0
19582200,286.15,0.01
19583100,283.15,0
19584000,283.15,0
19584900,283.15,0
19585800,286.15,0.01
19586700,283.15,0
19587600,283.15,0
19588500,283.15,0
19589400,283.15,0
19590300,283.15,0
19591200,286.15,0.01
19592100,285.15,0.003333333
19593000,318.15,0.003333333
19593900,283.15,0
19594800,286.15,0.01
19595700,283.15,0
19596600,283.15,0
19597500,283.15,0
19598400,283.15,0
19599300,283.15,0
19600200,328.15,0.017777779
19601100,283.15,0
19602000,283.15,0
19602900,286.15,0.01
19603800,297.15,0.046666667
19604700,283.15,0
19605600,283.15,0
19606500,283.15,0
19607400,283.15,0
19608300,283.15,0
19609200,283.15,0
19610100,283.15,0
19611000,283.15,0
19611900,283.15,0
19612800,283.15,0
19613700,283.15,0
19614600,283.15,0
19615500,283.15,0
19616400,283.15,0
19617300,283.15,0
19618200,283.15,0
19619100,283.15,0
19620000,283.15,0
19620900,283.15,0
19621800,283.15,0
19622700,283.15,0
19623600,283.15,0
19624500,283.15,0
19625400,283.15,0
19626300,283.15,0
19627200,283.15,0
19628100,283.15,0
19629000,283.15,0
19629900,283.15,0
19630800,283.15,0
19631700,283.15,0
19632600,283.15,0
19633500,283.15,0
19634400,283.15,0
19635300,283.15,0
19636200,283.15,0
19637100,283.15,0
19638000,300.15,0.056666667
19638900,283.15,0
19639800,286.15,0.01
19640700,283.15,0
19641600,286.15,0.01
19642500,286.15,0.01
19643400,286.15,0.01
19644300,286.15,0.01
19645200,286.15,0.01
19646100,283.15,0
19647000,286.15,0.01
19647900,283.15,0
19648800,283.15,0
19649700,283.15,0
19650600,285.15,0.003333333
19651500,283.15,0
19652400,283.15,0
19653300,283.15,0
19654200,286.15,0.01
19655100,286.15,0.01
19656000,283.15,0
19656900,283.15,0
19657800,283.15,0
19658700,289.15,0.008888889
19659600,283.15,0
19660500,283.15,0
19661400,283.15,0
19662300,283.15,0
19663200,283.15,0
19664100,283.15,0
19665000,286.15,0.01
19665900,283.15,0
19666800,283.15,0
19667700,283.15,0
19668600,286.15,0.01
19669500,283.15,0
19670400,283.15,0
19671300,283.15,0
19672200,286.15,0.01
19673100,283.15,0
19674000,283.15,0
19674900,283.15,0
19675800,283.15,0
19676700,283.15,0
19677600,286.15,0.01
19678500,285.15,0.003333333
19679400,285.15,0.003333333
19680300,283.15,0
19681200,286.15,0.01
19682100,283.15,0
19683000,283.15,0
19683900,283.15,0
19684800,283.15,0
19685700,283.15,0
19686600,295.15,0.017777779
19687500,283.15,0
19688400,283.15,0
19689300,286.15,0.01
19690200,297.15,0.046666667
19691100,283.15,0
19692000,283.15,0
19692900,283.15,0
19693800,283.15,0
19694700,283.15,0
19695600,283.15,0
19696500,283.15,0
19697400,283.15,0
19698300,283.15,0
19699200,283.15,0
19700100,283.15,0
19701000,283.15,0
19701900,283.15,0
19702800,283.15,0
19703700,283.15,0
19704600,283.15,0
19705500,283.15,0
19706400,283.15,0
19707300,283.15,0
19708200,283.15,0
19709100,283.15,0
19710000,283.15,0
19710900,283.15,0
19711800,283.15,0
19712700,283.15,0
19713600,283.15,0
19714500,283.15,0
19715400,283.15,0
19716300,283.15,0
19717200,283.15,0
19718100,283.15,0
19719000,283.15,0
19719900,283.15,0
19720800,283.15,0
19721700,283.15,0
19722600,283.15,0
19723500,283.15,0
19724400,300.15,0.056666667
19725300,283.15,0
19726200,286.15,0.01
19727100,283.15,0
19728000,286.15,0.01
19728900,286.15,0.01
19729800,286.15,0.01
19730700,286.15,0.01
19731600,286.15,0.01
19732500,283.15,0
19733400,286.15,0.01
19734300,283.15,0
19735200,283.15,0
19736100,283.15,0
19737000,285.15,0.003333333
19737900,283.15,0
19738800,283.15,0
19739700,283.15,0
19740600,286.15,0.01
19741500,328.15,0.01
19742400,283.15,0
19743300,283.15,0
19744200,283.15,0
19745100,289.15,0.008888889
19746000,283.15,0
19746900,283.15,0
19747800,283.15,0
19748700,283.15,0
19749600,283.15,0
19750500,283.15,0
19751400,286.15,0.01
19752300,283.15,0
19753200,283.15,0
19754100,283.15,0
19755000,286.15,0.01
19755900,283.15,0
19756800,283.15,0
19757700,283.15,0
19758600,286.15,0.01
19759500,283.15,0
19760400,283.15,0
19761300,283.15,0
19762200,283.15,0
19763100,283.15,0
19764000,286.15,0.01
19764900,285.15,0.003333333
19765800,285.15,0.003333333
19766700,283.15,0
19767600,286.15,0.01
19768500,283.15,0
19769400,283.15,0
19770300,283.15,0
19771200,283.15,0
19772100,283.15,0
19773000,295.15,0.017777779
19773900,283.15,0
19774800,283.15,0
19775700,286.15,0.01
19776600,297.15,0.046666667
19777500,283.15,0
19778400,283.15,0
19779300,283.15,0
19780200,283.15,0
19781100,283.15,0
19782000,283.15,0
19782900,283.15,0
19783800,283.15,0
19784700,283.15,0
19785600,283.15,0
19786500,283.15,0
19787400,283.15,0
19788300,283.15,0
19789200,283.15,0
19790100,283.15,0
19791000,283.15,0
19791900,283.15,0
19792800,283.15,0
19793700,283.15,0
19794600,283.15,0
19795500,283.15,0
19796400,283.15,0
19797300,283.15,0
19798200,283.15,0
19799100,283.15,0
19800000,283.15,0
19800900,283.15,0
19801800,283.15,0
19802700,283.15,0
19803600,283.15,0
19804500,283.15,0
19805400,283.15,0
19806300,283.15,0
19807200,283.15,0
19808100,283.15,0
19809000,283.15,0
19809900,283.15,0
19810800,300.15,0.056666667
19811700,283.15,0
19812600,286.15,0.01
19813500,283.15,0
19814400,286.15,0.01
19815300,286.15,0.01
19816200,286.15,0.01
19817100,286.15,0.01
19818000,286.15,0.01
19818900,283.15,0
19819800,286.15,0.01
19820700,283.15,0
19821600,283.15,0
19822500,283.15,0
19823400,285.15,0.003333333
19824300,283.15,0
19825200,283.15,0
19826100,283.15,0
19827000,286.15,0.01
19827900,328.15,0.01
19828800,312.15,0
19829700,328.15,0
19830600,283.15,0
19831500,289.15,0.008888889
19832400,283.15,0
19833300,283.15,0
19834200,283.15,0
19835100,283.15,0
19836000,283.15,0
19836900,283.15,0
19837800,286.15,0.01
19838700,283.15,0
19839600,283.15,0
19840500,283.15,0
19841400,286.15,0.01
19842300,283.15,0
19843200,283.15,0
19844100,283.15,0
19845000,286.15,0.01
19845900,283.15,0
19846800,283.15,0
19847700,283.15,0
19848600,283.15,0
19849500,283.15,0
19850400,286.15,0.01
19851300,285.15,0.003333333
19852200,285.15,0.003333333
19853100,283.15,0
19854000,286.15,0.01
19854900,283.15,0
19855800,283.15,0
19856700,283.15,0
19857600,283.15,0
19858500,283.15,0
19859400,328.15,0.017777779
19860300,283.15,0
19861200,283.15,0
19862100,286.15,0.01
19863000,297.15,0.046666667
19863900,283.15,0
19864800,283.15,0
19865700,283.15,0
19866600,283.15,0
19867500,283.15,0
19868400,283.15,0
19869300,283.15,0
19870200,283.15,0
19871100,283.15,0
19872000,283.15,0
19872900,283.15,0
19873800,283.15,0
19874700,283.15,0
19875600,283.15,0
19876500,283.15,0
19877400,283.15,0
19878300,283.15,0
19879200,283.15,0
19880100,283.15,0
19881000,283.15,0
19881900,283.15,0
19882800,283.15,0
19883700,283.15,0
19884600,283.15,0
19885500,283.15,0
19886400,283.15,0
19887300,283.15,0
19888200,283.15,0
19889100,283.15,0
19890000,283.15,0
19890900,283.15,0
19891800,283.15,0
19892700,283.15,0
19893600,283.15,0
19894500,283.15,0
19895400,283.15,0
19896300,283.15,0
19897200,300.15,0.056666667
19898100,283.15,0
19899000,286.15,0.01
19899900,283.15,0
19900800,286.15,0.01
19901700,286.15,0.01
19902600,286.15,0.01
19903500,286.15,0.01
19904400,286.15,0.01
19905300,283.15,0
19906200,286.15,0.01
19907100,283.15,0
19908000,283.15,0
19908900,283.15,0
19909800,285.15,0.003333333
19910700,283.15,0
19911600,283.15,0
19912500,283.15,0
19913400,286.15,0.01
19914300,286.15,0.01
19915200,283.15,0
19916100,283.15,0
19917000,283.15,0
19917900,328.15,0.008888889
19918800,283.15,0
19919700,283.15,0
19920600,283.15,0
19921500,283.15,0
19922400,283.15,0
19923300,283.15,0
19924200,286.15,0.01
19925100,283.15,0
19926000,283.15,0
19926900,283.15,0
19927800,286.15,0.01
19928700,283.15,0
19929600,283.15,0
19930500,283.15,0
19931400,286.15,0.01
19932300,283.15,0
19933200,283.15,0
19934100,283.15,0
19935000,283.15,0
19935900,283.15,0
19936800,295,0.01
19937700,285.15,0.003333333
19938600,285.15,0.003333333
19939500,283.15,0
19940400,286.15,0.01
19941300,283.15,0
19942200,283.15,0
19943100,283.15,0
19944000,283.15,0
19944900,283.15,0
19945800,295.15,0.017777779
19946700,283.15,0
19947600,283.15,0
19948500,286.15,0.01
19949400,297.15,0.046666667
19950300,283.15,0
19951200,283.15,0
19952100,283.15,0
19953000,283.15,0
19953900,283.15,0
19954800,283.15,0
19955700,283.15,0
19956600,283.15,0
19957500,283.15,0
19958400,283.15,0
19959300,283.15,0
19960200,283.15,0
19961100,283.15,0
19962000,283.15,0
19962900,283.15,0
19963800,283.15,0
19964700,283.15,0
19965600,283.15,0
19966500,283.15,0
19967400,283.15,0
19968300,283.15,0
19969200,283.15,0
19970100,283.15,0
19971000,283.15,0
19971900,283.15,0
19972800,283.15,0
19973700,283.15,0
19974600,283.15,0
19975500,283.15,0
19976400,283.15,0
19977300,283.15,0
19978200,283.15,0
19979100,283.15,0
19980000,283.15,0
19980900,283.15,0
19981800,283.15,0
19982700,283.15,0
19983600,328.15,0.056666667
19984500,283.15,0
19985400,286.15,0.01
19986300,283.15,0
19987200,286.15,0.01
19988100,286.15,0.01
19989000,286.15,0.01
19989900,286.15,0.01
19990800,286.15,0.01
19991700,283.15,0
19992600,286.15,0.01
19993500,283.15,0
19994400,283.15,0
19995300,283.15,0
19996200,285.15,0.003333333
19997100,283.15,0
19998000,283.15,0
19998900,283.15,0
19999800,286.15,0.01
20000700,286.15,0.01
20001600,283.15,0
20002500,283.15,0
20003400,283.15,0
20004300,289.15,0.008888889
20005200,283.15,0
20006100,283.15,0
20007000,283.15,0
20007900,283.15,0
20008800,283.15,0
20009700,283.15,0
20010600,286.15,0.01
20011500,283.15,0
20012400,283.15,0
20013300,283.15,0
20014200,286.15,0.01
20015100,283.15,0
