Time,sFH_FMU_UFH.mFlow_DHW,sFH_FMU_UFH.TDem_DHW
7705800,283.15,0
7706700,283.15,0
7707600,283.15,0
7708500,283.15,0
7709400,283.15,0
7710300,283.15,0
7711200,283.15,0
7712100,283.15,0
7713000,283.15,0
7713900,283.15,0
7714800,300.15,0.056666667
7715700,283.15,0
7716600,286.15,0.01
7717500,283.15,0
7718400,286.15,0.01
7719300,286.15,0.01
7720200,286.15,0.01
7721100,286.15,0.01
7722000,286.15,0.01
7722900,283.15,0
7723800,286.15,0.01
7724700,283.15,0
7725600,283.15,0
7726500,283.15,0
7727400,285.15,0.003333333
7728300,283.15,0
7729200,283.15,0
7730100,283.15,0
7731000,286.15,0.01
7731900,328.15,0.01
7732800,312.15,0
7733700,328.15,0
7734600,283.15,0
7735500,289.15,0.008888889
7736400,283.15,0
7737300,283.15,0
7738200,283.15,0
7739100,283.15,0
7740000,283.15,0
7740900,283.15,0
7741800,286.15,0.01
7742700,283.15,0
7743600,283.15,0
7744500,283.15,0
7745400,286.15,0.01
7746300,283.15,0
7747200,283.15,0
7748100,283.15,0
7749000,286.15,0.01
7749900,283.15,0
7750800,283.15,0
7751700,283.15,0
7752600,283.15,0
7753500,283.15,0
7754400,286.15,0.01
7755300,285.15,0.003333333
7756200,285.15,0.003333333
7757100,283.15,0
7758000,286.15,0.01
7758900,283.15,0
7759800,283.15,0
7760700,283.15,0
7761600,283.15,0
7762500,283.15,0
7763400,328.15,0.017777779
7764300,283.15,0
7765200,283.15,0
7766100,286.15,0.01
7767000,297.15,0.046666667
7767900,283.15,0
7768800,283.15,0
7769700,283.15,0
7770600,283.15,0
7771500,283.15,0
7772400,283.15,0
7773300,283.15,0
7774200,283.15,0
7775100,283.15,0
7776000,283.15,0
7776900,283.15,0
7777800,283.15,0
7778700,283.15,0
7779600,283.15,0
7780500,283.15,0
7781400,283.15,0
7782300,283.15,0
7783200,283.15,0
7784100,283.15,0
7785000,283.15,0
7785900,283.15,0
7786800,283.15,0
7787700,283.15,0
7788600,283.15,0
7789500,283.15,0
7790400,283.15,0
7791300,283.15,0
7792200,283.15,0
7793100,283.15,0
7794000,283.15,0
7794900,283.15,0
7795800,283.15,0
7796700,283.15,0
7797600,283.15,0
7798500,283.15,0
7799400,283.15,0
7800300,283.15,0
7801200,300.15,0.056666667
7802100,283.15,0
7803000,286.15,0.01
7803900,283.15,0
7804800,286.15,0.01
7805700,286.15,0.01
7806600,286.15,0.01
7807500,286.15,0.01
7808400,286.15,0.01
7809300,283.15,0
7810200,286.15,0.01
7811100,283.15,0
7812000,283.15,0
7812900,283.15,0
7813800,285.15,0.003333333
7814700,283.15,0
7815600,283.15,0
7816500,283.15,0
7817400,286.15,0.01
7818300,286.15,0.01
7819200,283.15,0
7820100,283.15,0
7821000,283.15,0
7821900,328.15,0.008888889
7822800,283.15,0
7823700,283.15,0
7824600,283.15,0
7825500,283.15,0
7826400,283.15,0
7827300,283.15,0
7828200,286.15,0.01
7829100,283.15,0
7830000,283.15,0
7830900,283.15,0
7831800,286.15,0.01
7832700,283.15,0
7833600,283.15,0
7834500,283.15,0
7835400,286.15,0.01
7836300,283.15,0
7837200,283.15,0
7838100,283.15,0
7839000,283.15,0
7839900,283.15,0
7840800,295,0.01
7841700,285.15,0.003333333
7842600,285.15,0.003333333
7843500,283.15,0
7844400,286.15,0.01
7845300,283.15,0
7846200,283.15,0
7847100,283.15,0
7848000,283.15,0
7848900,283.15,0
7849800,295.15,0.017777779
7850700,283.15,0
7851600,283.15,0
7852500,286.15,0.01
7853400,297.15,0.046666667
7854300,283.15,0
7855200,283.15,0
7856100,283.15,0
7857000,283.15,0
7857900,283.15,0
7858800,283.15,0
7859700,283.15,0
7860600,283.15,0
7861500,283.15,0
7862400,283.15,0
7863300,283.15,0
7864200,283.15,0
7865100,283.15,0
7866000,283.15,0
7866900,283.15,0
7867800,283.15,0
7868700,283.15,0
7869600,283.15,0
7870500,283.15,0
7871400,283.15,0
7872300,283.15,0
7873200,283.15,0
7874100,283.15,0
7875000,283.15,0
7875900,283.15,0
7876800,283.15,0
7877700,283.15,0
7878600,283.15,0
7879500,283.15,0
7880400,283.15,0
7881300,283.15,0
7882200,283.15,0
7883100,283.15,0
7884000,283.15,0
7884900,283.15,0
7885800,283.15,0
7886700,283.15,0
7887600,328.15,0.056666667
7888500,283.15,0
7889400,286.15,0.01
7890300,283.15,0
7891200,286.15,0.01
7892100,286.15,0.01
7893000,286.15,0.01
7893900,286.15,0.01
7894800,286.15,0.01
7895700,283.15,0
7896600,286.15,0.01
7897500,283.15,0
7898400,283.15,0
7899300,283.15,0
7900200,285.15,0.003333333
7901100,283.15,0
7902000,283.15,0
7902900,283.15,0
7903800,286.15,0.01
7904700,286.15,0.01
7905600,283.15,0
7906500,283.15,0
7907400,283.15,0
7908300,289.15,0.008888889
7909200,283.15,0
7910100,283.15,0
7911000,283.15,0
7911900,283.15,0
7912800,283.15,0
7913700,283.15,0
7914600,286.15,0.01
7915500,283.15,0
7916400,283.15,0
7917300,283.15,0
7918200,286.15,0.01
7919100,283.15,0
7920000,283.15,0
7920900,283.15,0
7921800,286.15,0.01
7922700,283.15,0
7923600,283.15,0
7924500,283.15,0
7925400,283.15,0
7926300,283.15,0
7927200,292,0.01
7928100,285.15,0.003333333
7929000,285.15,0.003333333
7929900,283.15,0
7930800,286.15,0.01
7931700,283.15,0
7932600,283.15,0
7933500,283.15,0
7934400,283.15,0
7935300,283.15,0
7936200,295.15,0.017777779
7937100,283.15,0
7938000,283.15,0
7938900,286.15,0.01
7939800,297.15,0.046666667
7940700,283.15,0
7941600,283.15,0
7942500,283.15,0
7943400,283.15,0
7944300,283.15,0
7945200,283.15,0
7946100,283.15,0
7947000,283.15,0
7947900,283.15,0
7948800,283.15,0
7949700,283.15,0
7950600,283.15,0
7951500,283.15,0
7952400,283.15,0
7953300,283.15,0
7954200,283.15,0
7955100,283.15,0
7956000,283.15,0
7956900,283.15,0
7957800,283.15,0
7958700,283.15,0
7959600,283.15,0
7960500,283.15,0
7961400,283.15,0
7962300,283.15,0
7963200,283.15,0
7964100,283.15,0
7965000,283.15,0
7965900,283.15,0
7966800,283.15,0
7967700,283.15,0
7968600,283.15,0
7969500,283.15,0
7970400,283.15,0
7971300,283.15,0
7972200,283.15,0
7973100,283.15,0
7974000,300.15,0.056666667
7974900,283.15,0
7975800,286.15,0.01
7976700,283.15,0
7977600,286.15,0.01
7978500,286.15,0.01
7979400,286.15,0.01
7980300,286.15,0.01
7981200,286.15,0.01
7982100,283.15,0
7983000,286.15,0.01
7983900,283.15,0
7984800,283.15,0
7985700,283.15,0
7986600,285.15,0.003333333
7987500,283.15,0
7988400,283.15,0
7989300,283.15,0
7990200,286.15,0.01
7991100,286.15,0.01
7992000,283.15,0
7992900,283.15,0
7993800,283.15,0
7994700,289.15,0.008888889
7995600,283.15,0
7996500,283.15,0
7997400,283.15,0
7998300,283.15,0
7999200,283.15,0
8000100,283.15,0
8001000,305,0.01
8001900,283.15,0
8002800,283.15,0
8003700,283.15,0
8004600,286.15,0.01
8005500,283.15,0
8006400,283.15,0
8007300,283.15,0
8008200,286.15,0.01
8009100,283.15,0
8010000,283.15,0
8010900,283.15,0
8011800,283.15,0
8012700,283.15,0
8013600,286.15,0.01
8014500,285.15,0.003333333
8015400,285.15,0.003333333
8016300,283.15,0
8017200,286.15,0.01
8018100,283.15,0
8019000,283.15,0
8019900,283.15,0
8020800,283.15,0
8021700,283.15,0
8022600,295.15,0.017777779
8023500,283.15,0
8024400,283.15,0
8025300,286.15,0.01
8026200,328.15,0.046666667
8027100,283.15,0
8028000,283.15,0
8028900,283.15,0
8029800,283.15,0
8030700,283.15,0
8031600,283.15,0
8032500,283.15,0
8033400,283.15,0
8034300,283.15,0
8035200,283.15,0
8036100,283.15,0
8037000,283.15,0
8037900,283.15,0
8038800,283.15,0
8039700,283.15,0
8040600,283.15,0
8041500,283.15,0
8042400,283.15,0
8043300,283.15,0
8044200,283.15,0
8045100,283.15,0
8046000,283.15,0
8046900,283.15,0
8047800,283.15,0
8048700,283.15,0
8049600,283.15,0
8050500,283.15,0
8051400,283.15,0
8052300,283.15,0
8053200,283.15,0
8054100,283.15,0
8055000,283.15,0
8055900,283.15,0
8056800,283.15,0
8057700,283.15,0
8058600,283.15,0
8059500,283.15,0
8060400,300.15,0.056666667
8061300,283.15,0
8062200,286.15,0.01
8063100,283.15,0
8064000,286.15,0.01
8064900,286.15,0.01
8065800,286.15,0.01
8066700,286.15,0.01
8067600,286.15,0.01
8068500,283.15,0
8069400,286.15,0.01
8070300,283.15,0
8071200,283.15,0
8072100,283.15,0
8073000,285.15,0.003333333
8073900,283.15,0
8074800,283.15,0
8075700,283.15,0
8076600,286.15,0.01
8077500,286.15,0.01
8078400,283.15,0
8079300,283.15,0
8080200,283.15,0
8081100,328.15,0.008888889
8082000,283.15,0
8082900,283.15,0
8083800,283.15,0
8084700,283.15,0
8085600,283.15,0
8086500,283.15,0
8087400,286.15,0.01
8088300,283.15,0
8089200,283.15,0
8090100,283.15,0
8091000,286.15,0.01
8091900,283.15,0
8092800,283.15,0
8093700,283.15,0
8094600,286.15,0.01
8095500,283.15,0
8096400,283.15,0
8097300,283.15,0
8098200,283.15,0
8099100,283.15,0
8100000,286.15,0.01
8100900,285.15,0.003333333
8101800,318.15,0.003333333
8102700,283.15,0
8103600,286.15,0.01
8104500,283.15,0
8105400,283.15,0
8106300,283.15,0
8107200,283.15,0
8108100,283.15,0
8109000,328.15,0.017777779
8109900,283.15,0
8110800,283.15,0
8111700,286.15,0.01
8112600,297.15,0.046666667
8113500,283.15,0
8114400,283.15,0
8115300,283.15,0
8116200,283.15,0
8117100,283.15,0
8118000,283.15,0
8118900,283.15,0
8119800,283.15,0
8120700,283.15,0
8121600,283.15,0
8122500,283.15,0
8123400,283.15,0
8124300,283.15,0
8125200,283.15,0
8126100,283.15,0
8127000,283.15,0
8127900,283.15,0
8128800,283.15,0
8129700,283.15,0
8130600,283.15,0
8131500,283.15,0
8132400,283.15,0
8133300,283.15,0
8134200,283.15,0
8135100,283.15,0
8136000,283.15,0
8136900,283.15,0
8137800,283.15,0
8138700,283.15,0
8139600,283.15,0
8140500,283.15,0
8141400,283.15,0
8142300,283.15,0
8143200,283.15,0
8144100,283.15,0
8145000,283.15,0
8145900,283.15,0
8146800,300.15,0.056666667
8147700,283.15,0
8148600,286.15,0.01
8149500,283.15,0
8150400,286.15,0.01
8151300,286.15,0.01
8152200,286.15,0.01
8153100,286.15,0.01
8154000,286.15,0.01
8154900,283.15,0
8155800,286.15,0.01
8156700,283.15,0
8157600,283.15,0
8158500,283.15,0
8159400,285.15,0.003333333
8160300,283.15,0
8161200,283.15,0
8162100,283.15,0
8163000,286.15,0.01
8163900,286.15,0.01
8164800,283.15,0
8165700,283.15,0
8166600,283.15,0
8167500,289.15,0.008888889
8168400,283.15,0
8169300,283.15,0
8170200,283.15,0
8171100,283.15,0
8172000,283.15,0
8172900,283.15,0
8173800,286.15,0.01
8174700,283.15,0
8175600,283.15,0
8176500,283.15,0
8177400,286.15,0.01
8178300,283.15,0
8179200,283.15,0
8180100,283.15,0
8181000,286.15,0.01
8181900,283.15,0
8182800,283.15,0
8183700,283.15,0
8184600,283.15,0
8185500,283.15,0
8186400,286.15,0.01
8187300,285.15,0.003333333
8188200,285.15,0.003333333
8189100,283.15,0
8190000,286.15,0.01
8190900,283.15,0
8191800,283.15,0
8192700,283.15,0
8193600,283.15,0
8194500,283.15,0
8195400,295.15,0.017777779
8196300,283.15,0
8197200,283.15,0
8198100,286.15,0.01
8199000,297.15,0.046666667
8199900,283.15,0
8200800,283.15,0
8201700,283.15,0
8202600,283.15,0
8203500,283.15,0
8204400,283.15,0
8205300,283.15,0
8206200,283.15,0
8207100,283.15,0
8208000,283.15,0
8208900,283.15,0
8209800,283.15,0
8210700,283.15,0
8211600,283.15,0
8212500,283.15,0
8213400,283.15,0
8214300,283.15,0
8215200,283.15,0
8216100,283.15,0
8217000,283.15,0
8217900,283.15,0
8218800,283.15,0
8219700,283.15,0
8220600,283.15,0
8221500,283.15,0
8222400,283.15,0
8223300,283.15,0
8224200,283.15,0
8225100,283.15,0
8226000,283.15,0
8226900,283.15,0
8227800,283.15,0
8228700,283.15,0
8229600,283.15,0
8230500,283.15,0
8231400,283.15,0
8232300,283.15,0
8233200,300.15,0.056666667
8234100,283.15,0
8235000,286.15,0.01
8235900,283.15,0
8236800,286.15,0.01
8237700,286.15,0.01
8238600,286.15,0.01
8239500,286.15,0.01
8240400,286.15,0.01
8241300,283.15,0
8242200,286.15,0.01
8243100,283.15,0
8244000,283.15,0
8244900,283.15,0
8245800,285.15,0.003333333
8246700,283.15,0
8247600,283.15,0
8248500,283.15,0
8249400,286.15,0.01
8250300,328.15,0.01
8251200,283.15,0
8252100,283.15,0
8253000,283.15,0
8253900,289.15,0.008888889
8254800,283.15,0
8255700,283.15,0
8256600,283.15,0
8257500,283.15,0
8258400,283.15,0
8259300,283.15,0
8260200,286.15,0.01
8261100,283.15,0
8262000,283.15,0
8262900,283.15,0
8263800,286.15,0.01
8264700,283.15,0
8265600,283.15,0
8266500,283.15,0
8267400,286.15,0.01
8268300,283.15,0
8269200,283.15,0
8270100,283.15,0
8271000,283.15,0
8271900,283.15,0
8272800,286.15,0.01
8273700,285.15,0.003333333
8274600,285.15,0.003333333
8275500,283.15,0
8276400,286.15,0.01
8277300,283.15,0
8278200,283.15,0
8279100,283.15,0
8280000,283.15,0
8280900,283.15,0
8281800,295.15,0.017777779
8282700,283.15,0
8283600,283.15,0
8284500,286.15,0.01
8285400,297.15,0.046666667
8286300,283.15,0
8287200,283.15,0
8288100,283.15,0
8289000,283.15,0
8289900,283.15,0
8290800,283.15,0
8291700,283.15,0
8292600,283.15,0
8293500,283.15,0
8294400,283.15,0
8295300,283.15,0
8296200,283.15,0
8297100,283.15,0
8298000,283.15,0
8298900,283.15,0
8299800,283.15,0
8300700,283.15,0
8301600,283.15,0
8302500,283.15,0
8303400,283.15,0
8304300,283.15,0
8305200,283.15,0
8306100,283.15,0
8307000,283.15,0
8307900,283.15,0
8308800,283.15,0
8309700,283.15,0
8310600,283.15,0
8311500,283.15,0
8312400,283.15,0
8313300,283.15,0
8314200,283.15,0
8315100,283.15,0
8316000,283.15,0
8316900,283.15,0
8317800,283.15,0
8318700,283.15,0
8319600,300.15,0.056666667
8320500,283.15,0
8321400,286.15,0.01
8322300,283.15,0
8323200,286.15,0.01
8324100,286.15,0.01
8325000,286.15,0.01
8325900,286.15,0.01
8326800,286.15,0.01
8327700,283.15,0
8328600,286.15,0.01
8329500,283.15,0
8330400,283.15,0
8331300,283.15,0
8332200,285.15,0.003333333
8333100,283.15,0
8334000,283.15,0
8334900,283.15,0
8335800,286.15,0.01
8336700,328.15,0.01
8337600,312.15,0
8338500,328.15,0
8339400,283.15,0
8340300,289.15,0.008888889
8341200,283.15,0
8342100,283.15,0
8343000,283.15,0
8343900,283.15,0
8344800,283.15,0
8345700,283.15,0
8346600,286.15,0.01
8347500,283.15,0
8348400,283.15,0
8349300,283.15,0
8350200,286.15,0.01
8351100,283.15,0
8352000,283.15,0
8352900,283.15,0
8353800,286.15,0.01
8354700,283.15,0
8355600,283.15,0
8356500,283.15,0
8357400,283.15,0
8358300,283.15,0
8359200,286.15,0.01
8360100,285.15,0.003333333
8361000,285.15,0.003333333
8361900,283.15,0
8362800,286.15,0.01
8363700,283.15,0
8364600,283.15,0
8365500,283.15,0
8366400,283.15,0
8367300,283.15,0
8368200,328.15,0.017777779
8369100,283.15,0
8370000,283.15,0
8370900,286.15,0.01
8371800,297.15,0.046666667
8372700,283.15,0
8373600,283.15,0
8374500,283.15,0
8375400,283.15,0
8376300,283.15,0
8377200,283.15,0
8378100,283.15,0
8379000,283.15,0
8379900,283.15,0
8380800,283.15,0
8381700,283.15,0
8382600,283.15,0
8383500,283.15,0
8384400,283.15,0
8385300,283.15,0
8386200,283.15,0
8387100,283.15,0
8388000,283.15,0
8388900,283.15,0
8389800,283.15,0
8390700,283.15,0
8391600,283.15,0
8392500,283.15,0
8393400,283.15,0
8394300,283.15,0
8395200,283.15,0
8396100,283.15,0
8397000,283.15,0
8397900,283.15,0
8398800,283.15,0
8399700,283.15,0
8400600,283.15,0
8401500,283.15,0
8402400,283.15,0
8403300,283.15,0
8404200,283.15,0
8405100,283.15,0
8406000,300.15,0.056666667
8406900,283.15,0
8407800,286.15,0.01
8408700,283.15,0
8409600,286.15,0.01
8410500,286.15,0.01
8411400,286.15,0.01
8412300,286.15,0.01
8413200,286.15,0.01
8414100,283.15,0
8415000,286.15,0.01
8415900,283.15,0
8416800,283.15,0
8417700,283.15,0
8418600,285.15,0.003333333
8419500,283.15,0
8420400,283.15,0
8421300,283.15,0
8422200,286.15,0.01
8423100,286.15,0.01
8424000,283.15,0
8424900,283.15,0
8425800,283.15,0
8426700,328.15,0.008888889
8427600,283.15,0
8428500,283.15,0
8429400,283.15,0
8430300,283.15,0
8431200,283.15,0
8432100,283.15,0
8433000,286.15,0.01
8433900,283.15,0
8434800,283.15,0
8435700,283.15,0
8436600,286.15,0.01
8437500,283.15,0
8438400,283.15,0
8439300,283.15,0
8440200,286.15,0.01
8441100,283.15,0
8442000,283.15,0
8442900,283.15,0
8443800,283.15,0
8444700,283.15,0
8445600,295,0.01
8446500,285.15,0.003333333
8447400,285.15,0.003333333
8448300,283.15,0
8449200,286.15,0.01
8450100,283.15,0
8451000,283.15,0
8451900,283.15,0
8452800,283.15,0
8453700,283.15,0
8454600,295.15,0.017777779
8455500,283.15,0
8456400,283.15,0
8457300,286.15,0.01
8458200,297.15,0.046666667
8459100,283.15,0
8460000,283.15,0
8460900,283.15,0
8461800,283.15,0
8462700,283.15,0
8463600,283.15,0
8464500,283.15,0
8465400,283.15,0
8466300,283.15,0
8467200,283.15,0
8468100,283.15,0
8469000,283.15,0
8469900,283.15,0
8470800,283.15,0
8471700,283.15,0
8472600,283.15,0
8473500,283.15,0
8474400,283.15,0
8475300,283.15,0
8476200,283.15,0
8477100,283.15,0
8478000,283.15,0
8478900,283.15,0
8479800,283.15,0
8480700,283.15,0
8481600,283.15,0
8482500,283.15,0
8483400,283.15,0
8484300,283.15,0
8485200,283.15,0
8486100,283.15,0
8487000,283.15,0
8487900,283.15,0
8488800,283.15,0
8489700,283.15,0
8490600,283.15,0
8491500,283.15,0
8492400,328.15,0.056666667
8493300,283.15,0
8494200,286.15,0.01
8495100,283.15,0
8496000,286.15,0.01
8496900,286.15,0.01
8497800,286.15,0.01
8498700,286.15,0.01
8499600,286.15,0.01
8500500,283.15,0
8501400,286.15,0.01
8502300,283.15,0
8503200,283.15,0
8504100,283.15,0
8505000,285.15,0.003333333
8505900,283.15,0
8506800,283.15,0
8507700,283.15,0
8508600,286.15,0.01
8509500,286.15,0.01
8510400,283.15,0
8511300,283.15,0
8512200,283.15,0
8513100,289.15,0.008888889
8514000,283.15,0
8514900,283.15,0
8515800,283.15,0
8516700,283.15,0
8517600,283.15,0
8518500,283.15,0
8519400,286.15,0.01
8520300,283.15,0
8521200,283.15,0
8522100,283.15,0
8523000,286.15,0.01
8523900,283.15,0
8524800,283.15,0
8525700,283.15,0
8526600,286.15,0.01
8527500,283.15,0
8528400,283.15,0
8529300,283.15,0
8530200,283.15,0
8531100,283.15,0
8532000,292,0.01
8532900,285.15,0.003333333
8533800,285.15,0.003333333
8534700,283.15,0
8535600,286.15,0.01
8536500,283.15,0
8537400,283.15,0
8538300,283.15,0
8539200,283.15,0
8540100,283.15,0
8541000,295.15,0.017777779
8541900,283.15,0
8542800,283.15,0
8543700,286.15,0.01
8544600,297.15,0.046666667
8545500,283.15,0
8546400,283.15,0
8547300,283.15,0
8548200,283.15,0
8549100,283.15,0
8550000,283.15,0
8550900,283.15,0
8551800,283.15,0
8552700,283.15,0
8553600,283.15,0
8554500,283.15,0
8555400,283.15,0
8556300,283.15,0
8557200,283.15,0
8558100,283.15,0
8559000,283.15,0
8559900,283.15,0
8560800,283.15,0
8561700,283.15,0
8562600,283.15,0
8563500,283.15,0
8564400,283.15,0
8565300,283.15,0
8566200,283.15,0
8567100,283.15,0
8568000,283.15,0
8568900,283.15,0
8569800,283.15,0
8570700,283.15,0
8571600,283.15,0
8572500,283.15,0
8573400,283.15,0
8574300,283.15,0
8575200,283.15,0
8576100,283.15,0
8577000,283.15,0
8577900,283.15,0
8578800,300.15,0.056666667
8579700,283.15,0
8580600,286.15,0.01
8581500,283.15,0
8582400,286.15,0.01
8583300,286.15,0.01
8584200,286.15,0.01
8585100,286.15,0.01
8586000,286.15,0.01
8586900,283.15,0
8587800,286.15,0.01
8588700,283.15,0
8589600,283.15,0
8590500,283.15,0
8591400,285.15,0.003333333
8592300,283.15,0
8593200,283.15,0
8594100,283.15,0
8595000,286.15,0.01
8595900,286.15,0.01
8596800,283.15,0
8597700,283.15,0
8598600,283.15,0
8599500,289.15,0.008888889
8600400,283.15,0
8601300,283.15,0
8602200,283.15,0
8603100,283.15,0
8604000,283.15,0
8604900,283.15,0
8605800,305,0.01
8606700,283.15,0
8607600,283.15,0
8608500,283.15,0
8609400,286.15,0.01
8610300,283.15,0
8611200,283.15,0
8612100,283.15,0
8613000,286.15,0.01
8613900,283.15,0
8614800,283.15,0
8615700,283.15,0
8616600,283.15,0
8617500,283.15,0
8618400,286.15,0.01
8619300,285.15,0.003333333
8620200,285.15,0.003333333
8621100,283.15,0
8622000,286.15,0.01
8622900,283.15,0
8623800,283.15,0
8624700,283.15,0
8625600,283.15,0
8626500,283.15,0
8627400,295.15,0.017777779
8628300,283.15,0
8629200,283.15,0
8630100,286.15,0.01
8631000,328.15,0.046666667
8631900,283.15,0
8632800,283.15,0
8633700,283.15,0
8634600,283.15,0
8635500,283.15,0
8636400,283.15,0
8637300,283.15,0
8638200,283.15,0
8639100,283.15,0
8640000,283.15,0
8640900,283.15,0
8641800,283.15,0
8642700,283.15,0
8643600,283.15,0
8644500,283.15,0
8645400,283.15,0
8646300,283.15,0
8647200,283.15,0
8648100,283.15,0
8649000,283.15,0
8649900,283.15,0
8650800,283.15,0
8651700,283.15,0
8652600,283.15,0
8653500,283.15,0
8654400,283.15,0
8655300,283.15,0
8656200,283.15,0
8657100,283.15,0
8658000,283.15,0
8658900,283.15,0
8659800,283.15,0
8660700,283.15,0
8661600,283.15,0
8662500,283.15,0
8663400,283.15,0
8664300,283.15,0
8665200,300.15,0.056666667
8666100,283.15,0
8667000,286.15,0.01
8667900,283.15,0
8668800,286.15,0.01
8669700,286.15,0.01
8670600,286.15,0.01
8671500,286.15,0.01
8672400,286.15,0.01
8673300,283.15,0
8674200,286.15,0.01
8675100,283.15,0
8676000,283.15,0
8676900,283.15,0
8677800,285.15,0.003333333
8678700,283.15,0
8679600,283.15,0
8680500,283.15,0
8681400,286.15,0.01
8682300,286.15,0.01
8683200,283.15,0
8684100,283.15,0
8685000,283.15,0
8685900,328.15,0.008888889
8686800,283.15,0
8687700,283.15,0
8688600,283.15,0
8689500,283.15,0
8690400,283.15,0
8691300,283.15,0
8692200,286.15,0.01
8693100,283.15,0
8694000,283.15,0
8694900,283.15,0
8695800,286.15,0.01
8696700,283.15,0
8697600,283.15,0
8698500,283.15,0
8699400,286.15,0.01
8700300,283.15,0
8701200,283.15,0
8702100,283.15,0
8703000,283.15,0
8703900,283.15,0
8704800,286.15,0.01
8705700,285.15,0.003333333
8706600,318.15,0.003333333
8707500,283.15,0
8708400,286.15,0.01
8709300,283.15,0
8710200,283.15,0
8711100,283.15,0
8712000,283.15,0
8712900,283.15,0
8713800,328.15,0.017777779
8714700,283.15,0
8715600,283.15,0
8716500,286.15,0.01
8717400,297.15,0.046666667
8718300,283.15,0
8719200,283.15,0
8720100,283.15,0
8721000,283.15,0
8721900,283.15,0
8722800,283.15,0
8723700,283.15,0
8724600,283.15,0
8725500,283.15,0
8726400,283.15,0
8727300,283.15,0
8728200,283.15,0
8729100,283.15,0
8730000,283.15,0
8730900,283.15,0
8731800,283.15,0
8732700,283.15,0
8733600,283.15,0
8734500,283.15,0
8735400,283.15,0
8736300,283.15,0
8737200,283.15,0
8738100,283.15,0
8739000,283.15,0
8739900,283.15,0
8740800,283.15,0
8741700,283.15,0
8742600,283.15,0
8743500,283.15,0
8744400,283.15,0
8745300,283.15,0
8746200,283.15,0
8747100,283.15,0
8748000,283.15,0
8748900,283.15,0
8749800,283.15,0
8750700,283.15,0
8751600,300.15,0.056666667
8752500,283.15,0
8753400,286.15,0.01
8754300,283.15,0
8755200,286.15,0.01
8756100,286.15,0.01
8757000,286.15,0.01
8757900,286.15,0.01
8758800,286.15,0.01
8759700,283.15,0
8760600,286.15,0.01
8761500,283.15,0
8762400,283.15,0
8763300,283.15,0
8764200,285.15,0.003333333
8765100,283.15,0
8766000,283.15,0
8766900,283.15,0
8767800,286.15,0.01
8768700,286.15,0.01
8769600,283.15,0
8770500,283.15,0
8771400,283.15,0
8772300,289.15,0.008888889
8773200,283.15,0
8774100,283.15,0
8775000,283.15,0
8775900,283.15,0
8776800,283.15,0
8777700,283.15,0
8778600,286.15,0.01
8779500,283.15,0
8780400,283.15,0
8781300,283.15,0
8782200,286.15,0.01
8783100,283.15,0
8784000,283.15,0
8784900,283.15,0
8785800,286.15,0.01
8786700,283.15,0
8787600,283.15,0
8788500,283.15,0
8789400,283.15,0
8790300,283.15,0
8791200,286.15,0.01
8792100,285.15,0.003333333
8793000,285.15,0.003333333
8793900,283.15,0
8794800,286.15,0.01
8795700,283.15,0
8796600,283.15,0
8797500,283.15,0
8798400,283.15,0
8799300,283.15,0
8800200,295.15,0.017777779
8801100,283.15,0
8802000,283.15,0
8802900,286.15,0.01
8803800,297.15,0.046666667
8804700,283.15,0
8805600,283.15,0
8806500,283.15,0
8807400,283.15,0
8808300,283.15,0
8809200,283.15,0
8810100,283.15,0
8811000,283.15,0
8811900,283.15,0
8812800,283.15,0
8813700,283.15,0
8814600,283.15,0
8815500,283.15,0
8816400,283.15,0
8817300,283.15,0
8818200,283.15,0
8819100,283.15,0
8820000,283.15,0
8820900,283.15,0
8821800,283.15,0
8822700,283.15,0
8823600,283.15,0
8824500,283.15,0
8825400,283.15,0
8826300,283.15,0
8827200,283.15,0
8828100,283.15,0
8829000,283.15,0
8829900,283.15,0
8830800,283.15,0
8831700,283.15,0
8832600,283.15,0
8833500,283.15,0
8834400,283.15,0
8835300,283.15,0
8836200,283.15,0
8837100,283.15,0
8838000,300.15,0.056666667
8838900,283.15,0
8839800,286.15,0.01
8840700,283.15,0
8841600,286.15,0.01
8842500,286.15,0.01
8843400,286.15,0.01
8844300,286.15,0.01
8845200,286.15,0.01
8846100,283.15,0
8847000,286.15,0.01
8847900,283.15,0
8848800,283.15,0
8849700,283.15,0
8850600,285.15,0.003333333
8851500,283.15,0
8852400,283.15,0
8853300,283.15,0
8854200,286.15,0.01
8855100,328.15,0.01
8856000,283.15,0
8856900,283.15,0
8857800,283.15,0
8858700,289.15,0.008888889
8859600,283.15,0
8860500,283.15,0
8861400,283.15,0
8862300,283.15,0
8863200,283.15,0
8864100,283.15,0
8865000,286.15,0.01
8865900,283.15,0
8866800,283.15,0
8867700,283.15,0
8868600,286.15,0.01
8869500,283.15,0
8870400,283.15,0
8871300,283.15,0
8872200,286.15,0.01
8873100,283.15,0
8874000,283.15,0
8874900,283.15,0
8875800,283.15,0
8876700,283.15,0
8877600,286.15,0.01
8878500,285.15,0.003333333
8879400,285.15,0.003333333
8880300,283.15,0
8881200,286.15,0.01
8882100,283.15,0
8883000,283.15,0
8883900,283.15,0
8884800,283.15,0
8885700,283.15,0
8886600,295.15,0.017777779
8887500,283.15,0
8888400,283.15,0
8889300,286.15,0.01
