258.15, 323.15, 326.15, 308.15
263.15, 320.15, 323.15, 306
268.15, 316.15, 319.15, 303.86
273.15, 313.15, 316.15, 301.72
278.15, 309.15, 312.15, 299.57
283.15, 305.15, 308.15, 297.43
288.15, 300.15, 303.15, 295.29
293.15, 293.15, 296.15, 293.15
